kor_full,no,title,year
"컴퓨터 시스템 분야의 성취 목표, 교수학습 방법 및 평가 방법에 관한 연구 초등학교, 컴퓨터과학 교육, 컴퓨터 시스템 교육 우리나라의 소프트웨어 생산은 세계 수준에 비하면 아직 미미한 수준에 그치고 있지만 우리나라의 소프트웨어 회사들 가운데 세계적으로 성공한 회사들도 점점 늘어나고 있다. 이러한 시대적인 변화에 부응하기 위하여 우리나라의 컴퓨터교육도 IT의 사용과 활용 중심에서 콘텐츠의 생산과 생산성을 높이기 위하여 원리 중심의 컴퓨터과학 교육으로 방향 전환이 필요하다. 본 연구에서는 초등학교와 중학교에서 ‘컴퓨터 시스템’과 관련된 교육과정을 개발하고 운영할 수 있도록 하기 위하여 컴퓨터과학교육과 관련된 해외 사례를 분석하고, 컴퓨터과학 교육과정의 하위 영역으로서 컴퓨터 시스템 영역의 성취 목표를 제시하고, 교수학습 방법과 평가 방법의 고려사항을 제시한다.",706.0,"컴퓨터 시스템 분야의 성취 목표, 교수학습 방법 및 평가 방법에 관한 연구",2014.0
"소프트웨어 제작 분야의 성취 목표, 교수학습 방법 및 평가 방법에 관한 연구 초등학교, 프로그래밍 교육, 소프트웨어 제작 소프트웨어 제작 교육은 미래의 IT 기술을 능동적으로 사용하고, 컴퓨터와 대화할 수 있는 프로그래밍 언어를 가르치는 교육이다. 이를 위해 본 연구에서는 영국, 미국, 인도, 에스토니아를 중심으로 프로그래밍 교육과 관련된 교육과정을 분석하였다. 또한, 그 결과를 토대로 우리나라의 초등학교와 중학교에서 프로그래밍 교육을 할 수 있도록 정보 과학의 한 영역으로서 소프트웨어 제작 분야의 성취 목표와 교수학습 방법, 평가 방법 등을 제안하였다. 본 연구에서는 초등학교 1학년부터 중학교 3학년까지를 4단계로 구분하고, 각 단계별로 2～3개의 세부 영역과 그에 따른 성취 목표를 제시하였다.",707.0,"소프트웨어 제작 분야의 성취 목표, 교수학습 방법 및 평가 방법에 관한 연구",2014.0
"‘융합 활동’ 영역의 성취 목표, 교수학습 방법 및 평가 방법에 관한 연구 정보 교육 과정, 융합 활동, 로봇 프로그래밍 교육, 정보 윤리, 성취 기준, 교수-학습 방법, 평가 방법 정보화 사회에서 필요한 능력은 정보 능력을 바탕으로 한 각 능력의 조화로운 습득이며, 이러한 핵심 역량에 대한 교육 필요성과 함께 급변하는 정보화 사회에서 새로운 기술의 발전과 사회 환경의 변화로 인하여 교육 과정을 새롭게 구성해야 할 필요가 발생하였다. 따라서 한국정보교육학회에서는 정보 교과의 내용 체계에 대한 개정안에 대하여 연구하였으며, 정보 교육 내용을 ‘컴퓨터 시스템’, ‘소프트웨어 제작’ 및 ‘융합 활동’의 세 영역으로 구분하였다. 이에 따라 본 논문에서는 ‘융합 활동’ 영역에 대하여 1학년부터 중학교 3학년까지의 교육과정을 연구하였다. 먼저 ‘융합 활동’의 교육 내용을 정보 능력과 다른 핵심 역량을 융합한 ICT 활용, 정보통신 윤리, 로봇 등의 활용으로 정의하고 이에 대한 성취 기준을 제시하였다. 그리고 이 성취 기준을 도달하기 위한 교수학습 방법과 평가 방안을 학년군 별로 세분화하여 제시하였다. 본 연구에서 제시한 ‘융합 활동’에 대한 교육과정은 21세기 정보화 사회에 필요한 인재 양성에 기여할 것으로 기대된다.",708.0,"‘융합 활동’ 영역의 성취 목표, 교수학습 방법 및 평가 방법에 관한 연구",2014.0
"정보과학 교과 내용체계에 관한 연구 컴퓨터 교육, 정보 과학, 내용 체계, 컴퓨터 시스템, 소프트웨어 제작, 융합 활동 우리나라 컴퓨터 교육은 2000년부터 컴퓨터 도구 활용위주로 시작되었고, 2005년부터는 문제해결과 프로그래밍 교육을 강조하였지만 잘 실시되지 않았다. 또한 2010년부터는 컴퓨터 교육을 의무적으로 실시하지도 않고 있다. 따라서 우리나라 컴퓨터 교육에 대한 교과 내용 체계는 아직도 명확하게 만들어지지 않고 있다. 미국과 영국은 미래 세대의 핵심 역량을 기르기 위해서 컴퓨터 교육을 실시하고, 컴퓨터 교육이 꼭 필요한 교과로 인식하여 새로운 교육 내용체계를 만들고 있다. 본 연구에서는 우리나라 컴퓨터 교과에서 필요한 기본 교과목으로 정보과학을 제안한다. 정보과학 교과는 초등학교 1학년부터 중학교까지 일관성 있게 학습할 수 있게 구성하였다. 정보 과학 교과의 세부 영역으로 컴퓨터 시스템, 소프트웨어 제작, 융합활동이다. 컴퓨터 시스템은 18개의 세부 영역으로 구성되고, 소프트웨어 제작은 11개의 세부 영역으로 구성되고, 융합 활동은 15개의 세부 영역으로 구성하였다. 본 연구 결과를 학생들의 학교 생활 및 미래의 사회 생활에서 꼭 필요한 핵심 역량을 양성하는 것으로 이용할 수 있다.",709.0,정보과학 교과 내용체계에 관한 연구,2014.0
"터키와 한국의 ICT 능력 비교 연구 - PISA 2009와 PISA 2012를 중심으로 피사, ICT, 한국, 터키 ICT 교육은 지식 정보화 사회에서 필수적으로 갖추어야하는 기본 능력으로 각 나라에서는 새로운 교육 개혁의 가장 중요한 과제로 제시하고 있다. 각 나라별로 수행되고 있는 ICT 교육은 나라별로 많은 차이를 가지고 있다. 현재 우리나라에서 진행되고 있는 ICT 교육에 대한 시사점을 검토하고, 우리와 경제적, 문화적인 수준이 비슷한 터키의 ICT 교육과 비교 분석함으로서 서로간의 ICT 교육정책 개발에 많은 도움을 줄 것이다. 객관적인 비교 분석을 위하여 PISA 2009와 PISA 2012 자료를 활용하여 분석하였다. 분석 결과로 우리나라가 터키보다 우수한 점은 가정에서 컴퓨터의 접근도가 좋았으며, 학교에서 정보기기의 접근, 학교에서의 컴퓨터 사용, 학생들의 도구 다루는 능력들은 터키가 우수하였다. 컴퓨터에 대한 일반적인 태도는 비슷하지만 학교에서 컴퓨터의 사용 형태는 터키가 우수한 결과를 나타내었다. 이러한 시사점을 바탕으로 우리나라는 ICT 교육 정책을 재정립하여 ICT 교육 활성화 정책을 수립하여야 한다.",710.0,터키와 한국의 ICT 능력 비교 연구 - PISA 2009와 PISA 2012를 중심으로,2014.0
"안전한 앱에 대한 초등학교 학생의 수준 분석 앱 보안, 스마트기기, 설문분석 초등학교 3∼6학년 학생들을 대상으로 하여 스마트기기의 안전한 사용을 위한 방안을 모색하려 한다. 스마트기기에서 사용하고 있는 앱의 보안에 관한 이론적 배경을 조사하고, 초등학생의 스마트기기에 대한 일반적 현황과 사용에 대한 수준을 파악하기 위하여 지식, 태도, 실천 수준의 문항을 개발하였다. 개발된 설문을 통한 자료조사에서 일반적 현황과 사용 수준간의 관계를 분석한 결과에서 학교교육에서 실시하고 있는 ‘스마트기기의 안전한 사용’에 대한 교육효과가 매우 미미함을 보이고 있으며, 스마트기기에 대한 지식과 실천은 폭넓게 인지되고 있는 것으로 나타났다. 이 연구를 통해 초등학생들에게 적합한 스마트기기의 안전한 사용을 위한 교육 방안이 제시되고 있으며, 초등학생들의 스마트기기 관련 보안 의식이 함양될 것으로 기대된다.",711.0,안전한 앱에 대한 초등학교 학생의 수준 분석,2014.0
"현장체험학습을 위한 가상학습 기반수업모형의 설계 및 적용 현장학습, 가상현실, 세컨드라이프 우리나라의 교육시스템은 최근에 자율과 창의에 바탕을 둔 자기 주도적 학습력 배양을 위해서 재량활동영역을 확대하고, 교과 학습에서 직접 체험하기 어려고 현장학습을 통해서만 얻을 수 있는 학습내용들을 배울 수 있도록 다양한 현장학습을 권장하고 있다. 실제로 현장학습을 하도록 권장하고 있으나 학교에서는 시간적 여유 부족, 비용, 날씨, 안전 관련과 같은 문제점들로 현장학습이 확대, 실천되어 이루어지고 있지 않다. 이러한 문제점을 극복하기 위하여 본 연구에서는 가상현실 도구를 활용한 현장학습모델을 개발하였다. 개발된 현장학습모델을 사용하여 서울 시내 초등학교 4학년 학생들을 대상으로 수업을 진행하였다. 수업한 결과 대부분의 학생들이 수업에 적극적으로 참여하였으며 재미있어 했고 또한 한 한기동안 학업성적이 향상되는 결과를 보였다.",712.0,현장체험학습을 위한 가상학습 기반수업모형의 설계 및 적용,2014.0
"과학 학습 기능성 게임 개발 과정에서 개발자가 겪는 어려움과 대처 방법 과학 학습 기능성 게임, 기능성 게임 개발 과정, 어려움 해소 방안 본 연구의 목적은 과학 학습 기능성 게임 개발 과정의 사례를 살펴봄으로써 앞으로 과학 학습 기능성 게임 개발 과정에서 개발자가 겪는 어려움을 해소할 수 있는 방안을 구안하는데 있다. 시나리오 개발자인 교사 3명 및 게임 개발자 3명과의 심층 면담을 통해 과학 학습 기능성 게임 개발 과정에서의 어려움에 대한 양측의 관점 차이를 분석하였다. 또한, 시나리오 개발자 3명으로부터 ‘게임 개발 과정’과 ‘개발된 게임에 대한 의견’ 자료를 받아 분석하였다. 과학교육 기능성 게임 개발 과정에서 개발자가 겪는 첫 번째 어려움은 게임의 구현에 관한 인식인데, 시나리오 개발자는 게임의 구현 기술에 대해 다소 과도한 기대를 가지고 있었지만, 게임 개발자의 입장에서는 주어진 자원과 시간으로는 해결할 수 없는 부분이었다. 두 번째 어려움은 게임 구현 방법에 대한 것인데, 시나리오 개발자와 게임 개발자 사이의 활발한 의사소통 및 밀접한 상호작용이 예상했던 것보다 더 크게 요구되었다. 이에 대한 해소 방안은 다음과 같다. 첫째, 시나리오 개발자와 게임 개발자는 ‘기능성 게임’과 ‘학습 이론’에 대해 이해해야 한다. 둘째, 주어진 인적, 물적 자원의 한계를 분명히 인식한다. 셋째, 학습콘텐츠 저작 도구를 사용하여 시나리오 개발자가 게임 개발자의 역할을 병행할 수 있는 방안을 모색 한다. 넷째, 개발 단계에서 시나리오 개발자와 게임 개발자간에 지속적인 상호작용이 이루어져야 한다. 다섯째, 시나리오를 구체적이고 세부적으로 작성 한다. 여섯째, 시나리오 개발자와 게임 개발자의 협업을 지휘할 총괄책임자를 지정해야 한다.",713.0,과학 학습 기능성 게임 개발 과정에서 개발자가 겪는 어려움과 대처 방법,2014.0
"컴퓨터 프로그래밍 언어 교육에서 자기 효능감 척도 개발 및 적용 자기 효능감, 초등학생, 컴퓨터 프로그래밍 교육, 컴퓨터 언어 21세기 지식 정보 사회에서 컴퓨터 교육은 매우 중요하다. 지금까지 컴퓨터 활용 교육에 대한 연구는 많이 되어 있고, 컴퓨터 활용교육에 대한 자기 효능감 척도들은 많이 개발 되어 있다. 그러나 학생들의 창의성과 논리력 개발을 위하여 컴퓨터 활용 교육보다 컴퓨터 프로그래밍 언어 교육이 더 중요하다. 그리고 컴퓨터 프로그래밍 언어 교육을 위한 자기 효능감 척도를 개발이 미흡하다. 따라서 본 연구에서 컴퓨터 프로그래밍 언어 교육을 위한 자기 효능감 척도를 개발하였다. 본 척도는 컴퓨터 프로그래밍을 할 수 있는 초등학생들을 대상으로 연구하였다. 본 연구 결과 초등학생들을 대상으로 컴퓨터 프로그래밍 교육을 하면 자기 효능감이 높게 나타났다. 본 연구의 결과는 초등학생들을 컴퓨터 프로그래밍 교육을 시키면 매우 타당하다는 결과를 얻었다.",714.0,컴퓨터 프로그래밍 언어 교육에서 자기 효능감 척도 개발 및 적용,2014.0
"초소형 PC 의 교육적 활용에 관한 연구 라즈베리파이, 컴퓨터 교육, 스템교육 지식정보화시대를 넘어 다가올 ‘창조사회’에서는 ‘지식 소비자’가 아닌 자신의 생각을 창의적으로 표현할 수 있는 ‘지식 생산자’를 필요로 한다. 최근에 컴퓨팅 환경도 컴퓨터를 단순히 조작하는 것을 넘어 학습자의 생산적 활동을 지원하는 초소형 PC들이 출현하고 있다. 그중 대표적인 라즈베리 파이는 $35의 경제적인 PC이면서 아날로그 세계를 감지하고 반응할 수 있는 하드웨어와 프로그래밍 제어를 통한 인터렉티브한 물리적 시스템 구현을 지원하고 있다. 본 연구는 초등학교에서 라즈베리 파이의 교육적 활용에 관한 기초 연구로서 라즈베리 파이의 특징, 장단점, 활용 사례를 살펴보았다. 또한 현장교사를 대상으로 ‘정보기기의 이해’ 영역의 도구적 적합성 검토 및 라즈베리 파이에 대한 인식조사를 병행하였다. 검토결과 교육내용의 약 74%를 지원하는 학습도구로 분석되었으며 인식조사에서는 거의 모든 항목에서 교사들이 긍정적 반응을 나타내었다.",715.0,초소형 PC 의 교육적 활용에 관한 연구,2014.0
