kor_full,no,title,year
"초등학교 프로그래밍 교육을 위한 스크래치2.0과 센서보드 활용 프로그래밍 교육, 스크래치, 센서보드, 교육과정, 교육모형 프로그래밍 교육은 문제분석 능력, 논리적 사고력, 절차적 문제 해결방식과 상상적 문제 해결방식을 종합적으로 습득하는 데 매우 효과적이다. 그러나 아직까지 우리나라에서는 초⋅중등학교에서 정규시간에 프로그래밍 수업을 하지 않고 있어, 미국 등 IT 강국 중심으로 코딩수업이 활발히 진행되고 있는 것에 비해 대조적이다. 다행히 정부에서도 이러한 현실을 파악하고 2017년부터 초등학교에서 프로그래밍 수업을 정규 교과에서 실시하기로 결정하였다. 이러한 상황에서 많은 연구자들이 초⋅중등학교에서 학습할 수 있는 프로그래밍 교육모형 연구가 절실히 필요하다. 본 연구에서는 초등학교 5, 6학년들이 프로그래밍 수업에 활용할 수 있도록 스크래치언어와 센서보드를 연계한 프로그래밍 교육모형을 17차시 개발하여 제안하였다. 초등 프로그래밍 교육에 적합한지를 검증하기 위해 제안한 교육과정을 기초로 방과 후 시간에 5, 6학년 협동수업을 실시한 결과 만족할 만한 성취도를 얻었다. 향후, 제안한 프로그래밍 교육모형을 추가로 개선하여 초등학생들의 지적 능력에 맞는 최적 모형으로 개발하고자 한다.",769.0,초등학교 프로그래밍 교육을 위한 스크래치2.0과 센서보드 활용,2015.0
"상호정보량에 의한 이미지 융합시스템 및 시뮬레이션에 관한 연구 융합 이미지, 최대 엔트로피, 상호정보량, 이미지정보교육, 블러링 이미지 융합 이미지 생성의 목적은 여러 입력 이미지에 나타난 주요 시각적인 정보를 결합시켜 하나의 보다 정보적이고 완성적인 출력 이미지를 얻는 데 있다. 현재 이러한 이미지 융합 기술은 영상 의료, 원격 감지, 로봇공학 등의 분야에서 활발하게 연구되고 있다. 본 논문에서는 최대 엔트로피에 의한 임계값 추정과 이를 바탕으로 하는 특징 벡터 추출 및 상호 정보량에 의한 특징 벡터들의 밀접한 관계를 추정하는 방식으로 융합 이미지를 생성하는 하나의 접근방식을 제안한다. 이러한 융합 이미지 생성 방식은 이미지의 전반적인 불확실성을 감소시킨다는 점에서 장점이 있고, 더 나아가서 융합되는 이미지들 가운데 블러링 이미지가 사용되는 경우에 이미지 정합이 다른 기법에 비해 보다 좋은 성능을 가진다는 점이다.",770.0,상호정보량에 의한 이미지 융합시스템 및 시뮬레이션에 관한 연구,2015.0
"핀란드의 코딩기반 소프트웨어 교육에 대한 고찰 핀란드, 소프트웨어 교육, 코딩 교육, 교육과정, 코딩2016 핀란드는 우수한 교육정책과 선진화된 교육 시스템으로 세계에서 가장 선진화된 교육을 실시하는 나라로 일컬어진다. 핀란드와 우리나라의 역사적 배경 및 지리적 환경 등은 여러 가지 면에서 흡사하며, 자원이 부족하여 국가의 성장 동력을 우리나라와 마찬가지로 인재양성에 두었다. 그러나 최근 2012년 실시한 PISA의 결과에서 급격한 하락세를 보이고 있으며, 컴퓨터관련 교육은 미흡하다는 지적과 함께 인접한 국가들의 소프트웨어 교육에 대한 국가수준 추진 전략 등으로 소프트웨어 교육에 대한 논의가 높아졌다. 따라서 2016년은 소프트웨어교육을 통한 국가 성장의 기회로 삼을 수 있는 중요한 해가 되었고, 필수교육과정으로써 초등학교에서부터 본격적으로 실시하도록 준비하였다. 본 연구에서는 핀란드의 소프트웨어 교육의 배경과 교육과정에 대해 살펴보고 우리나라의 소프트웨어 교육과정 수립에 시사하는 바를 도출하여 제시하고자 한다.",771.0,핀란드의 코딩기반 소프트웨어 교육에 대한 고찰,2015.0
"전통적 수업과 플립러닝 수업의 언어 상호작용 비교 분석 플립러닝, 거꾸로 교실, 전통적 수업, 수업 분석, 수업 개선, 언어상호작용, 미래 교실, 수업 구조 본 연구는 전통적 수업과 플립러닝 수업의 언어 상호작용 분석을 통해 두 수업의 특징과 차이를 규명하고자 하였다. 이를 위해 초등학교 5학년 사회과의 전통적 수업과 플립러닝 수업을 동영상으로 녹화하고 전사하였으며, 이를 플랜더스 언어상호작용 분석법으로 분석하였다. 연구 결과, 첫째, 전통적 수업은 교사의 발언이 주로 이루어지는 수업이고, 플립러닝 수업은 학생의 학습활동과 교사의 발언이 적절하게 이루어지는 수업이다. 둘째, 전통적 수업은 교사 중심의 지배적, 전제적, 제한적인 의사소통이 이루어지는 지시적 경향의 수업이고 플립러닝 수업은 전통적 수업에 비해 학생 중심의 통합적, 민주적, 포괄적, 허용적인 의사소통이 이루어지는 비지시적 경향의 수업이다. 셋째, 전통적 수업은 교사 강의 중심의 지식 내용 전달을 강조하는 수업이고 플립러닝 수업은 지식 내용 전달은 줄이고 학생의 활동과 발언을 강조하는 수업이다. 넷째, 전통적 수업의 언어 상호작용 형태는 교사의 강의와 질문에 학생이 단순 반응을 하는 단방향적인 의사소통이 주로 이루어지고 플립러닝 수업에서는 교사가 학생을 칭찬하거나 격려하고 학생의 생각을 수용하거나 사용하는 상호작용이 주로 이루어지는 수업이다.",772.0,전통적 수업과 플립러닝 수업의 언어 상호작용 비교 분석,2015.0
"청소년 체력증진을 위한 어플리케이션 개발 어플리케이션, 체력증진 프로그램, 학생건강체력평가(PAPS), 홈트레이닝, 스쿨트레이닝 청소년의 건강이 갈수록 악화되어 가고 있는 가운데 학교현장에서는 다양한 건강체력 향상 프로그램이 진행되고 있다. 그러나 교사의 지도 없이 자기 주도적 체력 관리를 하기에는 다양한 제약이 따른다. 이를 위해 체력관리 어플리케이션 활용이 도움이 될 수 있지만 기존의 운동 어플리케이션은 대부분 성인을 대상으로 개발되어 성장기 청소년이 사용하기에는 한계가 있다. 그러므로 본 논문에서는 청소년의 자기 주도적 체력관리가 가능한 체력증진 어플리케이션을 개발하였다. 본 어플리케이션의 특징은 홈트레이닝과 스쿨트레이닝으로 분류하여 다양한 운동 프로그램을 제공하며, 지속적 활용을 위해 흥미요소를 가미하여 제작하였다. 적용 결과 실험집단 학생들의 건강체력이 대다수 향상되었으며, 어플리케이션 만족도⋅운동시간⋅지속적 사용에 대한 반응이 긍정적으로 나타났다.",773.0,청소년 체력증진을 위한 어플리케이션 개발,2015.0
"STEAM 기반 스토리텔링 로봇활용교육이 초등학교 여학생들의 학습태도에 미치는 영향 로봇교육, 스토리텔링, STEAM, 스마트 교육, 협력학습 초등학교 로봇활용교육에서 여학생들의 경우 기계에 대한 부정적 태도와 인식 등으로 인하여 학습동기와 흥미를 유지하는 데 어려움이 따른다. 본 연구에서는 초등학교 여학생들을 위한 STEAM 기반 스토리텔링 로봇활용교육을 통하여 학습태도를 향상시키는 방안을 모색하였다. 교육과정은 여학생들에게 친근한 명작동화를 9개의 학습주제로 구성하였고 스마트폰을 활용하여 로봇설계, 제작, 학습토론, 공유할 수 있는 스마트 로봇교육지원시스템을 개발하였다. 학습태도에 대한 t-검증 결과, 실험집단이 통제집단보다 평균이 더 높았으며 설계된 시스템은 여학생들의 협력적 학습활동과 학습동기 지속에 효과적인 것으로 나타났다.",774.0,STEAM 기반 스토리텔링 로봇활용교육이 초등학교 여학생들의 학습태도에 미치는 영향,2015.0
"페르소나 모델을 통한 UX 디자인 STEAM 활용 진로교육 프로그램 개발 및 효과분석 사용자경험, 사용자경험 디자인, 사용자경험 디자이너, STEAM, 진로탐색, 페르소나 본 논문에서는 최근 정보통신 분야에서 중요성이 강조되고 있는 사용자경험 디자인과 관련된 학습 경험을 제공하고, 정보통신 관련 미래 유망직업에 대한 진로를 체험할 수 있는 교재 개발과 수업방안 제시를 목적으로 한다. 3차시 분량의 교재는 초등학교 3∼4학년을 대상으로 하며, 학생의 지적 발달 수준과 IT 관련 선행지식, 학습자의 흥미 등을 고려하여 페르소나 모델 분석을 통한 UX 디자인 STEAM 교육을 적용하여 개발하였다. 이를 통해 최신 정보통신 관련 이론의 습득은 물론 체험을 바탕으로 한 프로젝트 수행을 통해, IT 관련 직업 탐색, 소양 발달 등에 많은 효과 있을 것으로 기대된다.",775.0,페르소나 모델을 통한 UX 디자인 STEAM 활용 진로교육 프로그램 개발 및 효과분석,2015.0
"장애인을 위한 스마트 애플리케이션 접근성 향상 가이드라인 개발 연구 정보격차, 장애인, 스마트 애플리케이션 접근성, 모바일 접근성, 정보통신기술 현대 정보 사회에서 정보격차라는 장벽이 존재한다. 이러한 장벽 때문에 장애인들은 세상과 소통하는 데 어려움이 있다. 최근 스마트 기술의 발달에 따라 스마트 기기는 장애인들에게 필수품이 되어가고 있다. 현재 장애인들의 스마트 애플리케이션 접근성 향상은 큰 관심을 받고 있다. 본 논문의 목적은 장애인의 스마트접근성 향상을 위한 가이드라인을 개발하는 것이다. 이 가이드라인은 기존의 모마일 접근성 가이드라인에 기초를 두고 개발하였다. 가이드라인은 다음과 같다. 즉, 스마트기기에서 청색 최소화, 입력창에 자동 포커스 제공, 행위 추적, 폰트 칼라 변경 가능, 모션에 의한 응급상황 공지, 제스처 인식, 컨트롤 위치, 스크롤링 금지, 시각경고메시지의 음성화 서비스, 아이콘에 대한 텍스트레벨 부착 등을 포함한다.",776.0,장애인을 위한 스마트 애플리케이션 접근성 향상 가이드라인 개발 연구,2015.0
"Storytelling기반 SW교육이 Computational Thinking에 미치는 영향 스토리텔링, 소프트웨어교육, 이솝우화, Computational Thinking, 스크래치 개인의 아이디어 구현이나 문제해결에 SW를 중심적으로 활용하는 SW중심사회로의 진입으로 SW교육이 강조되고 있다. 일반적으로 스토리텔링은 학습자의 흥미를 끌며 맥락적 환경을 제공하는 것으로 알려져 있다. 본 연구는 이솝우화를 활용한 SW교육프로그램이 Computational Thinking에 미치는 효과를 알아보기 위해 실험연구를 실시하였다. 총 6주 동안 토요 SW교육 캠프에 참여한 학생 중 실험집단은 이솝우화를 통해 스크래치 프로그래밍의 기초개념을 배운 후 이야기, 게임, 예술, 시뮬레이션 등의 다양한 SW표현활동을 경험하였다. 프로그램 적용 후 실험 및 비교집단을 대상으로 SW개념, SW구현 그리고 SW교육에 대한 태도를 비교 검증하였다. 연구결과 실험집단에 참여한 학생들의 SW개념과 SW구현 결과가 더 높게 나타났다. 그리고 SW교육에 대한 태도에서도 더 긍정적인 결과를 확인하였다.",777.0,Storytelling기반 SW교육이 Computational Thinking에 미치는 영향,2015.0
"장기간의 로봇활용교육이 초등학생의 창의성에 미치는 효과 로봇활용교육, 로봇교육, R-러닝, 로봇매체, 창의성 본 연구는 장기간에 걸친 로봇활용교육이 학생들의 창의성에 어떠한 효과를 미치는지를 밝히는 데 목적이 있다. 이를 위해 2011년부터 2012년까지 로봇활용교육 연구학교로 지정된 초등학교의 237명 학생을 대상으로 2차에 걸친 창의성 검사를 실시하였다. 검사 결과를 바탕으로 얻은 결론은 다음과 같다. 첫째, 장기간 동안 로봇활용교육에 참여한 학생들의 창의성은 유의미하게 향상되었고, 특히 1차 검사 점수와 유의미한 향상이 나타났다. 둘째, 창의성 하위요인 중 유창성과 독창성이 유의미하게 향상되었고, 1차 검사 이전에 유의미한 향상이 나타났다. 셋째, 남학생과 여학생 모두 창의성이 유의미하게 향상되었고, 검사 시기와 성별 간의 상호작용은 유의미하지 않는 것으로 나타났다. 마지막으로 초등학교 저⋅중⋅고학년 모두 창의성이 유의미하게 향상되었고, 검사 시기와 학년군 간의 상호작용은 유의미하지 않는 것으로 나타났다. 한편, 학년군에 따른 창의성 향상에 대한 차이를 살펴본 결과, 고학년과 중⋅저학년 간에는 유의미한 차이가 나타났다.",778.0,장기간의 로봇활용교육이 초등학생의 창의성에 미치는 효과,2015.0
