eng_full,no,title,year
"RAMPANT PROBLEMS AND PROMISING PRACTICES IN THE IDENTIFICATION OF DISADVANTAGED GIFTED STUDENTS   Identifying disadvantaged gifted children is a critical issue for the field of education for the gifted. The purposes of this article are to define problems in the identification of disadvantaged gifted students and to describe promising practices that identify students with gifted potential among various groups of disadvantaged students. These are issues of theoretical importance, and they have implications for practice in terms of equity in services offered and advocacy for programs for the gifted.",1017.0,RAMPANT PROBLEMS AND PROMISING PRACTICES IN THE IDENTIFICATION OF DISADVANTAGED GIFTED STUDENTS,1987.0
"THE RURAL GIFTED-CHILD   The effects of such characteristics as rural living, sparse population, poverty, non-urban acculturation experiences, and traditional rural values are related to the difficulties in providing for the educational needs of rural gifted students. Some promising solutions to these problems are suggested. Included are non-traditional identification procedures, computer and video linkages between school systems, cooperative personnel development, and sharing of special service staffs for the gifted.",1018.0,THE RURAL GIFTED-CHILD,1987.0
"THE GIFTED LEARNING-DISABLED STUDENT   As the identification of learning disabled and gifted students becomes more sophisticated, there appears to be a growing number of students who fit both categories. This article discusses the identification of learning disabled and gifted students as well as the characteristics of a group which has gotten little attention, the gifted/LD. The ways in which gifted/learning disabled students are presently missed by educational systems as well as procedures to help insure identification of this group are also covered.",1019.0,THE GIFTED LEARNING-DISABLED STUDENT,1987.0
"THE EARLY DEVELOPMENT OF PRECOCITY   The time is ripe for extending our interest in gifted children downward to infancy and preschool. Existing research is reviewed, and a plea made for extending work in the following areas: (1) identification and description, (2) prediction from early behavior to (similar or dissimilar) later attainments, (3) studies of the origins of commitment and high achievement motivation, (4) naturalistic and experimental studies of the nurturance of exceptional abilities. Gifted babies and toddlers are compelling both in their own right and for what they can tell us about the emergence of individual differences.",1020.0,THE EARLY DEVELOPMENT OF PRECOCITY,1987.0
A DEVELOPMENTAL VIEW OF GIFTEDNESS   Our most precious resources for the future of our society are human resources. We made an important commitment of scientific talent and financial support about 25 years ago to enhancing the developmental potential of the retarded among us. The progress in this area has been gratifying. A concomitant commitment has not been made to understanding the developmental potential of the gifted among us. The time is past due for that commitment. It is important to draw out the developmental issues related to the gifted and the talented in such a way as to frame productive scientific questions. The model presented in this essay has been used to frame such a set of questions.,1021.0,A DEVELOPMENTAL VIEW OF GIFTEDNESS,1987.0
A 3-YEAR STUDY OF THE EFFECTS OF LOW INCOME ON SAT SCORES AMONG THE ACADEMICALLY ABLE   This study reports on the incidence of economically disadvantaged gifted learners in the midwest and the differential effects of low income on their SAT scores when compared to higher income students. It presents data supporting the conclusion that low income impedes the gifted student from being able to take advantage of special programs outside of his or her school district and negatively affects test scores even in the upper ranges of ability. Ideas for combating the differential scoring pattern of low income students are discussed along with implications for school district and state policy development.,1022.0,A 3-YEAR STUDY OF THE EFFECTS OF LOW INCOME ON SAT SCORES AMONG THE ACADEMICALLY ABLE,1987.0
"BRINGING OUT HEAD-START TALENTS - FINDINGS FROM THE FIELD   The purpose of this project was to address the need for identifying and providing programming for potentially gifted Head Start children. Four hundred forty-six Head Start children, 32 teachers, and 32 teacher aides participated in the field-testing and were divided into intervention and comparison groups. The comparison group was made up of 212 children, 20 teachers, and 20 teacher aides, and the intervention group included 234 children, 12 teachers, and 12 teacher aides. All children in both groups received programming to enhance divergent, convergent, and evaluative thinking skills. Children with special gifts and talents in both groups were identified and those in the intervention group received programming in their talent area. Results indicated that both indentified and non-identified potentially gifted children in the intervention group made significant gains over the comparison group in cognitive and creative functioning. In addition, attitudes of teachers in the intervention group toward their classes became significantly more positive than attitudes of teachers in the comparison group.",1023.0,BRINGING OUT HEAD-START TALENTS - FINDINGS FROM THE FIELD,1987.0
"IM BLACK BUT LOOK AT ME, I AM ALSO GIFTED   The lack of representation of black gifted children in educational programs for the gifted is a cause for great concem. Historical precedents and lack of empirical data on appropriate identification processes and educational planning techniques have been noted as part of the reason for the lack. A discussion of research data to date indicates that observation techniques, community involvement, and peer, parent, and teacher nominations are viable techniques to use in identifying the black gifted child. The data also show that leadership skills, creativity, and mental processing abilities, are good indicators of giftedness among the black students. Identification, curriculum, the instructional environment (teacher, setting, strategies), and evaluation are discussed as important aspects of a total plan for the black gifted child. Alternatives for program planning are recommended.",1024.0,"IM BLACK BUT LOOK AT ME, I AM ALSO GIFTED",1987.0
"Book review: THE GIFTED AND TALENTED - DEVELOPMENTAL PERSPECTIVES - HOROWITZ,FD, OBRIEN,M    ",1025.0,"Book review: THE GIFTED AND TALENTED - DEVELOPMENTAL PERSPECTIVES - HOROWITZ,FD, OBRIEN,M",1987.0
"Book review: ENCYCLOPEDIA OF SPECIAL-EDUCATION - A REFERENCE FOR THE EDUCATION OF THE HANDICAPPED AND OTHER EXCEPTIONAL-CHILDREN AND ADULTS - REYNOLDS,CR, MANN,L    ",1026.0,"Book review: ENCYCLOPEDIA OF SPECIAL-EDUCATION - A REFERENCE FOR THE EDUCATION OF THE HANDICAPPED AND OTHER EXCEPTIONAL-CHILDREN AND ADULTS - REYNOLDS,CR, MANN,L",1987.0
