eng_full,no,title,year
IN CELEBRATION OF REVIEWERS    ,788.0,IN CELEBRATION OF REVIEWERS,1993.0
"SOCIAL, EMOTIONAL, AND BEHAVIORAL-ADJUSTMENT OF ACCELERATED STUDENTS, STUDENTS IN GIFTED CLASSES, AND REGULAR STUDENTS IN 8TH GRADE   This study investigated differences in the social, emotional, and behavioral adjustment of gifted and regular eighth-grade students. Three groups were identified: (a) gifted students who entered school early or skipped at least one grade K-7, (b) students enrolled in eighth-grade gifted classes, and (c) regular eighth-grade students. Data were self-reported in the National Education Longitudinal Study (NELS) from the National Center for Educational Statistics (NCES) (Ingels et al., 1989). Results indicated that accelerated students and students in gifted classes had better perceptions of their social relationships and emotional development and tended to have fewer serious school behavior problems than regular students. Contrary to commonly held beliefs, most students who entered school early or skipped elementary grades did not report unusual social isolation or experience profound emotional difficulties. They had serious behavioral problems less frequently than regular students.",789.0,"SOCIAL, EMOTIONAL, AND BEHAVIORAL-ADJUSTMENT OF ACCELERATED STUDENTS, STUDENTS IN GIFTED CLASSES, AND REGULAR STUDENTS IN 8TH GRADE",1993.0
"A COMPARISON OF GIFTED UNDERACHIEVERS AND GIFTED HIGH ACHIEVERS   The purpose of this study was to compare a national sample of gifted underachievers and gifted high achievers on a number of characteristics. Giftedness was measured as a composite score at or above the 95th percentile on the American College Testing Program (ACT). Underachievement was defined as reporting a high school grade-point average of less-than-or-equal-to 2.25 (on a 4.00 scale), and high achievement was defined as reporting a grade-point average of greater-than-or-equal-to 3.75 (on a 4.00 scale). Participants for this study were 30,604 high school juniors and seniors: gifted underachievers n=257: gifted high achievers n=30,347. The underachievers generally had lower scores on the ACT and less extensive out-of-class accomplishments. Over 90% of the underachievers were Caucasian males. Comparisons are provided on a number of nonacademic variables between underachievers and high achievers.",790.0,A COMPARISON OF GIFTED UNDERACHIEVERS AND GIFTED HIGH ACHIEVERS,1993.0
"EDUCATION PATTERNS OF ACADEMICALLY TALENTED YOUTH   Students who participated in The Johns Hopkins University Center for Talented Youth Academic Programs are compared to eligible students who did not enroll in CTY courses. The two groups of students. over a 5-year period (1980-1984), were matched on gender and Scholastic Aptitude Test (SAT) scores. The results of a questionnaire completed when the last group had finished high school suggest an education pattern of high academic achievement by both groups, with many students pursuing a rigorous high school program including College Board Advanced Placement courses and college courses outside of school. However, students who participated in CTY academic programs reported taking more advanced courses at an earlier age and enrolling in more college courses while in high school than students who did not attend CTY courses. The education pattern and accompanying achievements. exemplified by both groups. provide a validation for the selection instrument. the SAT.",791.0,EDUCATION PATTERNS OF ACADEMICALLY TALENTED YOUTH,1993.0
"SUMMER RESIDENTIAL PROGRAMS - ACADEMICS AND BEYOND   Every summer, bright students participate in highly challenging residential programs on university campuses. Since many students return year after year, they must be finding something of great value. Although we have confirmation of their academic achievement, little has been done to ascertain the students' own perceptions of the total program experience. This study employed the qualitative research tool of interview and the principles of phenomenology to discern how a group of students saw and interpreted the value of the summer programs. Twelve students who attended Purdue University's residential programs for at least 3 years were interviewed to discover what stood out in their minds as important events during the programs: how they interpreted the effect of the programs on their academic. social, and emotional lives: and what brought them back year after year. A telephone interview was also conducted with a parent of each student to collect their perceptions of the value of the programs for their children. The interviews revealed the importance of summer program experiences for these students. The satisfaction of challenging course work taught by caring. expert teachers and the opportunity to live on a university campus were significant to them: making friends and gaining confidence in their own abilities were equally vital.",792.0,SUMMER RESIDENTIAL PROGRAMS - ACADEMICS AND BEYOND,1993.0
"THE EFFECTS OF THE ELIMINATION OF GIFTED AND TALENTED PROGRAMS ON PARTICIPATING STUDENTS AND THEIR PARENTS   Interviews were conducted with 19 parents of students identified and served by a gifted program eliminated in 1990 to determine the effects of the elimination of the program on participants. To triangulate the findings of the interviews, mail surveys were sent to 49 additional parents of students who were also served and identified by the program. Results indicated that parents perceived that their children were experiencing a decline in energy. curiosity, and intrinsic motivation to achieve at high levels and were beginning to disengage from the traditional curriculum. Interviewed parents also reported that the process of program elimination resulted in so much divisiveness that more than half of them had considered alternative educational avenues for their children's remaining years in school.",793.0,THE EFFECTS OF THE ELIMINATION OF GIFTED AND TALENTED PROGRAMS ON PARTICIPATING STUDENTS AND THEIR PARENTS,1993.0
"CHILD PRODIGIES - A DISTINCTIVE FORM OF GIFTEDNESS   The basic premise of this article is that the child prodigy is a distinct form of giftedness which must be understood on its own terms. In contrast with the child of great general ability, the prodigy tends to have a more focused, specialized. and domain-specific form of giftedness. Studies of prodigies have contributed to changing theories about the nature of giftedness (e.g., from single to multiple) and will likely continue to do so. Along with the related phenomenon of savant syndrome. the prodigy points to a set of complex relationships between psychometric intelligence in the traditional sense and expression of talent within specific domains like music or mathematics. Based in part on findings from studies of prodigies. it is likely that there are important roles for both general and specific abilities in most forms of giftedness and that they represent two distinct evolutionary trends to maximize the likelihood of human survival.",794.0,CHILD PRODIGIES - A DISTINCTIVE FORM OF GIFTEDNESS,1993.0
"Book Review: CHILD PRODIGIES AND EXCEPTIONAL EARLY ACHIEVERS - RADFORD,J    ",795.0,"Book Review: CHILD PRODIGIES AND EXCEPTIONAL EARLY ACHIEVERS - RADFORD,J",1993.0
THINKING TOPICALLY    ,796.0,THINKING TOPICALLY,1993.0
"METACOGNITION AND GIFTEDNESS - THE STATE OF THE RELATIONSHIP   This paper offers a critical examination of the relationship between metacognition and giftedness. First, the role of metacognition in giftedness is explored in the context of current conceptions of giftedness proposed by different theorists. Second, in an attempt to search for empirical evidence linking metacognition to giftedness, various studies of giftedness are reviewed. It is concluded that theoretical and research support is offered for the important role of metacognition in understanding and explaining giftedness. Finally, rather than arguing that the relationship between metacognition and giftedness is clear-cut and conclusive, unresolved issues are discussed and suggestions for future investigations are made.",797.0,METACOGNITION AND GIFTEDNESS - THE STATE OF THE RELATIONSHIP,1993.0
