eng_full,no,title,year
SPECIAL ISSUE ON CURRICULUM - GUEST EDITORIAL    ,1064.0,SPECIAL ISSUE ON CURRICULUM - GUEST EDITORIAL,1986.0
"DEVELOPING SCOPE AND SEQUENCE IN CURRICULUM   The purposes of this article are to (a) describe the elements needed in a curriculum scope and sequence for a program for gifted students, (b) suggest a general process for developing a scope and sequence, and (c) present some examples of different curriculum frameworks. In addition, the author describes assumptions underlying the ideas presented, a rationale for developing a curriculum framework, differences be- tween these frameworks and those developed in other deucational settings, and recommendations for de- veloping a curriculum scope and sequence that fits the needs of a barticular setting.",1065.0,DEVELOPING SCOPE AND SEQUENCE IN CURRICULUM,1986.0
"THE INTERDISCIPLINARY CONCEPT MODEL - THEORY AND PRACTICE   A rationale for interdisc plinarity as a content modification for gifted learners is presented along with assumptions underlying the implementation of an inter disciplinary model. The importance of orientation to the disciplinary fields as a precursor to interdisciplinary studies is stressed. Finally, the Interdisciplinary Concept Model, a four-step plan for developing interdisci- plinary units is discussed.",1066.0,THE INTERDISCIPLINARY CONCEPT MODEL - THEORY AND PRACTICE,1986.0
EFFECTIVE CURRICULUM AND INSTRUCTIONAL-MODELS FOR TALENTED STUDENTS   This article presents an historical perspective on the evolution of three curiculum and instructionial models that have been shown to be effective with gifted learners in various contexts and at various grade levels It argies for consideration of all three models in a comprehensive program for gifted learners.,1067.0,EFFECTIVE CURRICULUM AND INSTRUCTIONAL-MODELS FOR TALENTED STUDENTS,1986.0
"BRIDGING CURRICULUM WITH CREATIVE DEVELOPMENT - CREATIVE CHARACTERISTICS MODELS   The creative Cgaracteristics Moels (A,B, & C) are proposed as guidelines in a curriculum for a systematic development of children youth, and adults who learn to function creativelyand may be better prepared todeal with alternative futures. These models, based upon research and literature about creative persons and their behaviors, characterize creative tendencies from early developmental stages through later life fourd in persons who make significant original breakthroughs Applications of the models may be developed by teachers as a means so integrating creativity into any curricular area.",1068.0,BRIDGING CURRICULUM WITH CREATIVE DEVELOPMENT - CREATIVE CHARACTERISTICS MODELS,1986.0
IMPLEMENTING SELF-DIRECTED LEARNING-MODELS FOR THE GIFTED AND TALENTED    ,1069.0,IMPLEMENTING SELF-DIRECTED LEARNING-MODELS FOR THE GIFTED AND TALENTED,1986.0
ELEMENTARY LANGUAGE ARTS FOR THE GIFTED - ASSIMILATION AND ACCOMMODATION IN THE CURRICULUM    ,1070.0,ELEMENTARY LANGUAGE ARTS FOR THE GIFTED - ASSIMILATION AND ACCOMMODATION IN THE CURRICULUM,1986.0
SOCIAL-STUDIES FOR THE FUTURE - THE USE OF VIDEO FOR DEVELOPING LEADERSHIP    ,1071.0,SOCIAL-STUDIES FOR THE FUTURE - THE USE OF VIDEO FOR DEVELOPING LEADERSHIP,1986.0
"CURRICULUM FOR THE GIFTED AND TALENTED AT THE SECONDARY LEVEL   Curriculum for the gifted and talented at the secondary level involves more than deciding whether to accelerate or enrich, to group or not, to offer an honors program or an advanced seminar, or to offer advanced placement courses. Rather, it consists of the total learning environment and encompasses the general education, specialized education, co-curricular, and education in non-school settings, together with the climate which is created in the school and classroom for pursuit of excellence. Curriculum planning begins with a clear concept of program goals and objectives. It consists of a number of decisions about content, scope, sequence, integration, articulation and balance, as well as about resource use, time, space, and organization.",1072.0,CURRICULUM FOR THE GIFTED AND TALENTED AT THE SECONDARY LEVEL,1986.0
GIFTED PROGRAM INSERVICE AND STAFF-DEVELOPMENT - PRAGMATICS AND POSSIBILITIES    ,1073.0,GIFTED PROGRAM INSERVICE AND STAFF-DEVELOPMENT - PRAGMATICS AND POSSIBILITIES,1986.0
"DIFFERENTIATING INSERVICE THROUGH TEACHER CONCERNS ABOUT EDUCATION FOR THE GIFTED   Gifted students require differentiated curriculum, and teachers of gifted students require differentiated inservice which addresses their needs with those students. The Concerns-Based Adoption Model (CBAM) developed at the Texas Research and Development Center for Teacher Education provides a framework for developing differentiated inservice. This article describes the use of one CBAM dimension, Stages of Concern About The Innovation, to match inservice opportunities to the needs of teachers.",1074.0,DIFFERENTIATING INSERVICE THROUGH TEACHER CONCERNS ABOUT EDUCATION FOR THE GIFTED,1986.0
"A SURVEY OF PARTICIPANT EXPECTATIONS FOR INSERVICE IN EDUCATION OF THE GIFTED   This survey examines teacher response to techniques utilized in general education and gifted education inservice and staff development. Comments concerning teachers' needs, and most and least beneficial techniques for meeting those needs, were categorizod and the data were analyzed. Survey results indicate that teachers have a variety of expectations for inservice experience and their needs are varied due to differing experience and exposure in the field of gifted education. Results also indicate that inservices spanning a wide range of grade levels are not as helpful as those separated by grade levet or subject area. Therefore, it is recommended that a needs assessment be administered prior to planned inservice in order to assist school personnel and consultants in designing the inservice experience.",1075.0,A SURVEY OF PARTICIPANT EXPECTATIONS FOR INSERVICE IN EDUCATION OF THE GIFTED,1986.0
"PROJECT TARGET - A NEEDS ASSESSMENT APPROACH TO GIFTED EDUCATION INSERVICE   The purpose of Project TARGET (Teacher Assessment Related to Gifted Education Training ) was to deveiop a gifted program inservice training module that is based on a needs assessment approach. The project was funded by the North Carolina Department of Public Instruction and the North Carolina Board of Science and Technology. Specific goals of the project were to develop a needs assessment instrument, administer that instrument, analyze resulting data, develop training modules that responded to assessed needs, and evaluate the results. Evaluation data indicated favorable teacher response to the needs assessment approach and subsequent use of training module activities in teachers' classrooms.",1076.0,PROJECT TARGET - A NEEDS ASSESSMENT APPROACH TO GIFTED EDUCATION INSERVICE,1986.0
TALENTS UNLIMITED - AN INSERVICE EDUCATION MODEL FOR TEACHING THINKING SKILLS   The Talents Unlimited project is an effective inservice education model for training both regular classroom teachers and specialists in gifted education in the development of students' creative and critical thinking skills. Four categories of training activities which comprise this model closely approximate the components which inservice research suggests are critical in helping teachers master new instructionalapproaches: Presentation of theory or description of strategy; modeling of skills; practice in simulated and classroom settings; feedback about performance; and coaching for application of skills to the classroom. The effectiveness of the Talenfs Unlimited model in enhancing teacher skills in the identification and instruction of students with varying backgrounds and diverse abilities is discussed.,1077.0,TALENTS UNLIMITED - AN INSERVICE EDUCATION MODEL FOR TEACHING THINKING SKILLS,1986.0
"LESSONS FROM THE HISTORY OF TEACHER INSERVICE IN ILLINOIS - EFFECTIVE STAFF-DEVELOPMENT IN THE EDUCATION OF GIFTED STUDENTS   The presence of a long term staff development mechanism such as the Area Service Centers in Illinois provides several key lessons regarding the effective utilization of inservice opportunities within a statewide network. The patterns of effectiveness cited in this article have evolved out of a relatively long and rich history of service provision in gifted education. Instructive lessons for gifted education inservice which are featured in this report include attention to real needs, well-planned developmental models, training efforts targeted toward specific outcomes for specific groups, opportunity for followup observation and monitoring, and techniques by which educators can continue personal staff development and renewal.",1078.0,LESSONS FROM THE HISTORY OF TEACHER INSERVICE IN ILLINOIS - EFFECTIVE STAFF-DEVELOPMENT IN THE EDUCATION OF GIFTED STUDENTS,1986.0
"STAGES OF ENTRY FOR TARGET GROUPS PARTICIPATING IN GIFTED PROGRAM INSERVICE AND STAFF-DEVELOPMENT   Some participants in gifted program ISD require only minimal awareness level participation, while others will need to begin at an awareness stage and progress to higher levels of understanding. When pertinent stages of entry level are specified for particular target groups, appropriate inservice and staff development involvement is more likely to occur. Seven stages of staff development are described, with entry and continuation levels designated for target groups involved in gifted programs.",1079.0,STAGES OF ENTRY FOR TARGET GROUPS PARTICIPATING IN GIFTED PROGRAM INSERVICE AND STAFF-DEVELOPMENT,1986.0
"CHARACTERISTICS AND NEEDS OF ADULT LEARNERS IN GIFTED PROGRAM INSERVICE AND STAFF-DEVELOPMENT   The adult learner in inservice and staff development (ISD) for gifted programs requires a learning environment based upon several assumptions of adult education. Adult learners tend to be self-directed with an accumulated wealth of experiences. They have a need for immediate application of learning, and they vaiue problem-centered activities. Participants in gifted program ISD are served best in a collaborative atmosphere where they are involved in self-assessment of needs, mutual goal-planning, use of materials and facilities appropriate for adults, and self-evaluation of learning with supportive feedback and followup.",1080.0,CHARACTERISTICS AND NEEDS OF ADULT LEARNERS IN GIFTED PROGRAM INSERVICE AND STAFF-DEVELOPMENT,1986.0
"HOW TO BE A PROPHET IN YOUR OWN LAND - PROVIDING GIFTED PROGRAM INSERVICE FOR THE LOCAL DISTRICT   Facilitators and coordinators of gifted education often are faced with the task of designing and delivering staff development sessions to peers in their home district. To deliver effective inservice, the facilitator must approach the task in a sequenced, organized manner. A set of guidelines and a sequence addressing the key features of a professional development session are provided by two gifted program facilitators who have had extensive experience with inservice and staff development.",1081.0,HOW TO BE A PROPHET IN YOUR OWN LAND - PROVIDING GIFTED PROGRAM INSERVICE FOR THE LOCAL DISTRICT,1986.0
"ALTERNATIVES FOR THE DESIGN OF GIFTED PROGRAM INSERVICE AND STAFF-DEVELOPMENT   While the importance of staff development and inservice has not been questioned, the benefits derived from such experiences often are challenged. Traditionally, participants who have attended an inservice or staff development are criticized when changes in professional performance or attitudes are not noted. However, factors such as inappropriate expectations, insufficient instructional time, and lack of a support system might be cited as causes that erode the positive effects from staff development and inservice opportunities. Alternative training experiences are described as ways to make staff development and inservice experiences more meaningful to professionals and have greater impact on the students they serve.",1082.0,ALTERNATIVES FOR THE DESIGN OF GIFTED PROGRAM INSERVICE AND STAFF-DEVELOPMENT,1986.0
THE ROLE OF EVALUATION IN INSERVICE AND STAFF-DEVELOPMENT FOR EDUCATORS OF THE GIFTED   The use of evaluation in inseivice training and staff development programs is too often limited in scope. This article expands the role of evaluation in gifted program inservice and staff development by providing evaluation techniques that have been used to determine the impact of inservice programs on teachers of the gifted.,1083.0,THE ROLE OF EVALUATION IN INSERVICE AND STAFF-DEVELOPMENT FOR EDUCATORS OF THE GIFTED,1986.0
"Book review: SCHOOL RENEWAL THROUGH STAFF-DEVELOPMENT - SCHIFFER,J    ",1084.0,"Book review: SCHOOL RENEWAL THROUGH STAFF-DEVELOPMENT - SCHIFFER,J",1986.0
"TEACHER PERCEPTIONS OF HIGHLY GIFTED STUDENTS IN THE UNITED-STATES AND WEST-GERMANY   Each of 434 German and 446 American high school teachers nominated one student as highly gifted. The teachers aaught native language, mathematics/physics, music/art, or modern foreign language. All estimated what percentage of their students were highly gifted and rated their nominess on 84 characteristics. The percentage of students estimated to be highly gifted was higher for Americans. The characteristics were factor analyzed separately in the two samples and yielded three common factors. A three way MANOVA using these factors as dependent variables found that American students were described as more popular and more achievement-oriented than their German counterparts; Germans were described as slightly more self-centered than the Americans; boys were perceived as more setf-centered than girls.",1085.0,TEACHER PERCEPTIONS OF HIGHLY GIFTED STUDENTS IN THE UNITED-STATES AND WEST-GERMANY,1986.0
