kor_full,no,title,year
"교사 보조 로봇의 교육적 활용 유비퀴터스 로봇, 인간과 로봇 상호작용, 교사보조 로봇 유비퀴터스 로봇은 인간과 로봇 상호작용 즉 HR틀 통해 정보매체로 진화하고 있음에 따라， 최근 들어 로봇을 이용한 학습은 다른 매체보다 친근하고 동기유발에 효과적으로 나타나 로봇의 교육적 활용 연구가 시작되고 있다. 이에 본 연구에서는 교실에서 교육매체로서 교사 보조 로봇의 수업에서의 활용 가능성을 보기 위해， 초등학생 6학년의 기대역할을 갖는 프로토타입 로봇을 설계 개발하여 영어， 음악， 국어 교과목 수업에 활용하는 실험을 4〜5학년을 대상으로 실시하였다. 이를 통해 아동이 로봇에게 기대하는 역할이 실험자의 의도와 일치하는지와 교육적 효과 제고에 기여를 하는지를 알아보고자 하였다 .그 결과， 아동은 교사 보조 로봇을 자신보다 약간 높은 나이로 인식하고， 친근하지만 자신보다 우월하여 자신을 이끌어 줄 수 있는 역할을 기대한다는 것을 알 수 있었다 . 또한 교사 보조 로봇 활용이 교사와 아동의 흥미 유발에 있어 매우 효과적 임을 보여，향후 교사 보조 로봇은 ICT 활용 교육의 또 다른 매체로서의 가능성을 확인하였다.",300.0,교사 보조 로봇의 교육적 활용,2006.0
기업교육에서 블렌디드 학습의 효과성에 관한 연구   기업에서 실제로 수행된 블렌디드 학습(Blended Learning)의 효과성을 규명해보고 이를 토대로 온라인 학습과 오프라인 학습을 효과적으로 병행하기 위한 시사점을 도출하고자 본 연구가 수행되었다. 연구 목적을 달성하기 위해 블렌디드 학습의 효과성에 대한 설명적 혼합설계 방식으로 체제적 분석을 시도하였다. 블렌디드 학습의 효과에 대한 양적 분석 결과， 종합진단과 타인진단에서는 블렌디드 학습이 리더십 역량을 향상시키는데 유의미한 영향을 미치는 것으로 나타났고， 사후 설문조사 및 핵심 면담대상자집단과의 면담 결과 블렌디드 학습의 유용성을 확인할 수 있었다. 이러한 연구 결과를 바탕으로， 블렌디드 학습 방식으로 운영한 프로그램의 분석을 통해 블렌디드 학습 효과에 영향을 주는 특성을 분석하고， 블렌디드 학습의 효과성 검증에 대한 방향을 제시하고자 하였다.,301.0,기업교육에서 블렌디드 학습의 효과성에 관한 연구,2006.0
초등학교 ICT 교육과정의 내용 체계에 관한 연구   초등학교 ICT 교육과정의 개정에 따라 학교 현장에서 ICT 교육과정을 운영하기 위한 교육과정 내용의 체계화 방안을 제안하였다. 컴퓨터 교과 교육의 정당화를 바탕으로 교과 내용의 선정 기준과 조직 원리를 탐구하였으며 개정된 ICT교육과정의 내용 체계에 이를 적용 분석하였다. 이를 학습자의 인지 발달에 따른 사고활동 과정과 결합하여 학년 간에는 교육 내용을 계열성 및 계속성의 원리에 따라 논리적으로 조직하고 동 학년은 학습자의 경험을 중심으로 학습 과제를 확대하는 심리적 조직 방안을 제시하였다 또한 컴퓨터 교과의 목적과 개정방향에 비추어 내용의 양과 범위를 제안하였다 .이것은 초등학교 ICEL육과정 운영 및 교재 개발의 이론적 배경을 제공한다.,302.0,초등학교 ICT 교육과정의 내용 체계에 관한 연구,2006.0
"학생임원 선출 방법의 개선을 위한 모바일 전자투표 시스템   본 논문은 일선학교에서 학기 초마다 행해지고 있는 학교 •급 임원 선출 방법의 하나인 서면 투표방식의 불편함을 보완할 수 있는 새로운 대안을 모색해보고자 연구된 것으로 학생 대다수에게 보급되어 있는 휴대폰， PDA, PC 등을 활용하여 실시간으로 임원 선출 및 의사 결정에 참여할 수 있는 유무선 연동의 모바일 전자투표 시스템을 설계 및 구현하여 활용한 결과를 토대로 작성되었다. 매학기 선거철만 되면 학교 임원 선출을 위해 특정한 장소에 모여 길게 줄을 서서 기다려야만했던 불편함과 그에 따른 수업결손을 최소화하기 위하여 공공장소가 아닌 곳에서도 언제 어디서나 의사결정에 참여 할 수 있는 전자투표제가 고려되어야 할 시점이 도래하였다. 더 나아가 본 연구는 유비쿼터스 시대에 맞는 새로운 학생 선거문화를 생각해볼 수 있는 계기가 될 것이며， 학생자치활동 및 학교 •급 경영의 의사결정 시 학부모와 학생참여를 위한 도구로써 현장에서 유용하게 활용될 수 있을 것이다.",303.0,학생임원 선출 방법의 개선을 위한 모바일 전자투표 시스템,2006.0
"초등학교 고학년 학생의 인터넷 중독 실태와 중독 요인 연구   컴퓨터가 널리 보급되고 인터넷 사용이 보편화되면서 많은 아동들이 인터넷을 사용하고 있다.초등학생의 일상생활 속에 인터넷이 빠르게 스며들면서 아동에게 많은 영향을 미치고 있다. 인터넷 사용이 학습과 의사소통, 스트레스 해소 등의 장점이 있지만 인터넷 게임으로 인한 공격성， 수면장애, 인터넷 중독 등의 문제점이 점점 부각되고 있다. 이에 본 논문은 초등학교 고학년 학생의 인터넷 활용실태를 알아보고 인터넷 중독이 어느 정도인지 파악하고자 한다. 또한 인터넷 중독에 영향을 미치는 요인을 개인, 가정， 학교의 측면으로 나누어 알아보고자 한다. 개 인측면에서는 자아존중감, 자기통제 력， 스트레스 인식， 우울, 감각추구성 향을 알아보고 가정측면에서는 부모와의 의사소통, 부모의 양육태도, 가족기능， 가족 친밀감 가족의 정서적 지지를 살펴보고 학교측면에서는 교사와의 관계, 교우관계， 학습활동, 규칙준수， 행사참여에 대해 알아보았다 그 각각의 중독 요인에 대하여 분석하고 인터넷 중독을 미연에 방지해 초등학교 아동의 인터넷 중독에 대한 교육적 지도에 도움이 되고자 한다.",304.0,초등학교 고학년 학생의 인터넷 중독 실태와 중독 요인 연구,2006.0
"웹 기반 협력학습에서 GLAS 유형이 학습결과에 미치는 효과   이 연구는 선행 연구들이 지적했던 스캐폴딩 제공의 문제점인 학습전이의 저해， 인지부하의 증가， 자율적 학습동기의 감소가 스캐폴딩 유형에 따라 어떻게 달라지는지 알아보고자 하였다. 이를 위해 문헌 고찰을 통하여 스캐폴딩에 대한 설계원리를 제시하고， GLAS 유형（지원적， 성찰적， 내재적）에 따른 웹 기반 협력학습 환경을 설계하였다. 그리고， 무선적으로 선정된 초등학교 6학년 학생들을 대상으로, 4주간 수학을 주제로 GLAS 유형별 웹 기반 협력학습을 실시하였다. 그 결과， 학습전이에 대한 스캐폴딩의 영향， 성찰적 스캐폴딩의 인지부하 문제， 학습동기에 영향을 주는 내재적 스캐폴딩에 대하여 결론을 얻을 수 있었다.",305.0,웹 기반 협력학습에서 GLAS 유형이 학습결과에 미치는 효과,2006.0
"연계교과 학습을 통한 정보 만들기 능력 신장 ICT, 정보검색, 정보만들기 능력 정보만들기활동에서 가장 기본적인 능력은 정보를 검색하는 능력이다. 그러나 정보검색방법에 대한 지도에도 불구하고 학생들의 정보만들기 능력은 일정 수준이상을 뛰어넘기 어렵다. 정보만들기 능력 향상을 위해서는 국어 및 사회교과와의 연계교육이 필요하다. 그러므로 본 논문에서는 정보만들기 능력을 신장시키기 위해 국내․외 컴퓨터 교육과정과 연계교과의 내용을 분석하여 정보만들기능력 신장을 위한 학습 요소를 추출하여 정보만들기능력 향상 프로그램을 개발하고 적용하였다.",306.0,연계교과 학습을 통한 정보 만들기 능력 신장,2006.0
"초등교육용 로봇 얼굴 설계를 위한 인지적 계량 분석   로봇기술의 진화적 측면을 고려하여 아동을 대상으로 하는 로봇 개발이 많이 이루어지고 있으며， 최근에는 교육적 활용 도구로서 현장 연구도 활발히 이루어지고 있다. 로봇의 얼굴은 인간과 로봇의 상호작용의 시작이라고 할 수 있는 중요한 부분이나, 아직 로봇 얼굴에 대한 체계적인 분석 연구는 매우 부족하다. 따라서 본 연구에서는 아동 교육용 로봇 또는 홈 로봇에 적당한 얼굴 설계 가이드를 제시하기 위하여， 많은 로봇 얼굴을 대상으로 아동들의 인지 분포와 로봇 얼굴의 계량 수치를 분석하였다. 그 결과 아동들은 로봇얼굴의 색깔에 유의한 영향을 받는 것으로 나타났으며， 로봇 얼굴에서 아동의 선호도에 가장 큰 영향을 끼치는 부분은 아동의 성별 간 유의한 차이는 있었지만 얼굴형과 눈이었다. 즉， 아이와의 상호작용에 긍정적 영향을 줄 것으로 기대되는 로봇은 동글 넙적한 얼굴의 큰 눈과 비교적 작은 입으로 나타났고， 비대칭이거나 긴 타원형의 얼굴을 싫어하는 경향을 보였다.",307.0,초등교육용 로봇 얼굴 설계를 위한 인지적 계량 분석,2006.0
"초등학교 저학년 컴퓨터 교과서 목표 · 내용 및 평가의 분석   본 연구의 목적은 현재 초등학교에서 사용되고 있는 15종의 컴퓨터 교과서를 분석하여， 교과서의 장점 및 개선점을 알아봄으로써， 교사들의 교과서 사용에 도움을 주고， 앞으로의 개발 방향을 제시하는 것이다. 본 연구에서는 전국 초등학교 1 • 2학년 15종의 컴퓨터 교과서에 대하여 목표, 내용, 평가를 분석하기 위하여 평가 기준을 정하고， 이 평가 기준을 토대로 분석하였다. 평가 기준은 Schmidt의 일반 교과서 평가 기준과 교육인적자원부의 중등 컴퓨터 교과서 심의 기준을 참조하여 평가기준을 정하였다. 본 연구 결과， 목표는 대부분의 교과서에서 단원 마다 명확히 제시하고 있으며， 학교와 개인의 목적에 부합하고 있다. 내용은 대부분의 교과서에서 적합하며， 정확하고 사실적이었다. 그리고 본문과 삽화도 조화롭게 배치되어 있었다. 그러나 일부 교과서는 초등학생 수준을 고려할 때 내용 및 학습량이 매우 많았다. 그리고 많은 교과서에서 자신의 성취도를 확인하는 형성 평가의 내용이 없었다.",308.0,초등학교 저학년 컴퓨터 교과서 목표 · 내용 및 평가의 분석,2006.0
교육용 영상 편집기의 기능 설계   디지털 영상 기기의 사용이 늘면서 ，이를 편집하기 위한 소프트웨어 도구의 수요도 증가하고 있으며 학교에서도 컴퓨터 활용 교육 분야의 주 강의 대상으로 인식하고 있다 .본 논문에서는 일반 컴퓨터 사용자를 대상으로 영상편집기를 적용하고 있는 분야，사용 가능한 기능， 사용 난이도 등의 다양한 활용 상의 특징 등을 설문 조사하였다 . 73%이상의 대상자가 기존의 영상편집 소프트웨어가 어렵다고 답했으며 그 원인으로는 소프트웨어의 기능이 불필요하게 복잡하고 난해하다는 응답이 주를 이루었다 .본 논문에서는 이러한 분석자료를 바탕으로 일선 교육 현장에서도 쉽게 배우고 활용할 수 있는 교육용 영상편집 소프트웨어의 메뉴 체계와 기능 등을 설계하였다.,309.0,교육용 영상 편집기의 기능 설계,2006.0
