eng_full,no,title,year
CONTINUING REACQUAINTANCE WITH WORLD    ,1574.0,CONTINUING REACQUAINTANCE WITH WORLD,1976.0
VIEW FROM MYOPIA    ,1575.0,VIEW FROM MYOPIA,1976.0
PARENT PERSPECTIVE - INDIVIDUALIZATION AND GIFTED    ,1576.0,PARENT PERSPECTIVE - INDIVIDUALIZATION AND GIFTED,1976.0
"Book review: STIMULATING CREATIVITY .2. GROUP PROCESSES - STEIN,MI    ",1577.0,"Book review: STIMULATING CREATIVITY .2. GROUP PROCESSES - STEIN,MI",1976.0
"Book review: CREATIVE VISION - LONGITUDINAL-STUDY OF PROBLEM FINDING IN ART - GETZELS,JW AND CZIKSZENTMIHALYI,M    ",1578.0,"Book review: CREATIVE VISION - LONGITUDINAL-STUDY OF PROBLEM FINDING IN ART - GETZELS,JW AND CZIKSZENTMIHALYI,M",1976.0
"ART, CREATIVITY AND ELEPHANT - SOME CLUES TO ARTISTIC CREATIVITY AMONG GIFTED    ",1579.0,"ART, CREATIVITY AND ELEPHANT - SOME CLUES TO ARTISTIC CREATIVITY AMONG GIFTED",1976.0
USING BIOGRAPHICAL INFORMATION IN IDENTIFYING ARTISTIC TALENT    ,1580.0,USING BIOGRAPHICAL INFORMATION IN IDENTIFYING ARTISTIC TALENT,1976.0
ALTERNATIVE PROGRAMS IN ARTS FOR GIFTED AND TALENTED STUDENTS    ,1581.0,ALTERNATIVE PROGRAMS IN ARTS FOR GIFTED AND TALENTED STUDENTS,1976.0
NCSA - NORTH-CAROLINAS VENTURE INTO PROFESSIONAL ARTS TRAINING    ,1582.0,NCSA - NORTH-CAROLINAS VENTURE INTO PROFESSIONAL ARTS TRAINING,1976.0
PENNSYLVANIA-GOVERNORS-SCHOOL-FOR-ARTS    ,1583.0,PENNSYLVANIA-GOVERNORS-SCHOOL-FOR-ARTS,1976.0
VISUAL NARRATIVE AND ARTISTICALLY GIFTED    ,1584.0,VISUAL NARRATIVE AND ARTISTICALLY GIFTED,1976.0
