kor_full,no,title,year
"온라인 실습환경 구축을 위한 클라이언트-서버 모델   컴퓨터 관련 교육에 있어서 실험과 실습은 교육 내용의 효과적인 전달과 교육의 목적 달성을 위하여 대단히 중요한 부분이다. 현재의 환경에서 소프트웨어의 실험과 실습을 위해서는 실습하고자 하는 프로그램을 실습자가 사용하는 컴퓨터에 모두 설치하여야 한다. 실습 프로그램을 개별적으로 갖추는 것은 설치에 대한 부담, 설치에 의한 자원 낭비， 업그레이드의 필요성 등으로 인해서 실습 자체와는 직접적인 관련이 없는 부분에 대한 부담이 커진다. 본 논문에서는 WWW 환경에서 컴퓨터 관련 교과를 실습할 수 있는 환경을 구축하기 위한 기본적인 모델을 제시하는데 그 목적이 있다. 제안된 모델은 클라이언트-서버 구조를 기반으로하여 구축되었으며， 실습자는 웹 브라우저를 실행함으로써 실습에 대한 준비가 끝나며， 프로그램의 실행이나 처리는 서버에서 모두 이루어진다. 또한 WWW에서 제공하는 하이퍼링크 기능을 이용하여 실습에 관련된 사항이나 정보를 실습 환경 속에 포함할 수 있어 실습을 위한 통합된 환경을 제공한다. 제안된 모델의 유용성을 검증하기 위하여 본 논문에서는 다양한 프로그래밍 언어를 실습하기 위한 시스템， UNIX 운영체제 실습 시스템， 오라클 데이타베이스 실습 시스템을 제안된 모델을 이용하여 구현하였다.",45.0,온라인 실습환경 구축을 위한 클라이언트-서버 모델,1999.0
"신경망을 이용한 칼라 입력장치의 칼라 보정   칼라 입출력 장비의 가격이 점차로 저렴해짐에 따라 영상으로부터 물체의 형상뿐만아니라 칼라까지도 인식하여 보다 정밀한 정보를 이용하고자하는 요구가 증대되고 있다. 이를 위해서는 칼라 입출력 시스템의 정확한 칼라 표현 및 재현을 위해 칼라 보정에 관한 연구가 선행되어져야한다. 따라서, 본 논문에서는 칼라 입출력장비 중 칼라 스캐너의 칼라 보정에 관하여 연구하였다. 칼라 스캐너의 특성은 gray-balancing과 칼라 변환의 두과정으로 나뉜다. 칼라 변환으로부터 gray-balancing을 분리하므로써 칼라 변환을 위해 유도되어진 변환 행렬은 모든 형태의 스캐너에 적용될 수 있어 스캐너 특성의 portability를 가능하게 한다. 또한, gray-balance된 RGB값을 얻기위한 선의 적합을 위해 최소자숭법을 이용하였고, 칼라 변환을 위해 gray-balance된 RGB로부터 CIE-XYZ로 비선형적 좌표 변환 문제를 저장공간이 많이 필요하지 않고， 빠른 변환결과를 제공할 수 있는 장점이 있는 신경망 기법을 이용하여 해결 하였다. 삼차원 3자극치 공간에서 신경망 출력은 원하는 출력의 근사치를 제공하는 것을 알 수 있었다. 제안된 칼라 보정 방법은 모듈별로 분해되었기 때문에 스캐너 특성의 portability를 가능하게 하여 모든 형태의 스캐너 보정에 이용될 수 있으리라 기대된다.",46.0,신경망을 이용한 칼라 입력장치의 칼라 보정,1999.0
가상학습시스템에서 학습자의 자기주도적 학습을 위한 집중도 강화 방안 -초등학교 수학과 4학년을 중심으로-    ,47.0,가상학습시스템에서 학습자의 자기주도적 학습을 위한 집중도 강화 방안 -초등학교 수학과 4학년을 중심으로-,1999.0
가상교육연수의 제도적 기반구축 연구    ,48.0,가상교육연수의 제도적 기반구축 연구,1999.0
"초등학교 논술 능력 향상을 위한 수준별 멀티미디어 CAI 타이틀 설계 및 구현   초등학교 논설문 쓰기 교수-학습에서 기존의 텍스트 중심의 교수-학습에서 탈피하여 아동으로 하여금 직접적이고 적극적인 행동을 유발할 수 있는 교수-학습이 가능하게 하기 위해서 멀티미디어 CAI 타이틀을 제작하였다. 학습자 중심의 학습이 일어나게 하고 학습자의 오류에 대해서 즉시 피드백하여 교정이 가능하도록 함으로써 글쓰기 능력을 향상시키고 컴퓨터의 활용 능력을 기르도록 한다. 연구 내용온 다음과 같다. 1. 초등학교 4, 5, 6 학년 논술 제재 학습 요소를 추출하고 이에 맞는 수준별 과정안을 수립한다. 2. 논술 능력 향상을 위한 수준별 멀티미디어 CAI 타이틀을 설계하고 구현한다. 3. 개발된 CAI 타이틀의 일반화를 위한 교수-학습 모형을 모색하고 그 결과를 검증한다.",49.0,초등학교 논술 능력 향상을 위한 수준별 멀티미디어 CAI 타이틀 설계 및 구현,1999.0
"SNMP를 이용한 PC 관리 시스템의 설계 및 구현   본 논문에서는 실습실 환경에서 SNMP를 이용하여 PC 관리를 위한 시스템 관리 MIB을 정의하고 이를 모니터링/제어하는 PC 관라 시스템을 설계하고 구현하였다. 시스템 관리 MIB은 PC의 시스템 정보， 프로세스 정보를 모니터링하는 MIB과 백업 및 복구를 위한 제어 MIB으로 설계되었다. 이를 위해 기존의 MIB에 시스템 정보， 프로세스 정보 그리고 백업 및 복구 정보를 새로 정의한 MIB을 추가하였다. 또한 LAN환경에서의 관리 시스템과 피관리 시스템 사이의 구조를 제시하고, PC관리의 대상이 되는 시스템 정보 및 프로세스 정보 그리고 백업과 복구에 대한 수행과정을 제시하였다. 아울러 실제 환경에서 피관리 시스템의 윈도우 버전, CPU 타입, 시스템 메모리 그리고 가상 메모리 정보를 모니터링하고 백업과 복구를 실행하여 정상동작을 확인하였다. 관리 시스템은 피관리 시스템으로부터 시스템 정보와 프로세스 정보를 수집하고, 피관리 시스템의 장애복구를 위한 백업과 복구 명령을 수행함으로써 LAN상에 연결된 많은 PC들을 효율적으로 운영하고 관리할 수 있을 것이다.",50.0,SNMP를 이용한 PC 관리 시스템의 설계 및 구현,1999.0
"교육에서의 효율적인 정보 활용을 위한 데이터 마이닝 기법   본 연구는 초•중등교육에서 사용되고 있는 데이터 베이스 시스템에 데이터 마이닝 기법을 적용하여 보다 효율적인 교육자료로 활용하기 위한 방안 제시에 그 목적이 있다. 데이터 마이닝에 대한 전반적인 내용과 기계학습과 관련된 내용을 고찰하였다. 교육에서 많이 사용되는 데이터베이스 시스템으로 종합생활기록과 건강 기록， 성적 자료가 있으며, 이러한 자료에서 나타난 특별한 형식과 집합을 데이터 마이닝 기법과 기계학습을 이용하여 유용한 정보를 추출하는 방법에 대해 제시하였다. 그리고 이러한 데이터 마이닝 기술을 사용함에 있어 교육 현장에서 문제가 되는 점과 이를 해결하기 위한 방안을 제안하였다.",51.0,교육에서의 효율적인 정보 활용을 위한 데이터 마이닝 기법,1999.0
인터넷 환경에서 동영상 데이터베이스 시스템을 이용한 영어 학습   컴퓨터와 통신 기술의 발달로 인하여 인터넷은 정보와 지식의 습득을 도와주는 유용한 수단이 되었다. 최근에는 초고속 정보통신망의 출현으로 인하여 단시간 내에 세계 각 곳에 산재되어 있는 정보를 검색 및 전송할 수 있게 되어 인터넷의 교육적 가치가 더욱 높아지고 있는 실정이다. 이에 따라 인터넷을 교수학습에 활용할 수 있게 해주는 여러 가지 도구의 개발이 절실하게 요구된다. 본 논문에서는 인터넷환경에서 영어학습을 위한 객체관계형 동영상데이터 베이스 시스템을 설계하고 구현하고자 한다. 동영상 데이터베이스 관리 시스템을 이용하여 영어학습을 위한 동영상데이터베이스를 구축하고 이를 검색하는 기법을 제안한다. 또한 지금까지는 인트라넷과 같은 제한된 공간에서만 사용되던 동영상 데이터베이스를 인터넷에서도 활용할 수 있도록 하기 위한 도구를 개발한다. 이를 이용하면 인터넷상의 사용자가 영화장면과 같은 효과적인 영어학습 도구를 쉽게 찾을 수 있고 스트리밍 기술을 이용하여 실시간 전송 및 재생이 가능하다.,52.0,인터넷 환경에서 동영상 데이터베이스 시스템을 이용한 영어 학습,1999.0
"호남문화의 정보화 및 열린교육을 위한 가상정보문화학부에 관한 연구   호남문화의 정체성과 문화발전을 확보하고 이를 세계화하며 동시에 경제적 가치를 창출하기 위해서는 호남문화를 정보화해야 한다. 본 연구에서는 호남문화 정보화의 사회 • 문화적 가치와 경제적 가치를 살펴보고 호남문화의 정보화 과정을 3단계로 분류하여 설정하였으며, 호남문화의 정보화를 담당할 인력 양성과 호남문화 교육 및 정보문화 교육을 실시하기 위한 방안을 제시하였다. 또한, 호남문화 정보화를 위한 가상정보문화학부 설립에 관한 구성체제 및 교육과정을 제안하였다.",53.0,호남문화의 정보화 및 열린교육을 위한 가상정보문화학부에 관한 연구,1999.0
자기 주도적 학습력 신장을 위한 교육용 Web 컨텐트 설계 및 구현    ,54.0,자기 주도적 학습력 신장을 위한 교육용 Web 컨텐트 설계 및 구현,1999.0
