eng_full,no,title,year
From the Editior: A high calling    ,637.0,From the Editior: A high calling,1997.0
"Making evaluation work: One school district's experience   Given the paucity of evaluation studies of gifted programs in the literature, this article shares the experiences of the Greenwich Public Schools in sponsoring an external evaluation of their K - 8 program for gifted and talented youngsters. The article explains the methodology used in the evaluation, discusses findings and recommendations, and describes how the results were translated into program improvement efforts. Also addressed are the evaluators' observations about lessons learned in the process of the evaluation; these lessons reflect on the utility of information gathered.",638.0,Making evaluation work: One school district's experience,1997.0
"Intellectually gifted preschoolers' perceived competence: Relations to maternal attitudes, concerns, and support   The relations of maternal attitudes, concerns, and support networks to intellectually gifted children's perceived competence, as measured by the Pictorial Scale of Perceived Competence and Social Acceptance for Young Children (Harter & Pike, 1984), were examined in a sample of 28 middle-class, Caucasian mothers and their gifted preschool children. Mothers' attitudes toward independence and strictness, their concerns, and support network variables (i.e., perceived helpfulness of the network, willingness to seek help from the network, and the amount of contact the child had with network members) were found to be significantly related to multiple dimensions of children's perceived competence. Implications for theory, research, and practice address understanding gifted children's perceived competence in relation to parental correlates.",639.0,"Intellectually gifted preschoolers' perceived competence: Relations to maternal attitudes, concerns, and support",1997.0
"Developmental changes in mathematically precocious young children: Longitudinal and gender effects   Young children with advanced mathematical skill (N = 276) were followed for two years, during kindergarten through 1st grade or 1st through 2nd grade. Children were randomly assigned to an intervention condition reflecting a constructivist approach or a control condition. Mean scores for the control group on standardized math, verbal, and visual-spatial measures increased or remained the same. Boys gained more than girls on the quantitative and visual-spatial measures. The treatment group made greater gains than the control group on quantitative measures only. Gender did not interact with treatment condition. Correlations among the quantitative, verbal, and visual-spatial factors remained stable for control children, but the correlation between quantitative and verbal factors increased for the intervention group.",640.0,Developmental changes in mathematically precocious young children: Longitudinal and gender effects,1997.0
"Cooperative learning environments: Effects on academic attitudes of gifted students   The attitudes of academically gifted students and the general cohort toward cooperative learning and academic school subjects were studied. Three hypotheses were tested: (a) in classes where cooperative learning is used, nonidentified children will exhibit mole positive attitudes toward cooperative learning methods than their more academically able peers; (b) boys will exhibit more positive attitudes toward cooperative learning than girls; (c) Gifted children, in contrast to non-gifted peers, will exhibit more positive attitudes in settings where cooperative learning is seldom or never used than in settings where such instruction is frequently used. Data obtained from 28 classes of sixth-, seventh-, and eighth-graders in four schools generally supported hypotheses (a) and (b), but not (c). Although not a strong finding, overall attitudes toward school subjects were most positive in classes where cooperative learning was used sparingly as an instructional supplement.",641.0,Cooperative learning environments: Effects on academic attitudes of gifted students,1997.0
"Gifted women and marriage   This study analyzed the perceived relationship between marriage and achievement among 167 able women, ages 45-65, who were alumnae at the University of Michigan. Women who perceived their husbands as supportive believed they had highpotential for achievement, in part, because of the husband's support, the couple's commitment to joint family goals, and willingness to share domestic chores. Women who perceived their husbands occasionally supportive, felt free to achieve occasionally. These women reported that greater levels of achievement were possible if they confronted their husband through negotiation or if they developed talents that contributed to the family's income. Women felt they had low potential for achievement if they had an unsupportive spouse or worked solely for financial gain.",642.0,Gifted women and marriage,1997.0
Book Review: Surpassing ourselves: An inquiry into the nature and implications of expertise.    ,643.0,Book Review: Surpassing ourselves: An inquiry into the nature and implications of expertise.,1997.0
Book Review: Talented children and adults: Their development and education.    ,644.0,Book Review: Talented children and adults: Their development and education.,1997.0
What editors do    ,645.0,What editors do,1997.0
"Psychological intensities in young gifted children   Emotional sensitivity and emotional intensity are well documented in gifted children, Dabrowski (1967, 1972) proposed that sensitivity and intensity were st part of these children's psychological makeup and instead of being indicators of neurotic imbalances, were positive potentials For further growth. These characteristics were displayed in gifted children through 5 overexcitabilities: psychomotor, sensual, intellectual, imaginational, and emotional. This theory was investigated using a qualitative case study methodology Data were collected on 5 young gifted children (ages 4 through 6) and analyzed using Dabrowski's 5 overexcitabilities as a theoretical framework. Results displayed that the 5 overexcitabilities were manifested in the children through behaviors in the classroom and at home. Results support the use of Dabrowski's theory in identifying and understanding some aspects of the behavior of young gifted children.",646.0,Psychological intensities in young gifted children,1997.0
