eng_full,no,title,year
WHERE DOES IT GO WHEN IT GOES TO THE QUARTERLY    ,748.0,WHERE DOES IT GO WHEN IT GOES TO THE QUARTERLY,1994.0
"IDENTIFYING YOUNG, POTENTIALLY GIFTED, ECONOMICALLY DISADVANTAGED-STUDENTS   In this paper we present a rationale for and a description of the procedures developed by the staff of Project Synergy for identifying economically disadvantaged, potentially gifted kindergarten students in urban schools. This approach emphasizes the development of site-appropriate methods, observation, dynamic assessment, and the concept of best performance; it de-emphasizes the use of standardized tests. Validation data are presented and discussed.",749.0,"IDENTIFYING YOUNG, POTENTIALLY GIFTED, ECONOMICALLY DISADVANTAGED-STUDENTS",1994.0
"A COMPARISON OF THE SCHOOL INTRINSIC MOTIVATION AND PERCEIVED COMPETENCE OF GIFTED AND REGULAR STUDENTS   The purpose of this study was to compare the school intrinsic motivation and perceived competence of gifted and regular students. To this end, 135 elementary school French-Canadian students (Grade 4 to Grade 6) completed Harter's Intrinsic/Extrinsic Orientation Scale as well as the Cognitive Perceived Competence Scale. Results indicated that gifted students perceived themselves as being more competent and intrinsically motivated toward school activities than regular students. No gender effects were obtained. These results provide support for Deci and Ryan's (1985) cognitive evaluation theory, and the use of this theory in future intrinsic motivation research within the realm of education is recommended.",750.0,A COMPARISON OF THE SCHOOL INTRINSIC MOTIVATION AND PERCEIVED COMPETENCE OF GIFTED AND REGULAR STUDENTS,1994.0
"GIFTED ADOLESCENTS ATTITUDES TOWARD THEIR GIFTEDNESS - A PARTIAL REPLICATION   Kerr, Colangelo, and Gaeth (1988) assessed gifted adolescents' perceptions of their own and others' views of and reactions to their giftedness in personal, academic, and social areas through an open-ended questionnaire. Their results showed that the gifted adolescents' ''views of their giftedness were not unidimensional'' (p. 245). The purpose of the present study was to further Kerr et al.'s (1988) investigation by tailoring the questions to individuals' experiences and expanding the scoring scheme within response type. Results show that views of the gifted label and its effects are multifaceted, varying in ways different from those previously noted. Gifted adolescents may be coming to realize that there are positive and negative aspects to almost all social roles, statuses, and labels.",751.0,GIFTED ADOLESCENTS ATTITUDES TOWARD THEIR GIFTEDNESS - A PARTIAL REPLICATION,1994.0
"MORE FROM THE WATER JARS - A REANALYSIS OF PROBLEM-SOLVING PERFORMANCE AMONG GIFTED AND NONGIFTED CHILDREN   An earlier study of performance on water-jar combination problems concluded that giftedness (defined by superior school performance) is associated with metacognitive strength and flexibility in breaking an induced response set. Breaking sets is useful in bringing new perspectives to problem solving. Water-jar studies traditionally drop children who did not form the set, in this case 40% of the initial sample. The present study reanalyzed the initial data but did not exclude the previously omitted subjects. Gifted subjects who failed to form the set actually made the most errors of any group, and they were more likely not to recognize that they had made these errors. Other children who never formed the set were much like those who did. Therefore, gifted children do not always outperform others on cognitive tasks. There may be motivational reasons for this inferior performance.",752.0,MORE FROM THE WATER JARS - A REANALYSIS OF PROBLEM-SOLVING PERFORMANCE AMONG GIFTED AND NONGIFTED CHILDREN,1994.0
"DEFINITIONS, IDEOLOGIES, AND HYPOTHESES IN GIFTED EDUCATION   This article argues that issues in gifted education and the study of giftedness can be usefully categorized under three headings: definitions, ideologies, and hypotheses. Seven central issues regarding educational programs for the gifted are classified according to their basic orientation: (a) level of excellence and the gifted label, (b) types of giftedness, (c) individual versus societal perspectives on the gifted, (d) giftedness in different ethno-cultural backgrounds, (e) origins of giftedness, (f) procedures for identifying and screening the gifted, and (g) effectiveness of educational programs. These issues are either definition oriented (a and b), ideology oriented (c and d), or hypothesis oriented (e, f, and g). It is argued that practitioners and researchers must pay attention to the type of issue being discussed so that discussions and controversies concerning giftedness will be relevant and productive.",753.0,"DEFINITIONS, IDEOLOGIES, AND HYPOTHESES IN GIFTED EDUCATION",1994.0
"OUR GIFTED-CHILDREN - ARE THEY ASKING TOO MUCH - NATIONAL-ASSOCIATION-FOR-GIFTED-CHILDREN KEYNOTE ADDRESS - NOVEMBER 6, 1993    ",754.0,"OUR GIFTED-CHILDREN - ARE THEY ASKING TOO MUCH - NATIONAL-ASSOCIATION-FOR-GIFTED-CHILDREN KEYNOTE ADDRESS - NOVEMBER 6, 1993",1994.0
"Book Review: THE ORIGINS AND DEVELOPMENT OF HIGH ABILITY - BOCK,GR, ACKRILL,K    ",755.0,"Book Review: THE ORIGINS AND DEVELOPMENT OF HIGH ABILITY - BOCK,GR, ACKRILL,K",1994.0
"Book Review: THE JOYS AND CHALLENGES OF RAISING A GIFTED-CHILD - GOLANT,SK    ",756.0,"Book Review: THE JOYS AND CHALLENGES OF RAISING A GIFTED-CHILD - GOLANT,SK",1994.0
"Book Review: PLAYING FOR REAL - THE WORLD OF A CHILD THERAPIST - BROMFIELD,R    ",757.0,"Book Review: PLAYING FOR REAL - THE WORLD OF A CHILD THERAPIST - BROMFIELD,R",1994.0
"Book Review: TALENT IDENTIFICATION AND DEVELOPMENT IN EDUCATION (TIDE) - FELDHUSEN,JF    ",758.0,"Book Review: TALENT IDENTIFICATION AND DEVELOPMENT IN EDUCATION (TIDE) - FELDHUSEN,JF",1994.0
"From the editor: TEACHERS, TALENT DEVELOPMENT, AND TALENTED STUDENTS    ",759.0,"From the editor: TEACHERS, TALENT DEVELOPMENT, AND TALENTED STUDENTS",1994.0
