eng_full,no,title,year
Introduction to the Special Issue    ,186.0,Introduction to the Special Issue,2012.0
"A Proposed Direction Forward for Gifted Education Based on Psychological Science definition and/or conception of giftedness/talent; age/developmental stage; social and/or emotional development and adjustment In this monograph, the authors advanced a set of interrelated arguments: The abilities of individuals do matter, particularly their abilities in specific talent domains; different talent domains have different developmental trajectories that vary as to when they start, peak, and end; and opportunities provided by society are crucial at every point in the talent development process. The authors argue that society must strive to promote these opportunities, but that individuals with talent also have some responsibility for their own growth and development. Furthermore, the research knowledge base indicates that psychosocial variables are determining influences in the successful development of talent. Finally, preparing young people for outstanding achievement or eminence ought to be the chief goal of gifted education.",187.0,A Proposed Direction Forward for Gifted Education Based on Psychological Science,2012.0
"Giftedness as a Developmental Construct That Leads to Eminence as Adults: Ideas and Implications From an Occupational/Career Decision-Making Perspective definition and concept of giftedness/talent; career development; vocational psychology The proposal of Subotnik, Olszewski-Kubilius, and Worrell (2011) on rethinking giftedness and gifted education has a number of implications from an occupational/career decision-making perspective. In this examination of their ideas, consideration is given to the literature in vocational psychology/career development, the emerging findings on the occupational/career decisions of gifted adolescents, and the existing research in gifted education. The new model represents a timely platform and impetus for a constructive discussion and debate on rethinking and advancing the field of gifted education.",188.0,Giftedness as a Developmental Construct That Leads to Eminence as Adults: Ideas and Implications From an Occupational/Career Decision-Making Perspective,2012.0
"Teach Students What They Don't Know but Are Ready to Learn: A Commentary on Rethinking Giftedness and Gifted Education programming/service delivery models; definition and/or conception of giftedness/talent; philosophical/theoretical We were thrilled to see an article focusing on giftedness, written by such thoughtful and well-respected researchers as Subotnik, Olszewski-Kubilius, and Worrell (2011). The expansive scope of their synthesis is so impressive that it could serve as a crash course introduction to gifted education. In our commentary, we focus specifically on the perspective of education service delivery. From this perspective, we review their guiding principles, chief goal, and provide some follow-up questions for further clarification as well as an implementation option also based on talent development.",189.0,Teach Students What They Don't Know but Are Ready to Learn: A Commentary on Rethinking Giftedness and Gifted Education,2012.0
"Psychological Science, Talent Development, and Educational Advocacy: Lost in Translation? philosophical/theoretical; definition and/or conception of giftedness/talent; advocacy The talent development approach to the conceptualization of giftedness has historical precedent in the field. Examples of large-scale and longitudinal research studies from previous decades guided by the talent development approach are provided as illustrations. The implications of focusing on domain-specific talents in academics, the arts and sport, their individual patterns of development, and the use of eminence as a goal for programs and services in gifted education are discussed. The importance of linking theoretical debates and research with the realities of policies, resource allocation, and advocacy is emphasized.",190.0,"Psychological Science, Talent Development, and Educational Advocacy: Lost in Translation?",2012.0
"Implications for Addressing the Psychosocial Needs of Gifted Individuals: A Response to Subotnik, Olszewski-Kubilius, and Worrell (2011) definition and/or conception of giftedness/talent; age/developmental stage; social and/or emotional development and adjustment In response to the article, Rethinking Giftedness and Gifted Education: A Proposed Direction Forward Based on Psychological Science, by Subotnik, Olszewski-Kubilius, and Worrell (2011), several questions arise with regard to the psychosocial needs of gifted individuals: What are the most important psychosocial variables we should take into account when cultivating talent? How do we measure these psychosocial variables? What is psychosocial coaching and how do we do it?.",191.0,"Implications for Addressing the Psychosocial Needs of Gifted Individuals: A Response to Subotnik, Olszewski-Kubilius, and Worrell (2011)",2012.0
"The Case for a Schism: A Commentary on Subotnik, Olszewski-Kubilius, and Worrell (2011) philosophical/theoretical; identification; definition and/or conception of giftedness/talent; assessment Lack of theoretical coherence in the field of gifted education has given rise to multiple attempts at a grand unification, including most recently the work of Subotnik, Olszewski-Kubilius, and Worrell (2011). The authors argue that the incoherence is an inevitable consequence of the fundamental incompatibility of theoretical and definitional features desired by psychologists and educators. Our field could best progress by splitting into the two related but distinct disciplines of high-ability psychology and advanced academics. Furthermore, the prospective adoption of Subotnik et al.'s eminence framework as an organizational principle for either advanced academics or high-ability psychology is criticized.",192.0,"The Case for a Schism: A Commentary on Subotnik, Olszewski-Kubilius, and Worrell (2011)",2012.0
"Eminence-Focused Gifted Education: Concerns About Forward Movement Void of an Equity Vision equity; definition and/or conception of giftedness/talent; gifted Black students; gifted Hispanic students; special populations/underserved gift; low income students; assessment; identification; majority-minority public schools This article is based on Grantham's commentary on an eminence-focused gifted education model developed by Subotnik, Olszewski-Kubilius, and Worrell. Grantham primarily reviews the model from an equity perspective, taking into account the changing demographics in the nation's public schools. Specifically, Grantham asserts that education leaders want and need forward-thinking models that address race and class issues because public school populations are increasingly browner and poorer, unlike many gifted program enrollments that tend to represent students from White and middle-class backgrounds. Underrepresentation in gifted programs among minorities (particularly Blacks and Hispanics) and low-income students plagues our field and turns off many public school advocates to gifted education. Education leaders may embrace new models when they squarely address the reality that circa 2020, public schools will be majority minority. Researchers stand a better chance of gaining traction to move the field forward when their model shows promise for involving greater numbers of students representing our pluralistic society. To rethink giftedness and gifted education, Subotnik, Olszewski-Kubilius, and Worrell rely on works from psychology; however, important past and present perspectives from psychologists who have researched underrepresented groups and equity issues are excluded. Education leaders may recognize this omission and view the eminence-focused approach (and perhaps its underlying paradigm) as a less novel model and more of a perpetuation of the same status quo in gifted education. In sum, Grantham's commentary encourages scholars not to depart from a legacy of addressing excellence and equity through new models that move the field forward.",193.0,Eminence-Focused Gifted Education: Concerns About Forward Movement Void of an Equity Vision,2012.0
"Positively Influencing Gifted Education Policy policy; advocacy; definition and/or conception of giftedness/talent; programming/service delivery models; social and/or emotional; development and adjustment The approach proposed by Subotnik, Olszewski-Kubilius, and Worrell (2011) has significant implications for the field of gifted education, many of which would increase advocates' ability to achieve success when working with policy makers. This commentary explores those implications and examines how the proposed approach can be integrated within the field from a policy perspective.",194.0,Positively Influencing Gifted Education Policy,2012.0
"Important Issues, Some Rhetoric, and a Few Straw Men: A Response to Comments on Rethinking Giftedness and Gifted Education philosophical/theoretical; definition and/or conception of giftedness/talent; special populations/underserved gifted In this article, the authors respond to the eight commentaries on Rethinking Giftedness and Gifted Education: A Proposed Direction Forward Based on Psychological Science using several themes to organize their response. These themes include ability, developmental trajectories, effort and opportunity, psychosocial factors, eminence, and equity. The authors reaffirm the contention that eminence is an appropriate standard for assigning the gifted label in individuals with well-developed talents.",195.0,"Important Issues, Some Rhetoric, and a Few Straw Men: A Response to Comments on Rethinking Giftedness and Gifted Education",2012.0
