kor_full,no,title,year
컴퓨터 윤리에 관한 연구    ,11.0,컴퓨터 윤리에 관한 연구,1998.0
자바언어를 이용한 원격교육용 CAI 코스웨어 모델    ,12.0,자바언어를 이용한 원격교육용 CAI 코스웨어 모델,1998.0
안전한 접근 경로를 보장하기 위한 접근 제어    ,13.0,안전한 접근 경로를 보장하기 위한 접근 제어,1998.0
에이전트 기반 교수시스템의 설계    ,14.0,에이전트 기반 교수시스템의 설계,1998.0
교육용 데이터베이스 시스템 구축을 위한 연구    ,15.0,교육용 데이터베이스 시스템 구축을 위한 연구,1998.0
지능형 교수시스템에서 동적레슨플랜생성기의 설계    ,16.0,지능형 교수시스템에서 동적레슨플랜생성기의 설계,1998.0
차세대 지능망의 지능형 정보 제공 시스템을 위한 데이터베이스 모델    ,17.0,차세대 지능망의 지능형 정보 제공 시스템을 위한 데이터베이스 모델,1998.0
CAI 응용프로그램 작성시 자료공유를 위한 한글 코드 체계 정의에 관한 연구    ,18.0,CAI 응용프로그램 작성시 자료공유를 위한 한글 코드 체계 정의에 관한 연구,1998.0
보안 서비스를 제공하기 위한 이동 에이전트 시스템의 설계에 관한 연구    ,19.0,보안 서비스를 제공하기 위한 이동 에이전트 시스템의 설계에 관한 연구,1998.0
초등학교 교육정보화의 현주소    ,20.0,초등학교 교육정보화의 현주소,1998.0
교육환경의 변화에 따른 교육용 소프트웨어의 평가    ,21.0,교육환경의 변화에 따른 교육용 소프트웨어의 평가,1998.0
정보시대와 디지털라이브러리    ,22.0,정보시대와 디지털라이브러리,1998.0
주문형 교육 시스템 개발    ,23.0,주문형 교육 시스템 개발,1998.0
온라인 초등교육정보 지원 시스템 : 온초    ,24.0,온라인 초등교육정보 지원 시스템 : 온초,1998.0
오류데이터를 이용한 소프트웨어 품질평가    ,25.0,오류데이터를 이용한 소프트웨어 품질평가,1998.0
초.중등 컴퓨터활용능력 신장을 위한 급수제 모델 개발    ,26.0,초.중등 컴퓨터활용능력 신장을 위한 급수제 모델 개발,1998.0
클러스터드 VOD 서버에서 가변 비트율을 고려한 스트라이핑 정책    ,27.0,클러스터드 VOD 서버에서 가변 비트율을 고려한 스트라이핑 정책,1998.0
교육 개혁 구현을 위한 초등학교 학급 경영 관련 소프트웨어 개발 연구    ,28.0,교육 개혁 구현을 위한 초등학교 학급 경영 관련 소프트웨어 개발 연구,1998.0
이동 에이전트를 이용한 보안 관리 시스템 모델   이동 에전트를 응용한 프로그래밍은 최근 급격히 확산되고 있는 경향으로서， 이는 코드의 이동성을 기초로 한 프로그래밍 패다임이다. 네트워크 환경에서 컴퓨터의 사용이 증가함에 따라 컴퓨터 네트워크의 보안 관리의 중요성이 부각되고 있다. 본 연구는 이동 에이전트를 이용한 보안 관리 시스템의 기본 모델을 설계하였다.,29.0,이동 에이전트를 이용한 보안 관리 시스템 모델,1998.0
"초 · 중등에서의 컴퓨터교육 필수화 방안   정보사회에서 정보 인프라 구축의 중요한 변인은 초 • 중등학교에서의 내실 있는 정보교육이 아닐 수 없다. 이 연구는 현재 일선 학교에서 실시하고 있는 정보 관련 교육을 교육과정에 근거하여 시간과 내용을 분석해보고, 그 문제점과 대안을 제시하는 데 그 목적이 있다. 또한 일선 교사와 학부모들의 의견도 설문지를 통하여 조사하여 그 결과도 참고하였다.",30.0,초 · 중등에서의 컴퓨터교육 필수화 방안,1998.0
"웹 기반 사이버 화석 박물관의 설계 및 구현   정보산업의 발달됨에 따라 텍스트 위주의 문서 정보보다는 사용자 위주의 요구가 점차적으로 증가하고 있다. 인간은 텍스트보다는 시각적인 인지가 발달되어 시각적 표현 방법을 선호하고 있으며 컴퓨터를 사용하여 정보를 얻을 때 시각적 검색 방법을 요구하고 있다. 전통적인 시스템 접근 방식은 질의 언어 등을 스트링이나 실수 혹은 정수로 처리하나 화석 정보 시스템은 다차원 상의 위치, 모양, 크기뿐만 아니라 다른 공간 객체와의 상호관계 등을 복합적으로 표현되는 비 공간 객체도 포함하고 있다. 따라서 화석 정보는 이러한 공간 객체와 비 공간 객체를 유기적으로 관리할 수 있어야 한다. 본 논문에서 제안하는 사이버 화석 박물관은 두 단계로 구성되어 있다. 첫 번째는 인터넷상에서 초 • 중 • 고 및 일반인 사용자를 대상으로 흥미롭게 음성， 화상， 동화상， 문자 등을 시각적 정보에 초점을 두고 설계한 사용자 중심의 시스템, 두 번째는 전문가 시스템으로 공간， 비 공간 객체를 다단계 질의에 의해서 유기적으로 관리하는 시스템을 설계하고 구현했다.",31.0,웹 기반 사이버 화석 박물관의 설계 및 구현,1998.0
분산처리 시스템하에서의 모든 교착상태 발견을 위한 알고리즘   분산처리 시스템하에서 교착 상태를 발견하기 위한 대부분의 분산 알고리즘은 probe라는 짧은 메시지를 사용하지만 발생되는 메시지의 일부분만이 사용될 뿐이다. 따라서 불필요한 probe들은 communication traffic을 심히 초래하는 결과를 낳는다. 본 논문에서는 이러한 결점을 보완하여 모든 probe들이 유효하게 사용되어지는 알고리즘을 제시한다. Wait-for-graph상의 모든 edge의 수를 e라고 하였을 때， 제시된 알고리즘은 graph 상의 모든 교착 상태를 O(e) 메시지를 사용하여 발견한다.,32.0,분산처리 시스템하에서의 모든 교착상태 발견을 위한 알고리즘,1998.0
"엔트로피를 기반으로한 Web 문서들의 복잡도 척도   본 연구에서는 HTML이나 XML로 작성한 Web 문서들의 복잡도를 측정하는 모델을 제안한다. 문서들의 복잡도는 문서들을 이해하는 데 밀접한 영향을 미치고, 이 이해도가 높은 Web 문서들은 결국 WEI에 좋은 효과를 거둘 수 있다. 본 연구에서 제안한 복잡도는 Web 문서들 간의 주고받는 정보의 흐름의 정도를 표현하기 위하여 엔트로피의 함수를 이용한다. 제안한 문서 복잡도는 문서들간의 정보 이동 관계에 의해서 문서들 내의 정보 흐름을 측정한다. 논 연구에서 제안한 문서 복잡도의 타당도는 Weyuker가 제안한 프로그램의 복잡도 평가 방법을 이용하여 평가하였고, 실제 문서들의 복잡도를 측정하였다. 또한 문서화일의 수와 문서 복잡도간의 상관관계를 분석하여 본 연구에서 제안한 문서 복잡도의 효율성을 제시하였다.",33.0,엔트로피를 기반으로한 Web 문서들의 복잡도 척도,1998.0
차량 항법 시스템의 경로 탐색을 위한 탐색 알고리즘들의 성능 비교   차량 항법 시스템에서의 경로 탐색은 두 지점 간 최단 경로 탐색을 위한 알고리즘을 이용해서 이루어질 수 있다. 다양한 최단 경로 탐색 알고리즘들에 대한 성능 평가는 알고리즘의 적용 분야에 따라 제각기 달라질 수 있는데 차량 항법 시스템에서는 선정된 경로의 정확성과 경로 탐색에 소요되는 시간이 통합적으로 평가되어야 한다. 본 논문에서는 지금까지 알려진 다양한 경로 탐색 알고리즘들 중에서 차량 항법 시스템의 경로 안내에 최적의 알고리즘을 판단하기 위하여 시물레이션을 통해 각 알고리즘들의 성능을 비교 측정하였다. 시뮬레이션은 실용성을 위하여 실제의 디지털 도로 지도 데이터 베이스를 이용하여 실시하였다. 실험 결과에 의하면 양방향 탐색을 이용한 Bi-directional Dijkstra 알고리즘과 양방향 탐색과 경험적 탐색 방법을 함께 이용한 Modified Bi-directional A* 알고리즘이 다른 알고리즘들에 비해 가장 뛰어난 성능을 보여주었다.,34.0,차량 항법 시스템의 경로 탐색을 위한 탐색 알고리즘들의 성능 비교,1998.0
"사용자 정의 성능 분석을 지원하는 성능 감시 도구의 설계 및 구현   본 논문에서는 RDL/PAL 인터페이스와 사건표현식을 지원하는 성능 감시 도구를 설계하였다. RDL/PAL은 성능 감시 도구의 사건 추적층과 성능 분석층간의 인터페이스를 제공하고， 임의의 추적 양식에 접근하여 사건 데이터를 추출해낼 수 있다. 또한, 사건표현식은 일반적인 프로그래밍 언어와 유사한 형태로 구성되어 프로그래머가 원하는 성능 분석 결과를 쉽게 얻을 수 있다. 프로그래머는 본 논문에서 구현한 성능 감시 도구를 이용하여 추적 양식에 관계없이 다양한 성능 분석을 할 수 있다는 장점을 가지고 있다.",35.0,사용자 정의 성능 분석을 지원하는 성능 감시 도구의 설계 및 구현,1998.0
"웹 데이터베이스를 기반으로한 초등 교육 시스템 구축   본 시스템에서는 교과목 별로 자료실을 운영하여 다양한 형태의 교육 자료를 제공 및 공유할 수 있도록 하였고， 비밀을 보장하며 E-Mail이 없어도  시스템(Http://Oncho.kongju-e.ac.kr/)에 접속한 후 어린이와 어린이， 교사와 어린이, 그리고 교사와 학부모간의 원활한 의사 소통과 이성 문제, 폭력 문제， 그리고 가정 문제등 여러 가지 제반 상담을 할 수 있도록 서비스 한다. 또한，웹상에서 워드프로세서 자격증에 관한 내용을 학습할 수 있도록 하고， 학습자 스스로 평가할 수 있도록 평가 모듈을 서비스하고 있다.",36.0,웹 데이터베이스를 기반으로한 초등 교육 시스템 구축,1998.0
"초고속망의 원격교육 서비스를 위한 가상클래스의 그룹 관리 시스템   본 연구에서는 초속망의 원격교육을 지원하는 그룹 관리 시스템을 연구하였다. 효율적인 원격교육을 위해서는 가상클래스 상의 피관리 객체와 그 동작들을 관리， 제어하는 메카니즘이 필요하며， 교수자는 학습그룹 및 하나의 학습그룹을 형성하는 학습자의 다양한 상태변화를 직시할 수 있어야 한다. 그리고， 가상클래스 상에서 교수자와 학습자는 학습그룹에 따라 토론하고 상호 메시지 송수신이 가능해야 한다. 본 논문에서는 이러한 가상클래스 운용을 위한 그룹 관리 및 관리정보베이스 모델을 제안하고, 거기에 요구되는 그룹 관리 알고리즘을 연구하였다.",37.0,초고속망의 원격교육 서비스를 위한 가상클래스의 그룹 관리 시스템,1998.0
"컴퓨터 그래픽의 현재와 미래   본 논문에서는 컴퓨터 그래픽의 역사와 미래， IMF를 맞이한 우리 나라의 컴퓨터 그래픽의 상황과 현재까지 개봉한 컴퓨터 그래픽 영화만이 아니라 앞으로 개봉할 컴퓨터 그래픽 영화， 애니메이션의 개발 현황, 가상현실의 역사와 앞으로의 가능성 등， 컴퓨터 그래픽 분야의 다양한 주제에 대하여 살펴본다.",38.0,컴퓨터 그래픽의 현재와 미래,1998.0
"원격 교육 시스템의 화이트보드 구현시 고려 사항   컴퓨터 하드웨어의 발전과 초고속의 네트워크의 출현으로 지리적으로는 떨어져 있지만 컴퓨터 네트워크로 연결되어 있는 교사와 학생간에 동기식 학습이 가능하게 되었다. 전통적인 원격 교육과 비교하여 볼 때， 이러한 학습은 매우 높은 수준의 상호작용과 상호 협력을 제공하지만 전통적인 교실에서의 수업과 비교하여 볼 경우에는 다음과 같은 매우 중대한 결점들을 지니고 있다. 오늘날의 동기식 학습 시스템은 오디오， 비디오, 문서 편집을 제공하는 비디오 컨퍼런싱 기술에 주로 의존하고 있으며， 교수 과정의 조절， 손을 드는 행위， 지적 표시 등과 같은 특별한 교수 방법은 크게 고려하지 않고 있다. 이에 대두된 개념이 공유 화이트보드이다. 화이트보드는 전통적인 칠판의 전자적인 대체물로 이를 통해 원격 학습에 임하는 교사와 학생들이 전통적인 교실의 칠판의 이점을 취할 수 있게 된다. 따라서 본 논문에서는 화이트보드 구현시 고려 사항인 시스템 구조와 동시성 제어 방법에 대해 다양하게 살펴본다.",39.0,원격 교육 시스템의 화이트보드 구현시 고려 사항,1998.0
적응형 튜토링 에이전트   해결해야 할 문제가 복잡해짐에 따라 소프트웨어의 구조가 대단히 복잡해지고 있다. 이는 데이터와 응용 프로그램 모두 동적 분산적 성격이 강해지고 있기 때문이다. 소프트웨어 시스템은 사용자간의 작업을 조정하는 역할뿐만 아니라 분산된 프로그램간의 협력기능을 관리하는 데에도 일조를 하도록 요구되고 있다. 소프트웨어 에이전트는 이러한 요구를 만족시키는 일반적인 메커니즘을 갖고 있다. 에이전트가 대단히 동적이고 분산된 환경하에서 효과적으로 주어진 작업을 수행하기 위하여 적응성을 가질 필요가 있다. 적응성은 에이전트 행동의 여러 차원에 존재하는 기능으로， 본 논문에서는 이 적응성을 에이전트의 관점에서 내부구조 살펴보고 튜토링 에이전트에 적용할 수 있는 적응형 에이전트 모델을 제시하고자 한다.,40.0,적응형 튜토링 에이전트,1998.0
"웹 기반 프로젝트의 교육적 활용을 위한 설계   웹의 교육적 활용은 학생의 흥미 유발 및 자발적 참여와 아울러 시공간의 제약을 넘어 최신의 정보를 얻을 수 있다는 장점으로 최근 교육 기관으로부터 많은 관심을 끌고 있다. 웹의 자료를 검색하여 원하는 정보를 찾아 교육에 활용하기 위한 연구가 다방면에서 진행되고 있다. 웹 자료의 단순한 활용에서 한 차원 높여 보다 조직적이고 통합적인 웹 기반 프로젝트에 대해 소개한다. 웹 기반 프로젝트의 특징은 프로젝트의 주제에 대한 폭 넓은 경험， 통합 교과교육, 창의성 개발, 협동심 배양， 세계화 교육 등을 꼽을 수 있다. 본 논문은 웹을 기반으로하는 프로젝트의 운영에 대한 개념을 설명하고 그 특성을 살려 어떠한 분야에 활용할 것인지 논의하고 웹 프로젝트 설계의 기본 구조를 제안한다.",41.0,웹 기반 프로젝트의 교육적 활용을 위한 설계,1998.0
"상호작용적 웹활용교육에 관한 연구   웹은 여러 사람들이 상호작용적으로 학습할 수 있는 새로운 교수 • 학습방법들을 제공한다. 그러나 웹상에 존재하는 교육자료들은 상호작용을 충분하게 지원하지 못하며, 학습자의 수준별로 융통성 있게 학습을 지원하기가 어렵다. 그러므로 본 논문에서는 웹을 활용하여 학습할 때 방향감을 상실하지 않고 수준별 학습이 가능하도록 상호작용성을 증진시킬 수 있는 에이전트 기술을 사용하여 웹활용교육 시스템을 제안한다.",42.0,상호작용적 웹활용교육에 관한 연구,1998.0
"가상대학을 지원하기 위한 트랙젝션 모형   최근 들어 인터넷의 발달 등에 힘입어 가상대학에 관한 관심이 증가하고 있으나， 기존의 가상대학 구축을 위해 적용되는 기술은 가상대학의 구현에 있어서 미비한 점이 많다. 특히， 현재의 트랜젝션 모형들은 가상대학을 지원하기 위해 많은 점이 보완되어야 한다. 본 연구에서는， 가상대학을 지원하기 위한 트랜젝션 모형을 제안한다. 본 연구에서는 첫째, 가상대학의 일반적인 환경에 대해서 논의하고 둘째 가상대학 지원을 위한 트랜젝션의 요구사항 들을 제시한다. 이 요구사항 들은 온라인 처리， 트랜젝션 길이의 유연성, 비예측성， 상호 작용성 또한 병렬성 등을 포함한다. 이 요구사항을 만족하는 트랜젝션 모형을 제안하고 또한 트랜젝션 처리 기법을 제안한다. 마지막으로， 앞으로의 연구과제 들을 제안한다.",43.0,가상대학을 지원하기 위한 트랙젝션 모형,1998.0
