eng_full,no,title,year
"Parental Influences on the Academic Motivation of Gifted Students: A Self-Determination Theory Perspective self-determination theory; parenting; motivation; gifted children; United States The home environment that parents provide their gifted children can have a significant impact on academic motivation, yet limited research has focused on this topic. Self-determination theory, a comprehensive framework of motivation, was used in the current study to explore two research questions: (a) What attitudes do parents of gifted students have toward the academic motivation of their children? (b) What approaches do parents of gifted students use at home to develop academic motivation? Interviews with 30 parents of gifted children from across the United States revealed three higher order themes including Parents as Experts, Scaffolding, and Behavior Modification. From a self-determination theory perspective, results suggest that despite good intentions, the parents of this study were inconsistent in providing home environments that support their children's development of internalized forms of academic motivation.",238.0,Parental Influences on the Academic Motivation of Gifted Students: A Self-Determination Theory Perspective,2010.0
"Correlates of Teacher Practices Influencing Student Outcomes in Reading Instruction for Advanced Readers advanced readers; teacher practices; student outcomes In a professional development project, six teaching practices were posited as necessary for improving affective and cognitive outcomes for identified advanced readers. These practices were identification, organization for instruction, content, instructional strategies, continuous improvement assessment, and ambassadorship. Sixty-one teachers received training in these practices and were evaluated on their implementation, with usable data from 37. Implementation ratings were correlated with measure of reading attitude and literary analysis. Several correlations were discovered that have implications for understanding teaching style and the influence of teacher practice on student outcomes.",239.0,Correlates of Teacher Practices Influencing Student Outcomes in Reading Instruction for Advanced Readers,2010.0
"Examining the Probability of Identification for Gifted Programs for Students in Georgia Elementary Schools: A Multilevel Path Analysis Study Identification; underrepresentation; race; multilevel; structural equation modeling This study focused on the analysis of a large-scale data set (N = 326,352) collected by the Georgia Department of Education using multilevel path analysis to model the probability that a student would be identified for participation in a gifted program. The model examined individual- and school-level factors that influence the probability that an individual would be identified. The probability of being identified as gifted depended strongly on student race and socioeconomic status and varied strongly across schools.",240.0,Examining the Probability of Identification for Gifted Programs for Students in Georgia Elementary Schools: A Multilevel Path Analysis Study,2010.0
"Multigroup Construct Validity Evidence of the HOPE Scale: Instrumentation to Identify Low-Income Elementary Students for Gifted Programs factor analysis; quantitative methodologies; identification; assessment; low income; special populations/undeserved gifted; teacher nominations Students with exceptional academic potential who come from low-income families are frequently not identified for and consequently are underrepresented in gifted and talented programs. Because of this, new means of identifying such children must be developed. This article presents the findings of exploratory and confirmatory factor analyses conducted on the HOPE Scale, a 13-item teacher-rating instrument designed to identify academic and social components of giftedness in elementary-aged students. Participants included 349 teachers who completed HOPE Scales on 5,995 ethnically and economically diverse students from three rural and two metropolitan school districts in the Midwest. Multigroup confirmatory factor analysis was also used to evaluate measurement invariance between income groups. Findings suggest a two-factor model represents good fit for the data while remaining loyal to the latent constructs of academic and social giftedness. Although showing some legitimate mean differences, invariance test results suggested equivalence of model form, factor loading, and factor variances across income groups.",241.0,Multigroup Construct Validity Evidence of the HOPE Scale: Instrumentation to Identify Low-Income Elementary Students for Gifted Programs,2010.0
"Modeling Outcomes With Floor or Ceiling Effects: An Introduction to the Tobit Model Tobit; ceiling effect; regression; quantitative methods; statistics In gifted education research, it is common for outcome variables to exhibit strong floor or ceiling effects due to insufficient range of measurement of many instruments when used with gifted populations. Common statistical methods (e. g., analysis of variance, linear regression) produce biased estimates when such effects are present. In practice, it is frequent for researchers to ignore ceiling effects and proceed with traditional analysis. However, the problems caused by ceiling effects are not without possible solutions. This Methodological Brief describes a variation of multiple regression, called the Tobit model, which is capable of correct inference when floor or ceiling effects are present. A brief simulation study illustrates the performance of the Tobit model with a dataset exhibiting a ceiling effect.",242.0,Modeling Outcomes With Floor or Ceiling Effects: An Introduction to the Tobit Model,2010.0
"Putting Standards Into Practice: Evaluating the Utility of the NAGC Pre-K-Grade 12 Gifted Program Standards NAGC Pre-K-Grade 12 Gifted Program Standards; identification; evaluation; special populations/underserved gifted; professional development Despite their importance, there has been surprisingly little scholarly examination of the NAGC Pre-K-Grade 12 Gifted Program Standards (NAGC, 2008/2000; Landrum, Callahan, & Shaklee, 2001) since their publication a decade ago. As part of a larger study investigating the effectiveness of local policies developed within the framework of state law, we used a qualitative approach to examine the 'minimum' and 'exemplary' criteria from the Student Identification portion of these NAGC Standards. Through this process we developed a 27-item checklist, which we then used to evaluate 43 locally developed plans for identifying diverse gifted learners from one large state in the southeastern United States. Based on this experience, we identify the strengths and weaknesses that we encountered in using the Standards for this purpose. We provide the checklist items we developed, and we offer specific suggestions for how the Gifted Program Standards in their currently ongoing revision process might be made more user-friendly for practitioners to apply toward effective evaluation of gifted program documents.",243.0,Putting Standards Into Practice: Evaluating the Utility of the NAGC Pre-K-Grade 12 Gifted Program Standards,2010.0
"School Counselors' Perceptions and Experience With Acceleration as a Program Option for Gifted and Talented Students acceleration; social and/or emotional development and adjustment; counseling; training and preparation This article presents findings from a national survey of 149 practicing school counselors who are members of the American School Counselor Association. The survey gathered information on school counselors' perceptions of and experiences with acceleration as a program option for gifted students. Results indicate that, although school counselors' opinions are being solicited in decision making regarding acceleration, they do not possess training and accurate information regarding acceleration. Hence, training and professional development focusing on the research-based practices of acceleration are needed to ensure that school counselors give accurate advice and guidance concerning gifted students' education. Future research is needed to compare and contrast the effectiveness of accelerative decision making between school counselors who are trained and untrained in acceleration programmatic options.",244.0,School Counselors' Perceptions and Experience With Acceleration as a Program Option for Gifted and Talented Students,2010.0
"The Teacher Observation Form: Revisions and Updates instrumentation; teacher observation; program evaluation; gifted education; teacher practices This article discusses the original development and subsequent updates and revisions made to the Teacher Observation Form (TOF). The TOF is a 12-item form to be used by evaluators in the observation of teachers of gifted and talented students. After nearly 25 years of use, the original TOF was revised based on input from content experts and modified to reflect current effective standards of practices in gifted education. The revised TOF was then used on 217 occasions over a 2-year period to evaluate teachers in university-based enrichment programs. Results indicated that alpha reliability estimates increased for 9 of the 12 TOF items and that the overall rater-level effect (intraclass correlation coefficient) was comparable with that of classroom-level effects in standardized test scores. Based on these findings the authors offer the TOF as a means to provide feedback to teachers as to the prevalence of gifted education pedagogical effective practices in their classrooms.",245.0,The Teacher Observation Form: Revisions and Updates,2010.0
"The Efficacy of Academic Acceleration for Gifted Minority Students academic acceleration; gifted minority students; Project EXCITE; peer pressure This study supported the use of acceleration for gifted minority students in math. The gifted minority students in this study viewed taking accelerated math courses as exciting and beneficial for preparation for high school and college and particularly liked the challenges they encountered while taking advanced classes. They enjoyed working ahead and having a leg up in school and were infused with a special feeling of being gifted and talented in taking accelerated math. Ethnicity was not a major factor for teachers' support for acceleration. The teachers believed that acceleration provides necessary challenges for students, makes them committed to schoolwork, and enhances their academic achievement. No negative peer pressure resulting from academic acceleration was found, though the teachers were more certain than the students about the existence of negative peer culture for gifted minority students.",246.0,The Efficacy of Academic Acceleration for Gifted Minority Students,2010.0
"Preservice Teachers' Perceptions and Experiences in a Gifted Education Training Model preservice; preservice training; gifted training; practicum With the prevalence of gifted students in general education classrooms, all teachers will be responsible for providing appropriate programming for them, resulting in a need for training in the education of the gifted to be introduced at the preservice level. In this study, the researchers investigated the effectiveness of a combined intervention strategy for preservice teachers, consisting of a course in the education of the gifted and an accompanying 9-week practicum, in increasing participants' understanding of the characteristics and needs of gifted students. Through semistructured interviews, participants' perceptions of the effects the interventions had on their understanding of gifted students' characteristics and needs were examined. The findings from the interviews were triangulated with classroom observations, lesson plans, and participant responses to the Survey of Practices with Students of Varying Needs. Participants perceived an increase in their understanding of the needs and characteristics of gifted students through participation in the interventions as well as increased confidence in their general teaching abilities. Implications of the study for teacher education and future research are discussed.",247.0,Preservice Teachers' Perceptions and Experiences in a Gifted Education Training Model,2010.0
