eng_full,no,title,year
"A POTPOURRI - FAMILIES, LEGAL ASPECTS AND WRITING FOR GIFTED-CHILD-QUARTERLY    ",978.0,"A POTPOURRI - FAMILIES, LEGAL ASPECTS AND WRITING FOR GIFTED-CHILD-QUARTERLY",1988.0
"VIEWS OF SELF, FAMILY BACKGROUND, AND SCHOOL - INTERVIEWS WITH ARTISTICALLY TALENTED STUDENTS   Twenty IU Summer Arts Institute students, ages 13 through 17, were interviewed to learn more about their perceptions of their early art talent, adult and peer encouragement, position in their families, future expectations, interest in drawing, living environments, familiarity with artists, schooling, and art ability. Results of these interviews were compared with findings by Getzels and Csikszentmihalyi, Bloom, Chetelat, Taylor, and Guskin, Zimmerman, Okolo, and Peng. Similarities and differences were found between results of this study and findings by these researchers.",979.0,"VIEWS OF SELF, FAMILY BACKGROUND, AND SCHOOL - INTERVIEWS WITH ARTISTICALLY TALENTED STUDENTS",1988.0
"PERSONALITY DIMENSIONS OF GIFTED ADOLESCENTS - A REVIEW OF THE EMPIRICAL LITERATURE   This article is an overview of the empirical literature on personality dimensions of gifted individuals. The literature review is focused around four key issues: differences between gifted individuals and same-age nongifted individuals; differences between gifted individuals and chronologically order, nongifted individuals; differences between gifted males and gifted females; differences between gifted achievers and under-achievers.",980.0,PERSONALITY DIMENSIONS OF GIFTED ADOLESCENTS - A REVIEW OF THE EMPIRICAL LITERATURE,1988.0
"FAMILY ENVIRONMENTS OF UNDERACHIEVING GIFTED STUDENTS   A comparison of the family environments of a sample of 22 underachieving gifted students to those described in studies of eminent and gifted achievers provides some themes which can be helpful to the parents of gifted children. Family structure, climate, and values showed some similarities as well as some dramatic differences. The main themes applicable to parenting are: (a) extreme amounts of early attention may confer too early adult status and attention dependence, (b) consistency between parents is more critical than any particular style of parenting, (c) independence for home-work completion is characteristic of achievers, (d) parent interest in and satisfaction with personal careers and intrinsic learning must be specifically communicated to children in order to provide appropriate achieving role models, and (e) reasonable standards of family organization appear important for achievement.",981.0,FAMILY ENVIRONMENTS OF UNDERACHIEVING GIFTED STUDENTS,1988.0
THE PENNSYLVANIA SUPREME-COURT DECISION ON GIFTED EDUCATION    ,982.0,THE PENNSYLVANIA SUPREME-COURT DECISION ON GIFTED EDUCATION,1988.0
"SECRETS OF AWARD WINNING PROGRAMS FOR THE GIFTED IN MATHEMATICS   The objectives of this study were to identify high schools with well-developed programs for gifted students in mathematics and to isolate the key ingredients of such programs. The first objective involved analyzing data from 509 schools. Four stringent criteria were applied to isolate the top 2% of the schools, and these were labeled exemplary schools. Each of the exemplary schools had developed viable independent study research programs in mathematics. The key ingredients included the following: dynamic research-oriented math teachers, development of problem-centered courses that used no text or tests, active administrative support, active recruiting, and contact with nearby universities. None of the schools had above average facilities or extensive computer resources.",983.0,SECRETS OF AWARD WINNING PROGRAMS FOR THE GIFTED IN MATHEMATICS,1988.0
THE PREPARATION OF MANUSCRIPTS - SOME REFLECTIONS    ,984.0,THE PREPARATION OF MANUSCRIPTS - SOME REFLECTIONS,1988.0
THINKING STRAIGHT AND WRITING THAT WAY - PUBLISHING IN THE GIFTED-CHILD QUARTERLY    ,985.0,THINKING STRAIGHT AND WRITING THAT WAY - PUBLISHING IN THE GIFTED-CHILD QUARTERLY,1988.0
"EFFECTS OF THE REVOLVING DOOR IDENTIFICATION MODEL ON CREATIVE PRODUCTIVITY AND SELF-EFFICACY   The study examined the effects of the Revolving Door Identification Model on student creative productivity and self-efficacy as regards creative productivity. Seventh and eighth grade students who had participated in RDIM programs for at least four years were compared with comparable students in a near-by district who received no services. Participation in an RDIM program and number of projects in school were identified as significant predictors of creative productivity outside school. RDIM students who did Type III projects were more likely to report that the project affected their career goals, improved research skills, led to a more positive attitude toward school, and increased insight into personal strengths and weaknesses than students not in the RDIM program who completed major school projects.",986.0,EFFECTS OF THE REVOLVING DOOR IDENTIFICATION MODEL ON CREATIVE PRODUCTIVITY AND SELF-EFFICACY,1988.0
"THE MULTIPLE MENU MODEL FOR DEVELOPING DIFFERENTIATED CURRICULUM FOR THE GIFTED AND TALENTED   The history of curriculum development for the gifted has witnessed a seesaw effect rather than an appropriate balance between authentic knowledge (content) and instructional techniques (process). The Multiple Menu Model is a practical set of planning guides that can assist curriculum developers in combining content with instructional strategies. Menus are provided in the areas of Knowledge, Instructional Objectives and Student Activities, Instructional Strategies, Instructional Sequences, and Artistic Modification. Each of the five planning menus is designed to provide specific forms of guidance for the construction of curricular material that is consistent with generally agreed upon goals of gifted education. A lesson planning guide is designed to synthesize and insure representation of the content and process selected from the respective menus.",987.0,THE MULTIPLE MENU MODEL FOR DEVELOPING DIFFERENTIATED CURRICULUM FOR THE GIFTED AND TALENTED,1988.0
