kor_full,no,title,year
"메타인지 전략에 기반한 코스웨어 설계 메타인지 전략, 코스웨어 설계, 교수 모형, 교수 설계, 인지도제 모형 현재 개발된 대부분의 코스웨어들은 학습 효과를 높이기 위한 교수 전략 부족으로 질적인 면에서 부정적인 평가를 받고 있다. 그리고 코스웨어 설계는 시간이 많이 걸리며 어려운 작업이다. 따라서 코스웨어 개발을 체계적으로 하고 학습 효과를 높이기 위한 개발 방법들이 요구된다. 본 연구는 메타인지 전략을 활용하여 코스웨어 설계 방향 및 관리를 용이하도록 하였다. 또한 교수 모형 구체화 틀을 메타인지 도구로 활용하여 설계를 쉽게하고 학습 효과를 높인 코스웨어의 질 향상도 추구하였다. 그리고 이 방법을 교육대학의 코스웨어 설계론 수강자들에게 적용하였다. 적용 후 분석 결과 메타인지 전략으로 코스웨어 설계가 쉽고, 설계 과정 중 자신의 설계 방향을 모니터링 할 수 있었다. 교수 모형 구체화 틀을 메타인지 전략으로 활용함으로 체계적인 설계를 할 수 있었고 구체적 교수 전략을 구현 할 수 있었다. 그러나 설계자들이 교수모형 구체화 틀을 만드는 데 어려움이 있었고, 교수모형 구체화 틀의 공유가 필요하였다.",822.0,메타인지 전략에 기반한 코스웨어 설계,2016.0
"초등학생을 위한 그래프 학습 언플러그드활동 개발 그래프 이론, 그래프 알고리즘, 소프트웨어 교육, 언플러그드 활동, 최단경로 언플러그드 컴퓨터과학 활동은 카드, 실, 크래용 등 주변의 물건들을 사용하는 놀이와 퍼즐을 통하여 컴퓨터과학에 대하여 학습하는 활동의 모음이다. 기존의 언플러그드 활동은 알고리즘을 소개하고 실생활에 적용하는 것에 편중되어 문제 해결을 위하여 알고리즘을 적용하기 전에 이루어져야 할 자료의 표현 방법에 대한 활동은 상대적으로 부족한 실정이다. 본 연구에서는 초등학생들에게 그래프 이론의 기본 개념과 실생활에 적용할 수 있는 그래프 알고리즘을 소개하는 언플러그드 수업을 설계하고 수업을 실시한 후에 설문조사를 통하여 수준의 적절성과 수업 효과에 대하여 평가하였다. 설문 응답을 분석한 결과 모든 응답자가 본 연구에서 제시한 수업 내용이 초등학생에게 적합하다고 응답하였고 수업의 효과와 적절성에 대하여 긍정적인 응답을 보였다.",823.0,초등학생을 위한 그래프 학습 언플러그드활동 개발,2016.0
"2015 개정 교육과정을 대비한 교육대학교의 소프트웨어교육과정에 대한 수요 분석 소프트웨어 교육, 교육과정, 교육대학교, 프로그래밍 교육, 수요 분석 2015 개정 초등학교 교육과정에 포함된 SW 교육은 초등학교 실과 교과에 포함되어 있으며, 핵심 내용은 SW 활용 교육이 아닌 프로그래밍 교육을 중심으로 한 SW 제작 교육이다. 따라서 초등교원을 양성하는 교육대학교에서는 프로그래밍 교육을 포함한 SW 교육과정이 마련되어야 한다. 이를 위해 예비교원들을 대상으로 프로그래밍 교육의 경험과 유형, SW 교육에 대한 이해도와 필요성을 조사하였다. 그 결과, 예비교원들의 SW 교육에 대한 이해도가 높고, 필요성도 인식하고 있었으나, 프로그래밍 교육 경험이 없거나 정규 교육을 통해 배우지 않은 학생들은 SW 제작 교육에 대한 이해도가 낮아 필요성도 낮게 나타났다. 따라서 SW 제작 교육을 중심으로 강좌를 교육대학교의 전공 과정으로 개설해야 한다.",824.0,2015 개정 교육과정을 대비한 교육대학교의 소프트웨어교육과정에 대한 수요 분석,2016.0
"컴퓨팅 사고력 향상을 위한 초등 피지컬 컴퓨팅 교육과정 개발 소프트웨어교육, 교육용 프로그래밍 언어(EPL), 피지컬 컴퓨팅, 컴퓨팅 사고력, 문제해결력 소프트웨어교육의 도구로서 블록형 교육용 프로그래밍 언어(EPL)는 무료로 이용할 수 있고, 피지컬 컴퓨팅은 현실세계와 컴퓨팅 환경을 연결시켜줌으로써 실생활 문제 해결이라는 목표에 더욱 가깝게 다가갈 수 있도록 해주기 때문에, 특히 초등학교 단계에서 학생들이 직관적으로 이해하기 쉬우며 알고리즘적 사고를 향상시키기 때문에 많이 이용되고 있다. 본 연구에서는 초등학생도 회로지식 없이 쉽게 접할 수 있고 가격적인 측면에서도 큰 부담이 가지 않는 엔트리와 센서보드를 활용한 EPL 및 피지컬 컴퓨팅 교육과정을 제시하고, 초등학교 6학년 학생을 대상으로 12차시의 EPL 교육과정과 8차시의 피지컬 컴퓨팅 교육과정을 개발하고 적용하였다. 본 연구의 결과 EPL 교육과정을 적용한 집단과 피지컬 컴퓨팅 교육과정을 추가로 적용한 집단 모두 학생들의 컴퓨팅 사고력 향상에 유의미한 효과가 있었으며, 피지컬 컴퓨팅 교육과정을 추가로 적용한 집단에서 컴퓨팅 사고력 요소의 자료표현, 수행 및 검증, 일반화에서 유의하게 더 큰 향상을 보였다.",825.0,컴퓨팅 사고력 향상을 위한 초등 피지컬 컴퓨팅 교육과정 개발,2016.0
"플립드러닝 성과를 예측하는 요인 규명 플립드러닝, 내재적 동기, 자기 조절, 수업 흥미, 과학 흥미, 학업성취도 본 연구는 플립드러닝 환경에서 학습성과를 높이기 위해 고려해야 할 지침을 얻고자, 플립드러닝 성과변인으로 수업흥미, 과학흥미, 학업성취도를 선정하였고, 이를 예측하는 요인으로 내재적 동기, 자기조절을 선정하여 이들의 예측력을 규명하였다. 이를 위해 2015학년도 1학기에 서울 지역의 A 중학교 1학년 학생 44명을 대상으로 약 5주 동안 과학수업에서 플립드러닝을 진행하였으며, 수업 종료 후 학습자의 설문을 수거하여 상관분석 및 회귀분석을 실시하였다. 연구 결과, 플립드러닝 환경에서 내재적 동기는 수업흥미와 과학흥미를 유의하게 예측하였고, 자기조절은 학업성취도를 유의하게 예측하는 것으로 나타났다. 이는 플립드러닝 환경에서 학습자의 학습성과를 높이기 위해서는 내재적 동기, 자기조절을 증진시키는 교수학습전략이 필요함을 시사한다.",826.0,플립드러닝 성과를 예측하는 요인 규명,2016.0
"2015 개정 교육과정의 소프트웨어 교육에 대한 초등교사들의 인식 분석 초등학생, 소프트웨어 교육, 소프트웨어 교육과정, 내용 체계, 성취기준 21세기 지식 정보 사회의 창의적인 인재 양성을 위해 2018년도부터 초등학교에서 소프트웨어 교육을 실시한다. 2015년에는 초등학교에서 실시되는 소프트웨어 교육의 교육 내용과 성취기준을 만들었다. 본 연구는 초등학교 교사 199명을 대상으로 소프트웨어 교육에 대한 인식을 조사했고, 조사 결과는 다음과 같다. 첫째, 소프트웨어 교육이 초등학교에 필요하고, 17시간으로는 부족하다. 둘째, 현재 교사들은 일반적인 소프트웨어 교육의 교육 내용, 교수 학습 방법, 평가 방법, 자료 개발 방법 등의 내용을 잘 모른다. 셋째, 성취기준에 대한 이해, 성취기준 적합한 교육 자료 개발과 지도 방법에 대해서도 인지가 낮다. 따라서 초등학교 모든 교사가 교사 연수를 통하여 성취기준에 적합한 교수학습 자료 개발, 평가 방법, 지도 방법을 알 수 있게 해야 한다.",827.0,2015 개정 교육과정의 소프트웨어 교육에 대한 초등교사들의 인식 분석,2016.0
"문자의 이진체계 교육 콘텐츠 개발에 관한 연구 컴퓨터과학, 언플러그드, 이진체계, 문자표, 활동중심학습 컴퓨터과학의 원리를 교육하기 위한 도구로서 언플러그드 교육은 널리 사용되고 있다. 본 연구에서는 초등학교에서 자연수를 이진체계로 표현하는 사전 학습이 이루어진 학생들을 대상으로 문자를 이진체계로 표현하는 교육자료 개발에 대해 제시하였다. 학습방법은 활동중심학습으로 구성하였으며, 학습내용은 생활 속의 문자를 이진체계로 표현하는 원리를 학습하기 위하여 문자를 수와 대응시킨 문자표를 사용하여 이진체계로 표현하기이다. 개발된 자료의 적합성 평가를 위하여 교육자료를 현장에 적용하였으며, 그 결과는 문자의 이진체계 표현에 대한 지식과 적용 및 확장은 효과적인 것으로 평가되었다.",828.0,문자의 이진체계 교육 콘텐츠 개발에 관한 연구,2016.0
"SNS형식의 전자책 제작 수업을 통한 초등학생의 학업 성취도 및 학습 태도 연구 SNS, E-Book, 네이버포스트, 스마트교육, 소프트웨어교육 본 연구는 전자책 제작 도구의 하나인 SNS형식의 ‘네이버 포스트’를 이용하여 전자책을 제작하는 수업활동이 학생들의 학습 태도와 학업 성취도에 미치는 영향을 알아보는 데 목적이 있다. 연구는 한 공립 초등학교 4학년 2개 학급 중, 1개 반 25명은 실험집단으로 사회과 교과에 대하여 SNS형식의 전자책 제작활동 수업을 적용하였으며, 다른 1개 반 25명은 비교집단으로 일반적인 사회과 수업을 실시한 후 그 효과를 비교분석하였다. 실험 분석 결과, SNS형식의 전자책 제작 활동 수업은 실험집단의 학업성취도 향상에는 유의미한 영향을 주지 못하였으나 학습태도 향상에 유의미한 영향을 미치는 것으로 분석되었다.",829.0,SNS형식의 전자책 제작 수업을 통한 초등학생의 학업 성취도 및 학습 태도 연구,2016.0
"짝 프로그래밍 학습방법이 창의적 문제해결력과 효율성에 미치는 영향 짝 프로그래밍, 창의적 문제해결력, 효율성 2015 개정 교육과정에 의해 프로그래밍 교육이 초등학교 교과에 반영됨에 따라 프로그래밍 교육에 대한 교수학습방법과 관련된 연구가 필요한 시점이다. 따라서 본 연구에서는 초등학생을 대상으로 짝 프로그래밍 학습방법을 적용하여 창의적 문제해결력과 효율성에 미치는 영향을 분석하였다. 본 연구의 학습방법을 적용한 결과 기존의 강의식 교수법으로 수업했을 때보다 짝 프로그래밍 학습방법으로 수업했을 때 창의적 문제해결력에서 효과가 있었고 그 하위 요소 중 비판적·논리적 사고력에서도 효과가 있는 것으로 나타났다. 또한 짝 프로그래밍 학습방법을 적용했을 때 완성된 프로그램의 효율성에서 유의미한 차이가 있으며 남녀 사이의 격차를 줄일 수 있는 것으로 나타났다.",830.0,짝 프로그래밍 학습방법이 창의적 문제해결력과 효율성에 미치는 영향,2016.0
"초등학생을 위한 데이터 표현 교육에 관한 연구 데이터 표현, 언플러그드, 소프트웨어 교육, 초등학생, 교수학습 실세계에서 데이터는 숫자와 문자, 이미지, 소리 등 다양한 형태로 존재한다. 하지만 컴퓨터에서는 실세계의 데이터를 디지털 형태인 1과 0으로 표현하고 있다. 초등학생들은 전통적인 강의식 방법으로는 컴퓨터에서 사용하고 있는 데이터 표현에 대한 개념을 이해하기에는 매우 어렵다. 따라서 본 논문에서는 초등학생들이 데이터 표현 개념을 쉽게 이해할 수 있도록 기존의 연구를 분석하고 언플러그드 교수-학습 방법에 대해 연구하였다. 이를 위해 정보교육학회 소프트웨어교육 내용 체계를 분석하고, 초등학교 중학년을 위한 데이터 표현 교육 내용을 선정하였다. 또한 데이터 표현 교육을 위해 언플러그드 방식을 이용한 교수-학습 지도안을 개발하고 수업자료를 개발하였다. 본 연구에서 제시한 언플러그드를 통한 교수-학습 방법이 데이터 표현 교육에 도움이 되기를 기대한다.",831.0,초등학생을 위한 데이터 표현 교육에 관한 연구,2016.0
