kor_full,no,title,year
"효율적 교수학습을 위한 웹 기반 수행평가 시스템 설계 및 구현   본 연구의 목적은 웹 기반 수행평가의 문제중심별 상황학습에 따른 제작, 실시, 채점 및 전송과정을 통하여 교수자의 현장운영 및 학습자의 자기주도적 학습과 상호작용 증진을 통한 교수-학습의 효과를 증대시키는데 있다. 이를 위해 학교현장의 효율적 운영과 학습효과를 위한 구성주의적 문제중심학습(PBL)과 웹 기반 학습공동체 중심의 상황학습을 반영한 웹기반 수행평가 설계모형을 개발하였다. 웹 기반 제작은 자동제작을 통해 문제중심의 자기주도적 학습이 이루어지며, 상황학습을 적용한 템플릿 제작에서는 구체적 사례 기반의 맥락에 따른 학습이 수행된다.",192.0,효율적 교수학습을 위한 웹 기반 수행평가 시스템 설계 및 구현,2004.0
컴퓨터보조 자기장학이 Flanders 주요수업언어지수 향상에 미치는 효과    ,193.0,컴퓨터보조 자기장학이 Flanders 주요수업언어지수 향상에 미치는 효과,2004.0
"초등학교 학생들을 위한 사이버 상담 시스템 사이버상담, 비밀상담, 사이버 상담시스템 정보화 사회가 우리에게 가져다준 초고속 정보통신망을 활용하여 기존의 면대면 상담형태를 탈피하여 사이버 상담시스템을 설계하고 적용하였다. 본 사이버 상담시스템의 특징은 통신수단을 매개로하여 상담을 실시하는 형태로, 시․공간을 초월하여 학생들이 가지고 있는 고민을 자유롭게 상담할 수 있으며 내담자를 위한 시스템을 설계함으로써 활발하고 적극적인 상호작용이 이루어지도록 하여, 평소 상담자체에 불신이나 거부감, 또는 막연한 불안을 가지고 있는 내담자들에게 상담에 대한 인식을 새롭게 바꾸어 흥미를 가지고 상담에 적극적으로 참여할 수 있도록 하였다. 인터넷상에 존재하는 많은 사이버 상담실은 이메일을 통해서만 비밀 상담할 수 있도록 설계되어 있어 단회적인 상담으로 끝나는 경우가 많은데, 본 논문은 이미 구축되어 있는 개인 홈페이지가 사용되는 웹 서버를 활용하여 상담자와 내담자만의 비공개 상담 형태를 포함하여 다양한 형태의 상담이 지속적으로 이루어지도록 사이버 상담시스템을 설계하였다.",194.0,초등학교 학생들을 위한 사이버 상담 시스템,2004.0
"인터넷 소프트웨어 제작을 위한 PDA용 원격교육시스템 개발   유비쿼터스 환경이 도래함에 따라 언제 어디서나 어떤 단말기를 통해서도 정보를 얻을 수 있는 환경이 제시되었고, 모바일 장비의 성능이 개선되어가면서 무선인터넷 환경을 기반으로 운영될 수 있는 솔루션의 수요가 점차 증가되고 있는 추세이다. 이에 본 논문에서는 무선인터넷 환경에 적응력 있게 대응하기 위한 원격 교육 솔루션을 개발하고자 하며 이를 위하여 다른 그래픽 포맷들과는 달리 해상도의 크기가 변경되더라도 고품질의 가독성을 유지할 수 있는 SWF를 이용하여 포켓 PC의 대역폭 및 해상도 문제를 해결한 원격교육시스템을 설계 및 구현하였다.",195.0,인터넷 소프트웨어 제작을 위한 PDA용 원격교육시스템 개발,2004.0
"재량활동시간을 이용한 ICT 활용교육의 현황 및 개선방안   제7차 교육과정은 국민공통기본 교과 수업에서 정보통신기술을 10% 이상 활용하도록 하는 목표를 제시하고 학년별로 주당 학습시간을 정하여 실시하도록 한다. 하지만 초등학교의 교육현장에서 보면, 아동들이 컴퓨터실에서 ICT 활용교육을 실시하기 위한 환경이 부족한 편이다. 교사들 또한 준비되어 있지 않아서 7차 교육과정의 실시에는 부족한 점이 많다. 이에 본 논문은 초등학교에서 실시하고 있는 ICT 교육의 실태를 파악하고 개선 방안 모색을 목적으로 초등교사들의 의견을 설문지를 통해 조사한다.",196.0,재량활동시간을 이용한 ICT 활용교육의 현황 및 개선방안,2004.0
"초등학교 과학 교구 관리시스템   최근 학교 현장에 인터넷의 보급과 함께 새로운 방식의 교육 형태와 학교 업무 전산화의 필요성이 대두되었다. 이에 따라 새로운 교육 방식으로서 ICT (Information & Communication Technology) 활용교육을 통한 다양한 교수-학습 모형이 시도되고 있으나, 학교 업무 전산화는 오프라인에서 종이문서를 단편적으로 입력하고 데이터를 출력하는 형태에 머물러 있다. 따라서 본 연구에서는 웹 기반의 업무처리 방식에 따른 초등학교 과학 교구 관리시스템을 제안한다. 본 시스템의 특징은 다음과 같다. 첫째, 학교에서 관리하는 과학 교구 관리업무를 시․도교육청 기준안에 따라 표준화, 정보화하고 또한 교육청의 교구기준에 따라 자료를 선정하여 업무의 효율성과 신속성을 증진시킨다. 둘째, 교구관리시스템을 기초 정보 관리, 교구 기준 관리, 교구 현황 관리 등으로 구성하여 필요한 정보를 쉽고 빠르게 파악할 수 있다. 셋째, 초등학교 교구기준에 맞추어 설계함으로써 기준량, 보유량 및 부족량의 파악과 교구확충계획을 효율적으로 수립하여 업무의 경감과 인력 및 시간의 낭비를 줄일 수 있다.",197.0,초등학교 과학 교구 관리시스템,2004.0
"교육정보 관리시스템 운영에 대한 초등학교 교직원의 의식 조사 연구   본 연구에서는 일선 초․중등학교에서 활용되고 있는 교육정보 관리시스템의 운영 실태를 파악하고 그 활용의 효과성에 대한 교직원들의 견해를 조사하였다. 특히, 새롭게 도입하려다가 많은 반대에 부딪혀 시행을 보류하고 있는 NEIS의 도입 가능성과 문제점에 대한 의식 실태를 중점적으로 조사하였다. 조사 방법은 설문지를 이용하였으며, 표집 대상을 시내 소재 학교와 시외 소재 학교, NEIS 시범 운영 학교와 비시범 운영 학교로 구분하여 표집 하였다. 수집된 자료의 분석은 각 항목별로 빈도와 백분율을 산출하였고 항목들간의 상관관계를 알아보기 위해 2검정을 실시하였다. 본 연구는 지금까지 도입되고 있는 교육정보 관리시스템의 운영 실태, 활용 효과, 문제점 등을 파악하고 개선점을 제언함으로써 향후 교육정보 관리시스템 운영에 도움을 줄 것으로 기대한다.",198.0,교육정보 관리시스템 운영에 대한 초등학교 교직원의 의식 조사 연구,2004.0
"정보통신윤리에 대한 초등 교사들의 인식수준 분석과 개선 방향에 관한 연구   본 연구는 학생들의 문제점을 가까이 접하고 있는 초등학교 현장 교사의 정보통신윤리 교육의 의식수준과 교육실태 분석을 통하여 정보통신윤리 교육의 활성화 방안을 제안하는데 목적이 있다. 즉, 정보통신 윤리 교육의 현황을 파악하고, 현재 실시되는 정보통신의 윤리 교육 상황에도 불구하고 발생되는 불건전한 정보의 유통, 게임 및 통신 중독, 정보의 오․남용 등의 역기능을 살펴본다. 한편, 미래를 이끌어 갈 아동의 교육을 책임지고 있는 학교현장의 교사를 대상으로 정보통신 윤리에 대한 의식수준을 조사한 후 이를 토대로 역기능을 줄이기 위한 학교에서의 정보통신 윤리교육 활성화 방안을 제안한다.",199.0,정보통신윤리에 대한 초등 교사들의 인식수준 분석과 개선 방향에 관한 연구,2004.0
"웹기반교육의 효과성 제고를 위한학습자 평가준거 개발   웹기반교육에서 학습의 주체는 학습자이다. 교육전문가나 전문적인 시스템 개발자가 효과적이라고 생각하는 웹기반교육을 학습자는 전혀 다르게 받아들여질 수 있다. 이에 본 연구는 학습자가 성공적인 웹기반교육이라고 인정하는 주요 조건들을 살펴보고자 하였다. 진행한 연구방법으로는 문헌분석을 통해 효과적인 웹기반 교육의 전략들을 총 35개의 준거들을 도출하여 설문조사한 후 요인분석을 실시하여 4개의 요인 28개의 평가준거들을 도출하였다. 연구결과에 따르면 학습자들은 의미있는 웹기반교육을 교수전략, 시스템편의성, 학습지원, 화면구성 등의 영역 안에서 평가함을 알 수 있었으며, 이러한 영역들의 효율성을 제고하기 위해서는 체제적 교수설계 전략을 통한 웹기반교육의 요구분석, 설계, 개발, 운영, 평가 등의 일련의 과정을 총실하게 따라야 할 것이다.",200.0,웹기반교육의 효과성 제고를 위한학습자 평가준거 개발,2004.0
"교원 원격 연수 시스템 분석을 통한 원격 연수 활성화 방안에 관한 연구   본 연구에서는 인터넷을 이용한 교원 정보화 원격 연수 시스템의 로그 정보를 분석하고, 연수자의 성적을 분석하였다. 분석 결과를 요약하면 다음과 같다. 첫째, 연수자의 대부분이 근무 시간대에 학교에서 접속하며, 시험 주간에는 일요일의 접속 회수가 현저하게 높게 나타났다. 둘째, 동료 교사와 함께 참여한 연수자는 그렇지 않은 연수자보다 온라인 평가의 성적과 이수율이 높게 나타났다. 그러나 온라인 평가 성적에 대한 낮은 배점으로 최종 성적에는 영향을 미치지 못하였다. 셋째, 온라인 평가의 배점 비율은 20∼30%가 적당하다. 넷째, 하위권의 연수자는 접속 회수가 높을수록 최종 성적이 높게 나타났다. 따라서 사전 평가를 통해서 그들의 능력을 미리 파악하고, 그것을 통해서 하위권 연수자에 대한 지속적인 관심과 독려가 필요하다.",201.0,교원 원격 연수 시스템 분석을 통한 원격 연수 활성화 방안에 관한 연구,2004.0
