eng_full,no,title,year
From the editor    ,424.0,From the editor,2004.0
"Factors influencing the development of perfectionism in gifted college students   This study is part of a larger research investigation of perfectionism in gifted college students. Employing a qualitative interview design, this study examined factors comntributing to the development of two dimensions of perfectionism, socially prescribed and self-orientated, in gifted college students. Findings indicated that exposure to parental perfectionism and an authoritarian parenting style led to the perception of stringent expectations, self-worth tied to achievement, and a fear of disappointing others, which collectively influenced the development of socially prescribed perfectionism. Factors contributing to the development of self-oriented perfection included mastery of early academic experiences without effort, no previous experience with academic failure, and modeling of parental perfectionism. Implications for future research and recommendations for parents and educators of gifted children are suggested.",425.0,Factors influencing the development of perfectionism in gifted college students,2004.0
"Parenting styles and mental health of Arab gifted adolescents   This study examined the parental styles and psychosocial adjustment of adolescents and the relationship between them in gifted as compared to non-gifted Arab adolescents. Five scales-The parental Authority Questionnaire. Child Attitude Toward Parents, Lipsitt's Self-Concept Scale for Children, Rosenberg Self-esteem Scale, and the Psychological State Scale-were administered to 118 gifted and 115 nongifted Arab adolescents in Isreal. Results indicate that parents of gifted adolescents tend to be more authoritarive and less authoritarian then parents of nongifted adolescents. The attitudes of the gifted adolescents their parents were more positive than those of the nongifted adolescents. The gifted displayed higher self-esteem and fewer identity disorders, phobias, and conduct disorders than the nongifted adolescents. The authoritative parental style correlates positively with the mental health of both gifted and nongifted adolescents, while the authoritarian parenting impacts negatively on the mental health of the gifted, but not of the nongifted adolescents. The study results indicate that the authoritarian parenting style is a crucial factor that influences the well-being of gifted children and may affect their psychological adjustment. More studies are needed among gifted underachievers and among eminent Arab writers and artists.",426.0,Parenting styles and mental health of Arab gifted adolescents,2004.0
"Reliability and validity of learning behaviors scale (LBS) scores with academically talented students: A comparative perspective   In this study, teacher ratings of academically talented (AT) students on the Learning Behaviours Scale (LBS) were examined for evidence of reliability and validity in two cohorts attending a summer program. The LBS is a 29-item rating scale assessing learning behaviours related to academic success. Cohort 1 consisted of 387 students and cohort 2 consisted 287 students. The AT students , scores were similar to scores of gifted and talented and high-IQ students in the normative sample, and reliability estimates of participants' scores were in the moderate to high range. The scores resulted in factors that were similar to those found in the normative sample. and coefficients of congruence were greater than .85 for two LBS factors across samples. LBS scores predicted achievement after controlling for previous achievement and socioeconomic status. Future research should examine LBS scores in public school settings with identified and referred students.",427.0,Reliability and validity of learning behaviors scale (LBS) scores with academically talented students: A comparative perspective,2004.0
"The case law on gifted education: A new look   To fill a gap in the literature, this article provides a comprehensive, concise, and current overview of the case law-specifically, published hearing/review officer and court decisions-concerning gifted education for K-12 students. This case law represents two distinct groups: gifted-alone, designating students whose legal status is based solely on their gifted status, and gifted plus, designating students who not only are gifted, but also have special legal status typically in terms of disability (i.e., twice exceptional'') or race. The outcomes of the case law in both categories have generally favored the defendant school districts. The abscence in many states of strong and specific legislation or regulations for gifted-alone students and the lack of judicial sensitivity to the complexity of the gifted-plus category likely contribute to the overall district-friendly trend of the case law to date.",428.0,The case law on gifted education: A new look,2004.0
"Reading instruction for talented readers: Case studies documenting few opportunities for continuous progress   In this study, a team of researchers conducted multiple observations in 12 third-and seventh grade reading classrooms in both urban and suburban school districts over a 9-month period. These observations focused on whether talented readers received differentiated reading curriculum and/or instructional strategies. Talented readers were defined as students reading at least two grades above their chronological grade placement who also had advanced language skills and advanced processing capabilities in reading. Results indicated that talented readers received some differentiated reading instruction. Appropriately challenging books were seldom made available for talented students in their classrooms, and they were rarley provided with more challenging work. Different patterns did emerge across districts. For example, the three classroom teachers who did provide some level of differentiation all taught in suburban schools.",429.0,Reading instruction for talented readers: Case studies documenting few opportunities for continuous progress,2004.0
"An instrument for the measure of Dabrowskian overexcitabilities to identify gifted elementary students   The ElemenOE is a likert-scaled observation checklist developed in this study to measure 5 personality charachteristics in elementary school children , with predictive validity for identifying giftedness. The characteristics, named overexcitables, are described within the context of Dabrowski's Theory of Positive Disintegration. Five scholars of Dabrowski's theory rated an initial 100 items for content validity. The 61 strongest items comprised the pilot instrument, which teachers used to describe 373 students. Exploratory factor analysis using varimax rotation found factors that related to 5 OEs. Items with loadings of less than .5 were eliminated, thus creating the 30-item ElemenOE. Teachers used the ElemenOE to describe 171 gifted and nonidentical children. A discriminant analysis yielded one function that significantly discriminated between groups. The ElemenOE classified 76% of gifted students and 42% of nonidentified students as having similar OE profiles. These results indicate that, with revisions, the elementOE may be useful in identifying gifted students who are missed by traditional identification measures.",430.0,An instrument for the measure of Dabrowskian overexcitabilities to identify gifted elementary students,2004.0
From the editor    ,431.0,From the editor,2004.0
"Social self-concept, social attributions, and peer relationships in fourth, fifth, and sixth graders who are gifted compared to high achievers   Socially related self-concept attributions for social success and failure, and peer relationships were investigated for fourth through sixth graders identified as intellectually gifted and a comparison group of high achievers not identified as gifted. The group identified as gifted scored significantly on 3 of 4 socially related self-concept subscales (p < .01) and on the general self-concept scale (p < .05) of the Self-Description Questionnaire-I (March, 1998). On the Student Social Attribution Scale (Bell & McCallum, 1995), an interaction effect was noted, with the group identified as gifted scoring higher than the comparison group on attributions for social success due to ability and effort and lower on attributions for social failure due to ability, effort, and task difficulty. Though teachers' ratings of peer relationships yielded no differences between the 2 groups, boys across groups were rated significantly higher than girls (p < .05).",432.0,"Social self-concept, social attributions, and peer relationships in fourth, fifth, and sixth graders who are gifted compared to high achievers",2004.0
"A comparative study of creativity and cognitive problem-solving strategies of high-IQ and average students   This study assessed the creative thinking abilities of high-IQ and average students on fluency, flexibility, originality and elaboration. Seventeen high-IQ fifth and sixth graders and 20 average fifth and sixth graders were given 4 batteries of Torrance's Verbal and Figural Tests (A and B) as pretests and posttests and three Future Problem Solving tasks to assess their creative thinking and problem-solving skills. A significant interaction between performance, and IQ over time was demonstrated for verbal fluency. The high-IQ students scored low and finished higher over time. The average students scored high on the pretest, but dropped over time. The interaction for figural elaboration indicated little difference between the groups at pretest, but there was an increase for the average students, and a decrease for the high-IQ students at posttest. Variability in performances of both high-IQ students and average students suggests the need for training in creative thinking skills.",433.0,A comparative study of creativity and cognitive problem-solving strategies of high-IQ and average students,2004.0
"Cognitive and motivational characteristics of adolescents gifted in mathematics: Comparisons among students with different types of giftedness   Although numerous studies have compared cognitive and motivational characteristics between gifted versus nongifted students, research comparing those characteristics among different types of gifted students has not kept up with the theoretical development that saw a transition from unidimensional to multidimensional conceptualizations of giftedness. This study compares cognitive and motivational characteristics of high school students who are academically gifted in math, creatively talented in math, and nongifted. Whereas no differences between were found among the three groups in their beliefs about ability, most of the other characteristics examined in the study distinguished the three groups. Academically gifted female students reported expending more effort than did academically gifted male students. Creatively talented males put forth more effort than academically gifted males, and the creatively talented in general used more cognitive strategies than the academically gifted. Overall, students who were either academically gifted or creatively talented in mathematics perceived that they were self-efficacious in general, used cognitive strategies, perceived their math ability and math self-efficacy to be high, and valued learning math more so than their nongifted age peers.",434.0,Cognitive and motivational characteristics of adolescents gifted in mathematics: Comparisons among students with different types of giftedness,2004.0
