kor_full,no,title,year
"파이선(Python) 학습을 위한 평가 프로세스 설계 파이선, 컴퓨팅 사고력, 텍스트 기반 프로그래밍 언어, SW교육, 프로그래밍 평가 본 논문은 기존 컴퓨팅 사고력 평가 연구를 분석하고 보완하여 형성적 관점에서 컴퓨팅 사고력을 평가하는 방안을 탐색하고, 텍스트 기반 프로그래밍 언어인 파이선을 활용한 프로그래밍 언어 학습 평가를 위한 평가 프로세스를 설계하기 위해 수행되었다. 이와 같은 목적으로 컴퓨팅 사고력 영역을 탐색하고 평가 설계에 관련된 연구를 분석하였다. 또한, 초보자가 학습하는 파이선 프로그래밍의 학습 영역을 확인하고, 파이선 학습을 통해 획득할 수 있는 컴퓨팅 사고력 영역을 규명하였다. 이들을 종합하여 컴퓨팅 사고력에 해당하는 구문을 분석하여 피드백을 제공하는 평가 방법을 설계하였다. 아울러, 순서도와 의사코드를 활용하여 아이디어를 나타내게 함으로써 반성적 사고를 통한 자기평가가 가능하게 하고, 커뮤니티를 활용한 코드공유 및 의사소통을 통해 동료피드백이 가능한 평가 프로세스를 설계하였다는 데에 본 연구의 시사점이 있다.",1089.0,파이선(Python) 학습을 위한 평가 프로세스 설계,2020.0
"모바일 기기 기반의 디지털 리터러시 교육 방안에 대한 연구 모바일 기기, 디지털 리터러시, BYOD, 교육 프로그램, 소프트웨어 도구 컴퓨터 테크놀로지의 발전으로 컴퓨팅 환경이 모바일 기기 기반으로 급속히 바뀌어가고 있다. 지금까지 디지털 리터러시 교육은 데스크 탑 PC 기반의 교육이 이루어졌으나 이를 모바일 환경에 맞는 리터러시 교육으로 변화가 필요한 시점이다. 본 논문에서는 모바일 기기의 특성을 가진 모바일 기반 디지털 리터러시 MoDL(Mobile Device Digital Literacy) 교육 체재를 제안한다. MoDL을 3단계로 구축하여 모바일 디지털 환경을 구축하는 MoDE(Mobile Based Digital Environment)와 이를 교육에 활용할 때에는 BYOD(Bring Your Own Devices) 수업 방식을 제안한다. 마지막으로 모바일 디지털 리터러시를 학습하는 MoDLI(MoDL Instruction)을 단계별로 제시한다. 제시된 MoDL 교육 체재에 대한 타당도를 검증하기 위하여 전문가 8인에게 설문조사를 실시하여 내용타당도 비율(Content Validity Ration: CVR)을 산출하였다. 그 결과 MoDLI의 현장 적용성을 제외한 모든 항목에서 내용타당성을 확보하였다.",1090.0,모바일 기기 기반의 디지털 리터러시 교육 방안에 대한 연구,2020.0
"2015 개정 실과교과서의 로봇교육 체제 분석 교과서 분석, 단원 분석, 로봇 교육, 로봇 윤리, SW 교육 본 논문에서는 2015 개정 실과교과서의 로봇 교육과 관련된 단원을 분석하였다. 분석결과, 모든 교과서는 도입, 전개, 정리의 공통 체제를 지니고 있었고, 모두 비슷한 흐름을 보이고 있었다. 학습목표는 모든 교과서에서 제시하고 있었으나, 인지, 기능적인 목표 이외에 정의적인 목표는 제시되지 않았다. 로봇 학습 내용은 로봇의 의미와 종류, 로봇의 구조와 센서, 로봇 만들기 활동을 제시하고 있으나 로봇 윤리, 다양한 로봇작품 제작 및 활동, 문제해결과정에서 로봇활용 등의 내용은 제시되지 않고 있다. 조립형 로봇과 적외선 센서를 공통으로 사용하고 있으며, 체험활동에 로봇제작 및 제어 실습자료 제시, 평가하기를 통한 단원 정리 등으로 구성되어 있으며, A, C, F교과서에서는 단원보조자료 등도 제시하고 있다. 추후 로봇 한계 인지, 올바른 사용 원칙, 안전교육, 개인정보 및 사생활보호 등의 설계·제조자와 사용자 중심의 로봇윤리 교육내용을 포함할 필요가 있을 것이다.",1091.0,2015 개정 실과교과서의 로봇교육 체제 분석,2020.0
"로봇기반 교과연계 SW교육 프로그램 개발 및 적용 SW교육, 교과연계 SW교육, 로봇기반 SW교육, 문제해결능력, 의사소통능력 전 세계적으로 SW교육의 중요성은 더욱 강조되고 있고, 우리나라도 2015 개정 교육과정에서 SW교육을 의무화하며 이에 대비하고 있다. 하지만 교육과정에서 제시하는 실과 영역에서 연간 17시간 이상의 교육만으로는 큰 효과를 거두기 어렵기에 본 연구에서는 다른 정규 교육과정과 연계한 로봇기반의 SW교육 프로그램을 개발하였다. 또한 SW교육 프로그램의 적용을 통해 미래 역량을 신장할 수 있는지 그 효과를 검증하기 위해 문제해결능력과 의사소통능력을 핵심요소로 선정하였다. 대응표본 t-검정을 실시하여 사전평가와 사후평가 결과 간에 유의미한 차이가 있는지를 분석하였다. 그 결과, 로봇기반의 교과연계 SW교육 프로그램이 학생들의 문제해결능력과 의사소통능력 신장에 효과가 있었다는 사실을 검증할 수 있었다. 또한 프로그램이 종료된 후 실시한 자유 설문을 통하여 학생들이 SW교육에 대해 긍정적인 인식을 하게 되었다는 사실을 발견하였다.",1092.0,로봇기반 교과연계 SW교육 프로그램 개발 및 적용,2020.0
"한국과 중국 지역 초등학교 정보교육 교재의 프로그래밍 교육 내용 정보교육, 소프트웨어 교육, 프로그래밍 교육, 정보교육 교재 본 연구는 우리나라 부산시와 중국 저장성의 초등학교 정보교육 교재의 프로그래밍 교육 내용을 조사한다. 프로그래밍 교육의 목표 설정과 교육용 프로그래밍 언어 선택 그리고 프로그래밍 교육의 내용 선정과 전개 방식에 관하여 두 가지의 교재에서 초등학교 정보교육 교재에 필요한 내용을 확인한다. 두 지역의 교재는 초등학교 수준에 맞는 프로그래밍 언어를 선정하고 창의적인 학습 주제를 선정하여 학습자 스스로 문제를 해결해 가는 과정에서 프로그래밍을 학습하도록 한다. 본 연구의 결과로 초등학교 정보교육 교재의 프로그래밍 교육은 학습자 스스로 문제를 해결 과정에서 자연스럽게 프로그래밍을 학습하도록 구성하고 있음을 확인하였다.",1093.0,한국과 중국 지역 초등학교 정보교육 교재의 프로그래밍 교육 내용,2020.0
"가상현실 교육에서 학교급별 교육과정의 특성에 대한 연구 가상현실, 가상현실 교육, 코스페이시스, 블록리, 소프트웨어교육 4차 산업혁명 시대의 교육방법과 함께 교육효과를 극대화하기 위한 방법으로 실감형 콘텐츠가 교육의 핵심방법으로 자리 잡고 있다. 그리고 실감형 콘텐츠의 중심에 가상현실(VR)이 자리 잡고 있다. 학교 현장에서 가상현실 활용 교육은 늘어나고 있지만, 가상현실 제작 교육에 관한 연구가 미비한 실정이다. 본 연구는 학생이 가상현실 콘텐츠를 직접 제작하는 과정을 위한 학교 급별 교육과정을 제시하였다. 초등학생, 중학생, 예비교사들의 특성의 분석을 위해 산출물과 설문지 분석을 하였다. 연구 결과로 학교 급별에 따라 집중도, 콘텐츠의 주제, 제작 시간 등은 많은 차이가 나타났으며, 초등학생은 자기와 관련된 주제, 중학생은 학습과 관련, 예비교사들은 초등 교육에 유용한 내용을 우선적으로 생각하였다.",1094.0,가상현실 교육에서 학교급별 교육과정의 특성에 대한 연구,2020.0
"Computational Thinking 기반 인공지능교육을 통한 학습자의 인지적역량 평가 프레임워크 설계 인공지능교육, 평가도구, 프레임워크, 컴퓨팅사고력, 컴퓨터교육 본 연구에서는 Computational Thinking 기반의 인공지능(AI)교육에 대한 학습자의 내재적 사고의 변화를 살펴보기 위한 평가도구 개발의 기준과 프레임워크를 구성하여 제시하고자 하였다. 이를 위해 데이터수집을 위한 인지적 학습보조(Agency)의 단계, 수집된 데이터의 특징을 분해하여 데이터의 패턴을 인식하고 카테고리화 과정을 수행하는 추상화(Abstracting)의 단계, 추상화과정을 수행한 정제된 데이터를 토대로 알고리즘을 구성하는 모델링(Modeling)단계의 일련의 순차적 과정이 평가요소로 구성되었다. 또한 학습자의 인식, 학습, 행동, 결과에 대한 인지적영역에 대한 평가가 구성되었으며, 학습자의 문제해결의 과정과 결과에 대하여 지식, 역량, 태도의 영역에 대하여 측정을 하게 됨으로써 AI교육에 대한 학습의 내재적인 인지영역의 변화와 결과에 대한 평가를 할 수 있도록 프레임워크가 설계되었다. 연구의 결과는 교수학습의 맥락에 따른 개별화된 평가도구 개발에 대한 프레임워크를 구성하였다는 점에서 의미가 있으며, 향후 AI교육의 다양한 영역에서 활용될 수 있는 기준으로서 활용될 수 있을 것이다.",1095.0,Computational Thinking 기반 인공지능교육을 통한 학습자의 인지적역량 평가 프레임워크 설계,2020.0
"머신러닝 플랫폼을 활용한 소프트웨어 교수-학습 모형 개발 인공지능, 머신러닝, 소프트웨어교육, 융합교육, 아동용 머신러닝 현대사회는 21세기 초반 지식정보사회를 지나 지능정보사회로 바뀌어 가고 있다. 본 연구에서는 지능정보사회에서 요구되는 학습자의 핵심역량을 신장시키기 위하여 인공지능의 한 분야인 머신러닝을 기반으로 소프트웨어 교육 교수-학습 모형을 개발하였다. 본 모형은 인공지능 자체에 대한 학습의 부담감을 줄이고, 머신러닝을 활용하여 문제를 해결하는 과정에서 핵심역량을 신장시키는 것에 중점을 두었다. 개발된 모형의 구체적인 단계는 문제인식 및 분석, 데이터 수집, 데이터 가공 및 선별, ML모델 훈련 및 평가, ML프로그래밍, 적용 및 해결, 공유 및 환류의 7단계로 구성되어 있다. 본 연구에서 개발한 모형을 학생과 학부모를 대상으로 적용한 결과 긍정적인 반응을 얻을 수 있었으며, 이를 통해 머신러닝 기반의 소프트웨어 교육 프로그램의 개발 및 운영에 작은 밑거름을 제시할 수 있을 것으로 기대한다.",1096.0,머신러닝 플랫폼을 활용한 소프트웨어 교수-학습 모형 개발,2020.0
"PISA 2018년 데이터를 기반으로 한국 학생들의 ICT 접근성과 교과 활용도 분석 OECD PISA, ICT 접근성, ICT 교과 활용도, 인공지능 본 연구는 2019년 12월에 발표한 OECD 국가들을 대상으로 한 PISA의 ICT 배경조사 자료를 분석하여 ICT 접근성과 각 교과별 활용도를 분석하는 것이다. 우리나라 학생들의 집에서는 ICT 접근성이 40.40%로OECD 평균(43.01%)보다 조금 높은 17위이고, 학교에서의 접근성은 40.40%로 OECD 평균( 43.01%)이하인 21위이다. 이것은 3년 전의 최하위 그룹에서 중간 그룹으로 향상되었다. 9개의 교과의 수업시간에 학생들이 디지털 장비를 이용하는 비율은 2.96%로 OECD 평균(8.22%) 보다 매우 아래이고, 국가 순위는 31위이다. 이로써 국가가 인공지능 시대에 필요한 인재를 양성하기 위해서 교육정책의 변화가 필요하다는 것을 알 수 있다.",1097.0,PISA 2018년 데이터를 기반으로 한국 학생들의 ICT 접근성과 교과 활용도 분석,2020.0
"예비교원 컴퓨팅 사고 이해도 분석을 통한 소프트웨어 교육 역량 강화 방안 컴퓨팅 사고력, 소프트웨어 교육, 예비교원, 소프트웨어 능력, 엔트리 세계적으로 교육 분야에서 컴퓨팅 사고력 증진을 위해 많은 노력을 기울이고 있다. 본 논문에서는 SW 역량과 컴퓨팅 사고력 관계를 정의한 후, 컴퓨팅 사고력 측정을 통해 예비교원 컴퓨팅 사고력 현황을 파악하고자 한다. 이를 위해 한 학기 동안 엔트리 프로그래밍 언어 수업을 받은 예비교원을 대상으로 SW교육에 대한 태도와 컴퓨팅 사고력에 대한 설문을 실시하였다. 설문 분석 결과 예비교원의 컴퓨팅 사고력 중 추상화, 자료 분석, 자동화에 대한 부분의 개선이 필요함을 보였다. 예비 교원을 교육할 때 SW 개발 도구인 엔트리를 벗어나, 분석과 설계 역량을 키울 수 있는 교육 방법이 필요함을 알 수 있었다.",1098.0,예비교원 컴퓨팅 사고 이해도 분석을 통한 소프트웨어 교육 역량 강화 방안,2020.0
