eng_full,no,title,year
"5 YEARS OF EARLY ENTRANTS - PREDICTING SUCCESSFUL ACHIEVEMENT IN COLLEGE   This study evaluated the achievements of 65 young entrants as beginning undergraduates in a highly selective university. The group as a whole was found to be quite successful. Compared to nonaccelerants, the early entrants tended to graduate in a shorter period of time and earn more honors at graduation. For the early entrants, starting college with a large number of Advanced Placement Program credits was found to be the best predictor of outstanding academic achievement. It seems advisable for young college entrants to have Scholastic Aptitude Test scores and content knowledge equal to or greater than that of the typical freshman at the college the student will attend.",898.0,5 YEARS OF EARLY ENTRANTS - PREDICTING SUCCESSFUL ACHIEVEMENT IN COLLEGE,1990.0
"IDENTIFYING GIFTED AND TALENTED STUDENTS IN AN ALTERNATIVE LEARNING-CENTER   This study determined the percentage of students enrolled in a high school alternative learning center who were potentially gifted and talented. Alternative learning centers are designed for disruptive, disaffected youth who cannot or will not function in the regular high school setting. Scores in the top 5 % on the Otis-Lennon School Ability Test and/or the IBRIC Biographical Inventory academic, creative, artistic, and leadership sub-tests, as well as nominations by teachers and peers were used to identify potentially gifted and talented students from among 93 11th and 12th grade alternative learning center students. Eight (8%) of the 93 students were identified as potentially gifted and talented.",899.0,IDENTIFYING GIFTED AND TALENTED STUDENTS IN AN ALTERNATIVE LEARNING-CENTER,1990.0
"IDENTIFICATION AND DESCRIPTION OF MATHEMATICALLY GIFTED STUDENTS - A REVIEW OF EMPIRICAL-RESEARCH   This paper summarizes and critiques the empirical research of the 1970s and 80s on identification processes and descriptions of mathematically gifted students. Most research centered on precocious students who score well on tests. Largely overlooked are other gifted students with potential in mathematics. We suggest that future research focus on the identification of these students and on the contributions of home environments and spatial abilities, problem-solving strategies, and attributions for success of all G/T students in whatever manner they are defined.",900.0,IDENTIFICATION AND DESCRIPTION OF MATHEMATICALLY GIFTED STUDENTS - A REVIEW OF EMPIRICAL-RESEARCH,1990.0
"HIGH ABILITY STUDENTS WHO ARE UNPOPULAR WITH THEIR PEERS   Although previous studies have found that high ability students generally enjoy favorable peer status, few studies have investigated those high ability students who are unpopular even with peers of comparable ability. The present study compared unpopular high ability students with average and popular groups on measures of achievement, family social status, and personality adjustment. Results indicate relatively few differences between average and popular students, but unpopular students are distinguished by lower social self-concept and academic self-esteem, as well as by less prestigious paternal occupations. There was no evidence that unpopular students were academically less capable, less mature, or more anxious than their more popular peers.",901.0,HIGH ABILITY STUDENTS WHO ARE UNPOPULAR WITH THEIR PEERS,1990.0
"POSTPOSITIVIST INQUIRY - IMPLICATIONS OF THE NEW PHILOSOPHY OF SCIENCE FOR THE FIELD OF THE EDUCATION OF THE GIFTED   In this paper I sketch the outlines of an emerging postpositivist paradigm for inquiry and research. This new paradigm is the product of recent thinking in philosophy, the natural sciences, and the social sciences—the so-called ""new philosophy of science"" (Phillips, 1987)— and has been embraced primarily, but not exclusively, by investigators using qualitative methods. Drawing heavily upon the work of Lincoln and Guba (Lincoln & Guba, 1985; Guba & Lincoln, 1989), I delineate the axioms (basic beliefs) underlying this approach and then consider the methodological implications that follow logically from the axioms. Finally, I suggest some applications of postpositivist inquiry in the field of the education of the gifted.",902.0,POSTPOSITIVIST INQUIRY - IMPLICATIONS OF THE NEW PHILOSOPHY OF SCIENCE FOR THE FIELD OF THE EDUCATION OF THE GIFTED,1990.0
"Book review: SCHOOLS AS SORTERS - TERMAN,LEWIS,M., APPLIED-PSYCHOLOGY, AND THE INTELLIGENCE-TESTING MOVEMENT, 1890-1930 - CHAPMAN,PD    ",903.0,"Book review: SCHOOLS AS SORTERS - TERMAN,LEWIS,M., APPLIED-PSYCHOLOGY, AND THE INTELLIGENCE-TESTING MOVEMENT, 1890-1930 - CHAPMAN,PD",1990.0
"Book review: HOW TO PARENT SO CHILDREN WILL LEARN - RIMM,SB    ",904.0,"Book review: HOW TO PARENT SO CHILDREN WILL LEARN - RIMM,SB",1990.0
"Book review: THE MEANING OF INTELLIGENCE - IMPLICATIONS FOR GIFTED EDUCATION - LAPAN,SD    ",905.0,"Book review: THE MEANING OF INTELLIGENCE - IMPLICATIONS FOR GIFTED EDUCATION - LAPAN,SD",1990.0
"Book review: STUDENTS AND RESEARCH - PRACTICAL STRATEGIES FOR SCIENCE CLASSROOMS AND COMPETITIONS - COTHRON,JH, GIESE,RN, REZBA,RJ    ",906.0,"Book review: STUDENTS AND RESEARCH - PRACTICAL STRATEGIES FOR SCIENCE CLASSROOMS AND COMPETITIONS - COTHRON,JH, GIESE,RN, REZBA,RJ",1990.0
"Book review: CABELL DIRECTORY OF PUBLISHING OPPORTUNITIES IN EDUCATION - CABELL,DWE    ",907.0,"Book review: CABELL DIRECTORY OF PUBLISHING OPPORTUNITIES IN EDUCATION - CABELL,DWE",1990.0
