kor_full,no,title,year
"LED 디스플레이 키트를 활용한 프로그래밍 학습 시스템의 개발 및 적용 프로그래밍학습 시스템, LED 디스플레이 키트 본 논문은 어린 학생들을 위한 새로운 프로그래밍 학습시스템을 소개한다. 프로그래밍 학습시스템은 LED디스플레이키트와 웹플로우챠트로 구성되어진다. LED디스플레이키트는 플로우챠트 프로그래밍에서 작성된 알고리즘의 명령들을 실행할 때 만들어지는 다양한 모양을 표시하는 출력장치로 사용되어진다. 웹플로우챠트 시스템에서는 수식 계산을 위해 심볼 변수를 사용하며 학습자가 드래그 앤 드롭 방식으로 플로우챠트를 작성하여 다양한 모양과 애니메이션을 출력할 수 있도록 해준다. 본 학습시스템을 활용하여 2005년 2학기부터 2009년 1학기 동안 다양한 학습자 그룹에 대해 프로그래밍 수업을 적용하였으며 수업한 내용과 분석한 결과를 제시한다. 프로그래밍 수업 대상자는 초등학생, 영재교육원 학생, 대학생 및 교사이다. 수업에서 실시한 설문조사에서 학습자의 반응은 매우 긍정적이었다.",484.0,LED 디스플레이 키트를 활용한 프로그래밍 학습 시스템의 개발 및 적용,2010.0
"게임식 로봇교육을 통한 초등학생의 논리적 사고력 변화 로봇교육, 논리적사고력, 게임 본 연구는 초등학교 수준에서의 게임식 로봇교육프로그램을 개발하고 적용하여 논리적 사고력의 변화 비교를 통하여 교육적 효과를 검증 하였다. 이를 위해 경남 남해군 S초등학교 6학년 남학생 12명을 실험집단으로 선정하고 개발된 게임식 로봇교육프로그램 32차시를 적용하여 사전 사후 논리적 사고력검사 결과를 분석 하였다. 본 연구에서 게임식 로봇교육프로그램을 적용한 결과 실험집단의 논리적사고력 변화 결과는 통계적으로 유의미한 차이가 나타났다. 이는 게임 로봇교육프로그램이 논리적 사고력에 긍정적인 효과가 있음을 의미하며 게임식 로봇교육이 학생들의 논리 및 사고력향상에 긍정적인 교육적 효과가 있으며 학생들의 로봇교육에 대한 흥미와 관심을 높이는데 영향을 끼칠 수 있음을 알 수 있었다",485.0,게임식 로봇교육을 통한 초등학생의 논리적 사고력 변화,2010.0
"개별화 수업체제를 활용한 학급단위 학습지원시스템의 설계 및 구현 개별화수업체제, 형성평가 현재 학교의 학습 과정에서 학습자 간 학습 능력의 차이를 해결하기 위해 교육과정에서는 개별 학습과 수준별 학습을 권장한다. 그러나 교사가 단위 수업 시간 안에 수준별 개별학습을 진행하기에는 어려움이 따른다. 본 연구에서는 이에 대한 대안으로 Keller의 개별화수업체제 이론을 활용한 온라인 환경의 학습지원시스템을 개발하였다. 본 시스템은 학급 단위의 학습지원시스템으로, 수시로 실시되는 형성평가를 위해 실용성에 중심을 두었다. 학습자는 교실의 제한된 상황에서 벗어나 자신의 속도에 맞게 학습할 수 있으며, 반복 학습을 통해 궁극적으로 완전학습 도달이 가능하도록 한다. 또한 온라인 학습의 중요한 요소인 자기주도적 참여를 위하여 학습 동기를 높일 수 있는 제도들을 적용하였다. 본 시스템을 개발하여 적용한 결과, 교사는 형성평가를 실시하는 데 드는 시간과 노력을 절약할 수 있었고, 학생들은 자신의 상황에 맞는 유동적 학습과 반복 학습을 통해 목표 도달의 성취감을 경험할 수 있었다.",486.0,개별화 수업체제를 활용한 학급단위 학습지원시스템의 설계 및 구현,2010.0
"초등학생들의 창의력과 논리력 향상을 위한 프로그래밍 언어 교수전략에 관한 연구 프로그래밍 언어 교육, 창의성, 논리성. 초등학교 교육에서는 창의성과 논리력 향상을 강조하고 있고, 이를 위한 많은 연구가 진행되었지만, 컴퓨터 프로그래밍 교육에서 교수 전략이 매우 부족하다. 이에 본 연구에서는 창의력과 논리력 향상을 위한 프로그래밍 언어 교수 전략을 개발한다. 본 연구에서 개발한 교수 전략은 입출력의 원리, 효율성의 원리, 일반화의 원리, 단순화의 원리, 추상화의 원리를 만들었다. 이 5개의 원리들을 초등학교 현장 전문가 20명에게 심층면접으로 검증하였다. 초등학교 교사들이 본 연구의 결과를 이용하면 프로그래밍 언어 교육에 많이 기여할 것이다.",487.0,초등학생들의 창의력과 논리력 향상을 위한 프로그래밍 언어 교수전략에 관한 연구,2010.0
"초등 방과후학교 교구로봇 시범사업 현황 분석 로봇교육, 교구로봇, 방과후학교, 창의력 지식경제부에서는 학교교육의 다양성 확대를 지원하고 체계적인 로봇교육 방안을 마련하고자, 초등학교 68개교를 대상으로 교구로봇과 교사 연수 등 교사의 로봇활용 지원체제를 구축한 후 교구로봇 시범교육사업을 실시하였다. 따라서 본 논문에서는 초등 방과후학교의 교구로봇 시범교육사업에 대한 현황을 분석하여, 향후 교구로봇 확대사업에 대한 기초 자료 분석결과를 제공하고자 한다. 이를 위하여 시범교육사업 대상학교의 교육 개설 현황, 교구 및 교재 이용, 교․강사 현황과 학생만족도 등을 조사하였다. 그 결과 대부분의 초등학교에서 학생들의 창의력 향상, 로봇에 대한 관심 증대 등의 효과가 있는 것으로 나타났으며, 적극적으로 수업에 참여하고 높은 집중 정도를 나타내는 것으로 분석되었다. 하지만 교재, 교구에 대한 개선 요구사항이 많은 것으로 나타나 학생들의 수준에 맞는 적절한 교재와 학생들의 다양한 활동을 이끌어 낼 수 있는 교구의 구성이 뒷받침 되어야 할 것으로 보인다.",488.0,초등 방과후학교 교구로봇 시범사업 현황 분석,2010.0
"페이퍼 프로토타입 기반의 응용 프로그램 개발 교육방안 연구 HCI, 디자인 모델, 페이퍼 프로토타이핑, 응용 프로그램 개발 교육 패러다임의 전환과 함께 학교교육에서 응용 프로그램 개발교육의 중요성이 부각되고 있으나 여러 현실적인 문제로 인하여 학교 현장에서의 응용 프로그램 개발교육이 제대로 이루어지지 못하고 있는 실정이다. 본 연구에서는 초등학생들이 어려워하는 프로그래밍 코딩 단계를 대신할 수 있는 방법으로 페이퍼-프로토타이핑 기법을 적용하여 아날로그 방식으로 구현할 수 있도록 하였고, 개발자 중심의 개발이 아니라 사용자가 개발에 적극 참여하는 방식의 사용자 중심디자인 모델을 기반으로 하였다. 교육의 효과를 검증하기 위하여 학습자의 응용 프로그램 개발 전후의 개념 모형을 심성모형 이론을 적용하여 측정·분석하였다. 본 연구에서 제안한 프레임워크는 학교 현장에서 응용 프로그램 개발교육에 대한 새로운 접근 방법이 될 것으로 기대한다.",489.0,페이퍼 프로토타입 기반의 응용 프로그램 개발 교육방안 연구,2010.0
"스크래치 프로그래밍을 활용한 게임중독 치료 프로그램의 개발 게임중독 치료, EPL 프로그래밍, 스크래치 프로그래밍, 시선 돌리기 프로그램 이 연구에서는 초등학생의 게임중독 치료를 위해 스크래치 프로그래밍 치료 교육 프로그램을 제안하였다. 연구자들은 컴퓨터 게임중독 치료의 방안으로 게임중독 문제를 제공하고 있는 컴퓨터와 게임 자체에서 그 해결 방법을 찾고자 하였다. 초등학교 게임중독 고위험군을 대상으로 게임중독 치료 대안활동과 함께 EPL 교육 프로그램을 적용하였다. EPL 프로그램에 대한 효과를 분석한 결과 게임중독 치료에 긍정적인 답변을 얻었으며 휴식 시간 게임 접속 시간이 감소된 것으로 분석되었다. 관찰과 면접을 통한 분석 결과 역시 자아존중감과 창작의 기쁨 그리고 자신을 제어하는 능력이 높아졌다는 긍정적인 결과를 볼 수 있었다. 향후 이 연구가 일반화된다면 정보화 역기능의 해소에 많은 도움을 줄 수 있을 것으로 기대된다.",490.0,스크래치 프로그래밍을 활용한 게임중독 치료 프로그램의 개발,2010.0
"초등학교 컴퓨터 교과서의 분석을 통한 컴퓨터 교육의 활성화 방안에 관한 연구 컴퓨터 교육, 초등학교 컴퓨터 교재 2005년 12월에 정보통신기술교육 운영지침의 개정안이 발표되었으나 아직도 학교 현장에서는 이와 같은 개정안의 내용에 따라 제대로 교육이 실시되고 있지 않다. 그것은 개정안의 내용을 담고 있는 교과서의 내용이 충실하지 못한 것도 하나의 원인이라고 할 수 있다. 본 논문에서는 2006년 6월 이후에 출판된 초등학교 컴퓨터 교과서를 분석하였다. 분석한 결과 많은 교과서가 정보통신기술교육 운영지침 개정안의 내용을 제대로 반영하지 않은 것으로 나타났다. 특히, 「정보 처리의 이해」와「종합 활동」영역의 내용이 상대적으로 부실한 것으로 나타났다. 따라서 초등 컴퓨터 교육의 활성화를 위해서는 교과서 검정의 충실화, 컴퓨터 교육 전문가의 참여, 상세한 교육과정의 개발, 교사 연수의 실시 등이 꼭 필요하다.",491.0,초등학교 컴퓨터 교과서의 분석을 통한 컴퓨터 교육의 활성화 방안에 관한 연구,2010.0
"UCC 동영상을 활용한 수업이 미국문화 이해도와 영어수업 흥미도에 미치는 영향 UCC동영상, 파워포인트, 미국문화 이해도, 영어수업흥미도, 문화교육 본 연구는 초등학교 영어수업에서 UCC 동영상과 PPT가 미국문화 이해도와 영어교과 흥미도에 어떤 영향을 미치는지 알아보았다. 실험집단은 UCC 동영상을 활용한 미국문화 수업, 통제집단은 PPT를 활용한 미국문화 수업을 초등학교 5학년 학생 68명을 대상으로 5개월 동안 시행하였다. 실험을 통해 도출된 결론은 다음과 같다. 실험집단의 학생들은 통제집단 학생들에 비해 문화 이해도가 유의미한 향상을 보인 것으로 분석되었다. 실험집단의 학생들은 통제집단 학생들에 비해 영어 교과에 대한 흥미도는 큰 차이를 보이지 않았지만, 영어 학습 동기와 영어 학습에 대한 흥미도는 통제집단에 비해 유의미한 차이를 보였다. 실험집단을 대상으로 한 UCC 동영상 활용에 대한 유용성과 흥미도 결과 UCC 동영상을 활용한 수업이 미국문화 이해도와 영어교과 흥미도에 효과가 있음을 알 수 있었다.",492.0,UCC 동영상을 활용한 수업이 미국문화 이해도와 영어수업 흥미도에 미치는 영향,2010.0
"초등학교 교과통합 로봇활용교육 프로그램 개발에 관한 연구 로봇활용교육, 초등학교 교육과정 로봇은 지식정보화시대에 요구되는 창의성, 문제해결능력 등의 고차원적인 사고능력 신장의 효과적인 도구로 인식되어 있다. 하지만 해외의 로봇교육이 교과 학습에 통합되어 다양하게 활용되고 있는 것에 비해 국내의 경우는 조립, 주행, 프로그래밍 등 로봇 자체에 관한 교육 수준에 머물러 있다. 로봇은 본질적으로 설계 및 조립, 조작, 문제해결 등이 결합된 교구로서 실제적인 학습경험을 제공하기 때문에 교과학습과 접목이 된다면 학습동기 및 학업성취도 측면에 긍정적인 영향을 줄 것으로 보인다. 따라서 본 연구에서는 국내외 로봇교육 사례 비교, 로봇 메카니즘, 제7차 교육과정 및 재량활동 분석을 기초로 교과통합 로봇활용교육 프레임워크를 설계하고 이를 기초로 학년별, 교과별 로봇활용교육 프로그램을 개발하였다. 또한 프로그램의 타당성 확보를 위해 적절성, 현실성, 유용성 세 측면의 전문가 검토를 실시하고 그 결과를 바탕으로 프로그램을 수정 및 보완하였다.",493.0,초등학교 교과통합 로봇활용교육 프로그램 개발에 관한 연구,2010.0
