eng_full,no,title,year
WHITHER GT EDUCATION    ,940.0,WHITHER GT EDUCATION,1989.0
"AN EXAMINATION OF THE SELECTION PRACTICES USED IN THE TALENT SEARCH PROGRAM   Using data from the Illinois Talent Search Program, this study examines the relationships between scores on several commonly used standardized achievement tests and subsequent performance on the Scholastic Aptitude Test. In addition, the dual criteria testing process is analyzed for possible sex and racial effects. Results suggest that the achievement tests are not equivalent. Guidelines are offered for setting appropriate cutoff scores.",941.0,AN EXAMINATION OF THE SELECTION PRACTICES USED IN THE TALENT SEARCH PROGRAM,1989.0
AN EXAMINATION OF THE SELECTION PRACTICES USED IN THE TALENT SEARCH PROGRAM - COMMENT    ,942.0,AN EXAMINATION OF THE SELECTION PRACTICES USED IN THE TALENT SEARCH PROGRAM - COMMENT,1989.0
"EDUCATIONAL ENCOURAGEMENT BY PARENTS - ITS RELATIONSHIP TO PRECOCITY AND GENDER   Family involvement and encouragement have significant impact on the eventual display of talent. In the display of mathematical talent, there are large gender differences (Penbow, 1988). Can differences in family encouragement given to gifted females and males help explain this gender gap? The present study addressed that question. It was an investigation into: (1) parental support and encouragement of quantitative and verbal pursuits for extremely mathematically or verbally talented students; (2) the relation of such behaviors to talent development and gender differences, and (3) possible differences in the process for modestly versus extremely gifted students. No major differences were found between parents of extremely precocious children and of modestly gifted children, except a greater paternal involvement for the extremely precocious. Our results did indicate that parents differentiate support as a function of child's talent domain but not as a function of gender. Parents' behaviors were somewhat stereotypical; fathers were more involved in quantitative areas, and mothers tended to be viewed as the primary source of encouragement in verbal areas. It was concluded that the stereotyped behaviors of parents may negatively influence subsequent achievement of gifted females in math/science.",943.0,EDUCATIONAL ENCOURAGEMENT BY PARENTS - ITS RELATIONSHIP TO PRECOCITY AND GENDER,1989.0
"VALIDATION OF A SHORT FORM OF THE WISC-R WITH ACCELERATED AND GIFTED HISPANIC STUDENTS   The summed scores of the WISC-R Similarities and Vocabulary subtests of the Verbal scale, and the Picture Arrangement and Block Design of the Performance scale, used as designated dyads, were cross-validated with the full scale WISC-R Scores for 96 Hispanic students participating in the program for the accelerated and gifted. Results indicate that the Similarities-Vocabulary and the Picture Arrangement-Block Design dyads are potentially useful tools for screening Hispanic students. However, school personnel are cautioned against using these test scores as the only criteria for the selection of Hispanic students for gifted classes.",944.0,VALIDATION OF A SHORT FORM OF THE WISC-R WITH ACCELERATED AND GIFTED HISPANIC STUDENTS,1989.0
WHAT ARE THEY THINKING WHEN WERE TEACHING CRITICAL THINKING   The teaching of critical thinking is an important part of gifted program curricula. This descriptive study address es the issue of the effectiveness of such teaching by comparing student perceptions of a lesson on critical thinking with teachers' stated objectives. The students' perceptions were compared to their teachers' stated objective obtained in separate interviews. Teacher and student responses were stimulated by videotapes of the lessons. The findings indicate that gifted students are able to identify the teacher's intentions and to articulate their own mental processes as they work through a thinking procedure in a lesson.,945.0,WHAT ARE THEY THINKING WHEN WERE TEACHING CRITICAL THINKING,1989.0
"DESIGNING AND USING PEER NOMINATION FORMS   This article focuses on the interplay of four elements to be considered in designing and using peer nomination forms: purpose, characteristics of gifted and talented students, grade level, and item style. Screening, grouping for cooperative learning, discovering special abilities, and designing unique assignments are suggested as possible purposes. Student characteristics are discussed for a variety of orientations and special populations. Issues relative to grade level are introduced. Direct and disguised styles of item construction are explained. The article concludes with instructions for implementation and specific examples of peer nomination forms designed to accommodate a variety of purposes, student characteristics, grade levels, and styles.",946.0,DESIGNING AND USING PEER NOMINATION FORMS,1989.0
"STUDENT LEADERS AND THEIR PARENTS PERCEPTIONS OF THE HOME-ENVIRONMENT   The Family Environment Scale was used to measure the perceptions of students who were attending a leadership training program and those of their parents. Significant differences were found on the Inpependence, Intellectual-Cultural Orientation, and Expressive-ness scales, with the student leaders scoring significantly lower than their parents. Suggestions were offered for developing leadership potential in the home based on the perceived differences. Directions for further research were explored.",947.0,STUDENT LEADERS AND THEIR PARENTS PERCEPTIONS OF THE HOME-ENVIRONMENT,1989.0
"Book review: FOSTERING ACADEMIC EXCELLENCE - MCLEOD,J, CROPLEY,A    ",948.0,"Book review: FOSTERING ACADEMIC EXCELLENCE - MCLEOD,J, CROPLEY,A",1989.0
"Book review: THE CARE AND FEEDING OF IDEAS - A GUIDE TO ENCOURAGING CREATIVITY - ADAMS,J    ",949.0,"Book review: THE CARE AND FEEDING OF IDEAS - A GUIDE TO ENCOURAGING CREATIVITY - ADAMS,J",1989.0
"Book review: PATTERNS OF INFLUENCE ON GIFTED LEARNERS - THE HOME, THE SELF, AND THE SCHOOL - VANTASSELBASKA,JL, OLSZEWSKIKUBILIUS,P    ",950.0,"Book review: PATTERNS OF INFLUENCE ON GIFTED LEARNERS - THE HOME, THE SELF, AND THE SCHOOL - VANTASSELBASKA,JL, OLSZEWSKIKUBILIUS,P",1989.0
READERS AND WRITERS    ,951.0,READERS AND WRITERS,1989.0
