eng_full,no,title,year
Caught on fire: Motivation and giftedness    ,670.0,Caught on fire: Motivation and giftedness,1996.0
"A longitudinal study of academic intrinsic motivation in intellectually gifted children: Childhood through early adolescence   Academic intrinsic motivation of intellectually gifted children and a comparison group was examined in the Fullerton Longitudinal Study. Children at ages 9 through 13 years were administered the Children's Academic Intrinsic Motivation Inventory which assesses intrinsic motivation for school learning in reading, math, social studies, science, and for school in general. Analyses showed that across the ages, relative to a peer comparison, gifted children had significantly higher academic intrinsic motivation across all subject areas and school in general. It is suggested that: Children who become intellectually gifted enjoy the process of learning to a greater extent; intrinsic motivation is important for potentiation of giftedness; Assessment of academic intrinsic motivation be included in selection of children for gifted programs.",671.0,A longitudinal study of academic intrinsic motivation in intellectually gifted children: Childhood through early adolescence,1996.0
"Motivational orientations and metacognitive abilities of intellectually gifted students   The study compared the motivational orientations (beliefs about the causes far school successes and failures and self-perceptions of competence) and metacognitive abilities (knowledge and reported use of learning and reading strategies) of 143 Grade 7 intellectually gifted students from a selective high school in Australia with 133 average-achieving age peers from comprehensive schools. Results revealed a general pattern of the gifted sample perceiving themselves to be cognitively more competent, thus less likely to attribute failures to lack of ability. In comparison with average-achieving peers, gifted students had greater confidence in their own personal control over successes or failures in school tasks (control over the amount of effort to put in and in the use of strategies), demonstrated more knowledge of learning strategies, and achieved higher levels of reading competence. The findings also revealed different patterns of relations:hips among motivation, metacognition, and academic competence for gifted students and the general cohort.",672.0,Motivational orientations and metacognitive abilities of intellectually gifted students,1996.0
"The incidence of perfectionism in gifted students   Using the Multidimensional Perfectionism Scale (Frost et al., 1990) perfectionism scores were compared between a group of 600 students identified as academically talented and a group of 418 peers from the general cohort. In this nationally gathered sample, all students were sixth graders and of similar socioeconomic status. Findings indicated little difference between the mean scores of the two groups. Comparisons were also made between the gifted students and the general cohort using an empirical typology of perfectionism. This analysis did not indicate a statistically significant difference in the frequency of perfectionistic types between gifted students and the general cohort. These findings suggest that the frequent anecdotal reports of greater perfectionism among the gifted may be a product of differential labeling patterns of similar behaviors when demonstrated by gifted students and the general cohort. A greater distinction between perfectionistic striving's which stimulate excellence and those perfectionistic strivings which frustrate and inhibit achievement needs to be made.",673.0,The incidence of perfectionism in gifted students,1996.0
"Gender differences in mathematics and the sciences: Can attributional retraining improve the performance of gifted females?   There are probably no subject areas in which the problem of reducing gender differences is as urgent as in mathematics and the ha;rd sciences. In this article, we provide a topical overview of the participation rates of girls and women in schools and. universities, an emphasis on the situation in Germany. We then discuss several attempts to explain these differences and show that until recently not enough attention has been paid to the girls' and women's self-related cognitions in these domains. They underestimate their own talents in mathematics and the sciences and, from a motivational perspective, attribute their successes and failures in such a way as to further inhibit motivation. Attributional retraining techniques could provide a solution to the problems of lowered motivation and performance. These retraining techniques have proved successful in clinical and laboratory settings, but they have not been tried in natural settings like schools and universities. Following an overview of the most important attributional retraining techniques, we describe two studies carried out with German high school students in mathematics and with female university students in statistics. Using an attributional retraining technique we developed, both studies report extremely promising results. Finally, on the basis of these studies, suggestions for further research are made.",674.0,Gender differences in mathematics and the sciences: Can attributional retraining improve the performance of gifted females?,1996.0
"Gifted and non-selected children's perceptions of academic achievement, academic effort, and athleticism   The purpose of the study was to examine gifted and non-selected children's perceptions of academic achievement, academic effort, and athleticism. 62 gifted and 61 non-selected 8 to 14-year-old children rated a series of hypothetical male and female characters differing in the aforementioned traits, Repeated-measures ANOVAs indicated that academic achievement and athleticism were important determinants of a character's acceptance, but that academic effort was not. We hypothesized that gifted children would view brilliant and studious characters more positively than would non-selected children. Gifted and non-selected children did not differ in their perceptions of studious characters, but marginal support was revealed for the contention that gifted children would be more accepting of brilliant characters than would non-selected children.",675.0,"Gifted and non-selected children's perceptions of academic achievement, academic effort, and athleticism",1996.0
"Research on motivation and the gifted: Implications for identification, programming, and evaluation   Much research on motivation and the gifted has tended to look at motivational characteristics of the gifted, either describing sti?dents in terms of their type or level of motivation, or comparing gifted students to others. Other research on this topic considers motivation as an outcome measure of programs or curricula for the gifted, for example determining if program participation increases student interest in a particular field. The former body of research may have the most practical use for understanding and identifications,for instructional strategy decisions and for program evaluation.",676.0,"Research on motivation and the gifted: Implications for identification, programming, and evaluation",1996.0
"Book Review: Lives of promise: What becomes of high school valedictorians - Arnold,K    ",677.0,"Book Review: Lives of promise: What becomes of high school valedictorians - Arnold,K",1996.0
"Book Review: The creativity man: An authorized biography - Millar,GW    ",678.0,"Book Review: The creativity man: An authorized biography - Millar,GW",1996.0
Programs and practices for talented students: Insights from evaluation and research    ,679.0,Programs and practices for talented students: Insights from evaluation and research,1996.0
