eng_full,no,title,year
Editorial: GIFTED EDUCATION AND SCHOOL PROGRAMS    ,1300.0,Editorial: GIFTED EDUCATION AND SCHOOL PROGRAMS,1980.0
SES SYNECTICS AND GIFTED EDUCATION TODAY    ,1301.0,SES SYNECTICS AND GIFTED EDUCATION TODAY,1980.0
THE MENTOR ACADEMY PROGRAM - EDUCATING THE GIFTED-TALENTED FOR THE 80S    ,1302.0,THE MENTOR ACADEMY PROGRAM - EDUCATING THE GIFTED-TALENTED FOR THE 80S,1980.0
"Book review: GIFTED-CHILDREN - HOW TO IDENTIFY AND TEACH THEM - SANDERLIN,O    ",1303.0,"Book review: GIFTED-CHILDREN - HOW TO IDENTIFY AND TEACH THEM - SANDERLIN,O",1980.0
A FUNCTIONAL-MODEL FOR COUNSELING PARENTS OF GIFTED STUDENTS    ,1304.0,A FUNCTIONAL-MODEL FOR COUNSELING PARENTS OF GIFTED STUDENTS,1980.0
THE RELATIONSHIP BETWEEN CREATIVITY AND ANDROGYNY WHEN MODERATED BY AN INTELLIGENCE THRESHOLD    ,1305.0,THE RELATIONSHIP BETWEEN CREATIVITY AND ANDROGYNY WHEN MODERATED BY AN INTELLIGENCE THRESHOLD,1980.0
USING REALITY THERAPY IN THE CLASSROOM WITH GIFTED INDIVIDUALS    ,1306.0,USING REALITY THERAPY IN THE CLASSROOM WITH GIFTED INDIVIDUALS,1980.0
MATHEMATICS EDUCATION FOR THE GIFTED ELEMENTARY-SCHOOL STUDENT    ,1307.0,MATHEMATICS EDUCATION FOR THE GIFTED ELEMENTARY-SCHOOL STUDENT,1980.0
EXCEPTIONALLY GIFTED BOYS AND THEIR PARENTS    ,1308.0,EXCEPTIONALLY GIFTED BOYS AND THEIR PARENTS,1980.0
"PERCEPTUAL, MOTOR, AND DECISION SPEEDS IN SPECIFICALLY AND GENERALLY GIFTED-CHILDREN    ",1309.0,"PERCEPTUAL, MOTOR, AND DECISION SPEEDS IN SPECIFICALLY AND GENERALLY GIFTED-CHILDREN",1980.0
TEACHING LOGICAL REASONING TO GIFTED STUDENTS    ,1310.0,TEACHING LOGICAL REASONING TO GIFTED STUDENTS,1980.0
Editorial: WRITING FOR PIBLICATION    ,1311.0,Editorial: WRITING FOR PIBLICATION,1980.0
THE EVALUATION OF A COMMUNITY-BASED CAREER-EDUCATION PROGRAM FOR GIFTED AND TALENTED STUDENTS AS AN ADMINISTRATIVE MODEL FOR AN ALTERNATIVE PROGRAM    ,1312.0,THE EVALUATION OF A COMMUNITY-BASED CAREER-EDUCATION PROGRAM FOR GIFTED AND TALENTED STUDENTS AS AN ADMINISTRATIVE MODEL FOR AN ALTERNATIVE PROGRAM,1980.0
THE ASSESSMENT OF MUSIC APTITUDES OF VERY YOUNG-CHILDREN    ,1313.0,THE ASSESSMENT OF MUSIC APTITUDES OF VERY YOUNG-CHILDREN,1980.0
ADVOCACY FOR THE NEGLECTED GIFTED - FEMALES    ,1314.0,ADVOCACY FOR THE NEGLECTED GIFTED - FEMALES,1980.0
INTELLECTUALLY TALENTED STUDENTS - FAMILY PROFILES    ,1315.0,INTELLECTUALLY TALENTED STUDENTS - FAMILY PROFILES,1980.0
IDENTIFYING GIFTED MEXICAN-AMERICAN STUDENTS    ,1316.0,IDENTIFYING GIFTED MEXICAN-AMERICAN STUDENTS,1980.0
GIFTED STUDENTS - A 15-YEAR LONGITUDINAL-STUDY    ,1317.0,GIFTED STUDENTS - A 15-YEAR LONGITUDINAL-STUDY,1980.0
