eng_full,no,title,year
"Being Gifted in Hong Kong: An Examination of the Region's Policy for Gifted Education analysis; gifted education; Hong Kong; policy In Hong Kong, a policy for the education of its gifted students has existed in its current form since 2000. However, the gifted education policy is yet to be evaluated, despite growing calls internationally and locally for increased accountability of public policy, including policies relating to gifted education. Using VanTassel-Baska's five-component model of a high-quality gifted education policy as their conceptual framework, the authors analyze and evaluate the gifted education policy in Hong Kong by first collecting source materials related to the gifted education policy and conducting interviews with three key policy makers. A total of 75 documents and the interview data were subjected to content analysis and the findings indicate that the gifted education policy in Hong Kong has an additional component, which the authors term aims and objectives. Although the aims and objectives differ across the eight groups of beneficiaries, they are not explicitly stated. In addition, the policy neither reflects current research in giftedness nor is it mandated, highlighting possible areas that limit its effectiveness. It is concluded that a thorough update of the policy is warranted if it is to meet its stated aims and objectives.",211.0,Being Gifted in Hong Kong: An Examination of the Region's Policy for Gifted Education,2011.0
"Cognitive and Motivational Characteristics of Elementary Teachers in General Education Classrooms and in Gifted Programs cognitive characteristics; motivational characteristics; teachers; general education classrooms; gifted programs Whether teachers in general education classrooms and in gifted programs differ in their cognitive and motivational characteristics was examined in 182 elementary school teachers. The teacher characteristics examined were epistemological beliefs (beliefs about the nature of knowledge and beliefs about the nature of learning), metacognition (planning, monitoring, and strategy selection), and motivation (self-efficacy, intrinsic motivation, and goal orientation). Teachers in gifted programs reported more sophisticated epistemological beliefs, higher learning-goal orientation, and lower performance-goal orientation than did teachers in general education classrooms. However, perceived use of metacognitive strategies, self-efficacy, and intrinsic motivation were not different between the two groups. Teachers in general reported epistemological sophistication more in the nature of learning than in the nature of knowledge, that they use cognitive strategies more so than planning and monitoring of their activities, and that they are more learning-goal oriented than performance-goal oriented. It is suggested that more courses and trainings are needed for preservice and in-service teachers so they have opportunities to learn and self-reflect on their own characteristics.",212.0,Cognitive and Motivational Characteristics of Elementary Teachers in General Education Classrooms and in Gifted Programs,2011.0
"Grouping for Achievement Gains: For Whom Does Achievement Grouping Increase Kindergarten Reading Growth? achievement grouping; reading achievement; ECLS-K; kindergarten With ever-present budget cuts, teachers often use within-class achievement grouping to meet the needs of students of all ability levels but particularly high-ability students. Using a national database, this study examined the relationship between achievement grouping and the size of achievement groups on kindergarten reading growth. Additionally, it examined whether those relationships differed for kindergarteners in a gifted program. Findings suggest that achievement grouping is related to higher reading achievement, particularly when the average group size is small. Furthermore, although students provided gifted programming at the early grade of kindergarten generally experienced less kindergarten reading growth than their peers, this study suggests the use of achievement grouping provided them the opportunity and instruction to improve their reading achievement during the kindergarten year.",213.0,Grouping for Achievement Gains: For Whom Does Achievement Grouping Increase Kindergarten Reading Growth?,2011.0
"Deferential Differentiation: What Types of Differentiation Do Students Want? curriculum; differentiated curriculum; differentiated instruction; differentiation; gifted; instruction; learning preferences Deferential differentiation occurs when the curriculum modification process defers to students' preferred ways of learning rather than relying on teachers' judgments. The preferences of 416 students identified as gifted (grades 3-8) for features of differentiated curriculum recommended for gifted students were compared with those of 230 students not identified as gifted. While thinking of their favorite school subject, they responded to the 110 items on the Possibilities for Learning survey. Most and least popular items are reported in nine thematic categories (pace, collaborative learning, choice, curriculum content, evaluation, open-ended activities, expert knowledge, teacher/student relationship, and sharing learning). Self-pacing, choice of topic, and choice of workmates were most popular with students in both groups. Compared with nonidentified students, more of the students identified as gifted wanted to learn about complex, extracurricular topics and authentic, sophisticated knowledge and interconnections among ideas; to work with others some of the time; and to choose the format of the products of their learning. More students identified as gifted also disliked waiting for the rest of the class and asking for help. Overall, the groups' preferences differed in degree rather than kind, and reflected cognitive abilities frequently cited as distinguishing characteristics of learners with high ability.",214.0,Deferential Differentiation: What Types of Differentiation Do Students Want?,2011.0
"The Multiples of Howard Gardner, Joseph Renzulli, and Robert Sternberg    ",215.0,"The Multiples of Howard Gardner, Joseph Renzulli, and Robert Sternberg",2011.0
"Theories, Actions, and Change: An Academic Journey in Search of Finding and Developing High Potential in Young People    ",216.0,"Theories, Actions, and Change: An Academic Journey in Search of Finding and Developing High Potential in Young People",2011.0
From Intelligence to Leadership: A Brief Intellectual Autobiography    ,217.0,From Intelligence to Leadership: A Brief Intellectual Autobiography,2011.0
"Beyond Multiple Regression: Using Commonality Analysis to Better Understand R-2 Results commonality analysis; multiple regression; statistics; quantitative methodology Multiple regression is one of the most common statistical methods used in quantitative educational research. Despite the versatility and easy interpretability of multiple regression, it has some shortcomings in the detection of suppressor variables and for somewhat arbitrarily assigning values to the structure coefficients of correlated independent variables. Commonality analysis-heretofore rarely used in gifted education research-is a statistical method that partitions the explained variance of a dependent variable into nonoverlapping parts according to the independent variable(s) that are related to each portion. This Methodological Brief includes an example of commonality analysis and equations for researchers who wish to conduct their own analyses; an Excel spreadsheet that conducts the procedure automatically is available from the journal's supplemental archive or from the author.",218.0,Beyond Multiple Regression: Using Commonality Analysis to Better Understand R-2 Results,2011.0
"Intelligence, Creativity, Ethics: Reflections on My Evolving Research Interests    ",219.0,"Intelligence, Creativity, Ethics: Reflections on My Evolving Research Interests",2011.0
"Student Response to a Small-Group Affective Curriculum in a School for Gifted Children gifted; longitudinal; cross-sectional; affective curriculum; social; emotional; group work; middle school; development A 5-year longitudinal study of the implementation of an affective curriculum in a school for gifted children, in the form of weekly development-oriented, teacher-led small-group discussions for all students in Grades 5 through 8, found that initial resistance changed to receptivity and gains over time. Analysis of Likert-type responses and brief comments from the students offered guidance for curriculum development and delivery. Differences in a positive direction reflected institutionalization of the group program and support for continuation. However, findings also underscored the need to clarify the purpose of the program to students, select discussion topics carefully, consider gender when forming groups, provide adequate time for group meetings, and provide adequate training for group facilitators.",220.0,Student Response to a Small-Group Affective Curriculum in a School for Gifted Children,2011.0
"Giftedness and Metacognition: A Short-Term Longitudinal Investigation of Metacognitive Monitoring in the Classroom gifted; metacognition; calibration; self-regulated learning The current study investigated differences in metacognition between high school gifted (n = 44) and typical (n = 23) students and examined local calibration accuracy as a potential mechanism for partially explaining superior exam performance by gifted students. Metacognition was measured using student self-reports of metacognitive awareness, acquired at the start of a semester-long course on biology, and students' global (pre- and posttest) and local (item-by-item) confidence judgments to assess monitoring across four biology exams over the course of one semester. Gifted students outperformed typical students on both local and global postdictive measures of calibration. However, there were no statistically significant differences in global predictive judgments or calibration bias. Local, item-by-item calibration accuracy partially mediated the relation between giftedness and exam performance. Implications for both theory and practice are discussed.",221.0,Giftedness and Metacognition: A Short-Term Longitudinal Investigation of Metacognitive Monitoring in the Classroom,2011.0
"Soul Behind the Skill, Heart Behind the Technique: Experiences of Flow Among Artistically Talented Students in Singapore qualitative methodologies; Asian; creativity; flow; artistically talented teenagers Case studies of students enrolled in a specialized secondary school in Singapore describe the experiences of flow among 14 teacher-nominated adolescents talented both in the arts and in academics. Individual in-depth interviews were conducted with the respondents to discern whether they experience flow as they each engage in their respective art forms (visual arts, dance, music, and theater). Qualitative analysis of the interview transcripts reveals elements of the flow state (clear goals, intense concentration, enjoyment, loss of self-consciousness, transformation of time) highly evident among the talented teenagers. Environmental supports that enable expressions of artistic inclinations and identities within the Singapore context were likewise in conjunction with implications for arts-educators and artist-practitioners.",222.0,"Soul Behind the Skill, Heart Behind the Technique: Experiences of Flow Among Artistically Talented Students in Singapore",2011.0
"An Examination of the Relationships Between Ego Development, Dabrowski's Theory of Positive Disintegration, and the Behavioral Characteristics of Gifted Adolescents gifted students; ego development; Dabrowski's theory of positive disintegration; social and emotional development Literature exploring the experiences of gifted individuals has often focused on asynchronous development, particularly during childhood and adolescence. Also discussed in the literature are the unique social, emotional, and behavioral characteristics associated with giftedness. However, there is still an unclear picture concerning the implications of this work as related to the specific counseling needs of gifted students, and little empirical support is provided. This study seeks to build, through a developmental lens, a more comprehensive base from which to design counseling and teaching approaches with gifted students. Findings indicate that the ego levels of gifted students are slightly higher than those of typical adolescents. Empirical evidence of the level of development related to Dabrowski's theory of positive disintegration for gifted adolescents is provided, with the majority of respondents (70%) falling within Dabrowski's Level II-Unilevel Disintegration stage. Results also indicated that the gifted students studied are relatively well adjusted and that the behaviors exhibited by gifted adolescents are normally distributed. Study results are interpreted as indicating that although ego development and Dabrowski's theory of positive disintegration may share similarities, they are different constructs, and further investigation is needed to best use these theories in designing appropriate and effective counseling and teaching intervention strategies for working with gifted adolescents. Limitations of the study and suggestions for future research are presented.",223.0,"An Examination of the Relationships Between Ego Development, Dabrowski's Theory of Positive Disintegration, and the Behavioral Characteristics of Gifted Adolescents",2011.0
