eng_full,no,title,year
Guest editorial: A PROGRAM OF EDUCATIONAL RESOURCES FOR THE TALENTED    ,1260.0,Guest editorial: A PROGRAM OF EDUCATIONAL RESOURCES FOR THE TALENTED,1981.0
CREATIVE-THINKING AND MORAL REASONING OF ACADEMICALLY GIFTED SECONDARY-SCHOOL ADOLESCENTS    ,1261.0,CREATIVE-THINKING AND MORAL REASONING OF ACADEMICALLY GIFTED SECONDARY-SCHOOL ADOLESCENTS,1981.0
VISUAL-ARTS EDUCATION FOR THE GIFTED ELEMENTARY LEVEL ART STUDENT    ,1262.0,VISUAL-ARTS EDUCATION FOR THE GIFTED ELEMENTARY LEVEL ART STUDENT,1981.0
ASPECTS OF LANGUAGE-DEVELOPMENT IN THE GIFTED    ,1263.0,ASPECTS OF LANGUAGE-DEVELOPMENT IN THE GIFTED,1981.0
ADAPTING THE VARSITY SPORTS MODEL TO NON-PSYCHOMOTOR GIFTED STUDENTS    ,1264.0,ADAPTING THE VARSITY SPORTS MODEL TO NON-PSYCHOMOTOR GIFTED STUDENTS,1981.0
USE OF THE DGG MODEL FOR DIFFERENTIAL GUIDANCE FOR THE GIFTED    ,1265.0,USE OF THE DGG MODEL FOR DIFFERENTIAL GUIDANCE FOR THE GIFTED,1981.0
OPENNESS AND THE GIFTED - TENTATIVE CONNECTIONS    ,1266.0,OPENNESS AND THE GIFTED - TENTATIVE CONNECTIONS,1981.0
SCHOOL ENTRY AGE IN A GROUP OF GIFTED-CHILDREN    ,1267.0,SCHOOL ENTRY AGE IN A GROUP OF GIFTED-CHILDREN,1981.0
"Book review: REVOLVING DOOR IDENTIFICATION MODEL - RENZULLI,JS, REIS,SM, SMITH,LH    ",1268.0,"Book review: REVOLVING DOOR IDENTIFICATION MODEL - RENZULLI,JS, REIS,SM, SMITH,LH",1981.0
"Book review: REVOLVING DOOR IDENTIFICATION MODEL - RENZULLI,JS, REIS,SM, SMITH,LH    ",1269.0,"Book review: REVOLVING DOOR IDENTIFICATION MODEL - RENZULLI,JS, REIS,SM, SMITH,LH",1981.0
Editorial: IDEATION AND INQUIRY IN GIFTED EDUCATION    ,1270.0,Editorial: IDEATION AND INQUIRY IN GIFTED EDUCATION,1981.0
PERSONAL CREATIVE-THINKING TECHNIQUES    ,1271.0,PERSONAL CREATIVE-THINKING TECHNIQUES,1981.0
CHILDHOOD TRAITS AND ENVIRONMENTAL-CONDITIONS OF HIGHLY EMINENT ADULTS    ,1272.0,CHILDHOOD TRAITS AND ENVIRONMENTAL-CONDITIONS OF HIGHLY EMINENT ADULTS,1981.0
"TEACHING GIFTED, CREATIVE, AND TALENTED STUDENTS IN AN INDIVIDUALIZED CLASSROOM    ",1273.0,"TEACHING GIFTED, CREATIVE, AND TALENTED STUDENTS IN AN INDIVIDUALIZED CLASSROOM",1981.0
THE UNIVERSITY AS A COMMUNITY RESOURCE FOR GIFTED - THE UNIVERSITY FOR YOUTH    ,1274.0,THE UNIVERSITY AS A COMMUNITY RESOURCE FOR GIFTED - THE UNIVERSITY FOR YOUTH,1981.0
FACILITATING LIFETIME CREATIVE PROCESSES - A THINK PIECE    ,1275.0,FACILITATING LIFETIME CREATIVE PROCESSES - A THINK PIECE,1981.0
MODERN ARCHITECTURES DEBT TO CREATIVITY EDUCATION - A CASE-STUDY    ,1276.0,MODERN ARCHITECTURES DEBT TO CREATIVITY EDUCATION - A CASE-STUDY,1981.0
