eng_full,no,title,year
READINESS OF TEACHERS OF GIFTED TO LEARN FROM CULTURALLY DIFFERENT GIFTED CHILDREN    ,1747.0,READINESS OF TEACHERS OF GIFTED TO LEARN FROM CULTURALLY DIFFERENT GIFTED CHILDREN,1974.0
E. PAUL TORRANCE    ,1748.0,E. PAUL TORRANCE,1974.0
SPECIAL TEACHER-CONSULTANT FOR GIFTED PUPILS IN PUBLIC-SCHOOL SYSTEM - APPROACHES    ,1749.0,SPECIAL TEACHER-CONSULTANT FOR GIFTED PUPILS IN PUBLIC-SCHOOL SYSTEM - APPROACHES,1974.0
INSTANT ANSWERS - TESTING GIFTED CHILD IN ELEMENTARY-SCHOOL    ,1750.0,INSTANT ANSWERS - TESTING GIFTED CHILD IN ELEMENTARY-SCHOOL,1974.0
PRICE OF OBLIQUE THINKING    ,1751.0,PRICE OF OBLIQUE THINKING,1974.0
EFFECTS OF A SCHOOL FOR GIFTED IN AVERTING 4TH GRADE SLUMP IN CREATIVITY    ,1752.0,EFFECTS OF A SCHOOL FOR GIFTED IN AVERTING 4TH GRADE SLUMP IN CREATIVITY,1974.0
1ST REPORT ON A LONGITUDINAL STUDY OF GIFTED PRESCHOOL-CHILDREN    ,1753.0,1ST REPORT ON A LONGITUDINAL STUDY OF GIFTED PRESCHOOL-CHILDREN,1974.0
OBSERVATIONS AND REACTIONS TO GIFTED PROGRAMS A PSYCHOLOGIST HAS SEEN    ,1754.0,OBSERVATIONS AND REACTIONS TO GIFTED PROGRAMS A PSYCHOLOGIST HAS SEEN,1974.0
DEVELOPING LANGUAGE FLUENCY IN GIFTED CULTURALLY DIFFERENT CHILD    ,1755.0,DEVELOPING LANGUAGE FLUENCY IN GIFTED CULTURALLY DIFFERENT CHILD,1974.0
"LOCAL NAGC CHAPTER, MOVEMENT, AND TIMES    ",1756.0,"LOCAL NAGC CHAPTER, MOVEMENT, AND TIMES",1974.0
INTELLECT VS FEMININITY OR MEN SELDOM MAKE PASSES AT GIRLS WHO WEAR GLASSES    ,1757.0,INTELLECT VS FEMININITY OR MEN SELDOM MAKE PASSES AT GIRLS WHO WEAR GLASSES,1974.0
EARLY-CHILDHOOD EDUCATION OF GIFTED CHILDREN    ,1758.0,EARLY-CHILDHOOD EDUCATION OF GIFTED CHILDREN,1974.0
"PARENTS AS IDENTIFIERS OF GIFTEDNESS, IGNORED BUT ACCURATE    ",1759.0,"PARENTS AS IDENTIFIERS OF GIFTEDNESS, IGNORED BUT ACCURATE",1974.0
THE VIEW FROM MYOPIA    ,1760.0,THE VIEW FROM MYOPIA,1974.0
PARENTS AND THE CREATIVITY GIFTED    ,1761.0,PARENTS AND THE CREATIVITY GIFTED,1974.0
THE GIFTED ADOLESCENT    ,1762.0,THE GIFTED ADOLESCENT,1974.0
IF ONE FUNCTIONS GIFTEDLY - CREATIVELY - IS IT ALL GOOD    ,1763.0,IF ONE FUNCTIONS GIFTEDLY - CREATIVELY - IS IT ALL GOOD,1974.0
"GIFTED-CREATIVE, COMMON SENSE, AND AESOPS FABLES - LION AND MOUSE    ",1764.0,"GIFTED-CREATIVE, COMMON SENSE, AND AESOPS FABLES - LION AND MOUSE",1974.0
"INTERVIEW WITH A BEST SELLING AUTHOR - BIRMINGHAM,S    ",1765.0,"INTERVIEW WITH A BEST SELLING AUTHOR - BIRMINGHAM,S",1974.0
CREATIVITY AND FRUSTRATION    ,1766.0,CREATIVITY AND FRUSTRATION,1974.0
WAYS GIFTED CHILDREN CAN STUDY FUTURE    ,1767.0,WAYS GIFTED CHILDREN CAN STUDY FUTURE,1974.0
OPEN DISCOVERY SPOTS FOR GIFTED READERS    ,1768.0,OPEN DISCOVERY SPOTS FOR GIFTED READERS,1974.0
Recognizing Creative Potential in Preschool Children    ,1769.0,Recognizing Creative Potential in Preschool Children,1974.0
"MEMORIAL RESOLUTION FOR TERMAN,LM 1877-1956    ",1770.0,"MEMORIAL RESOLUTION FOR TERMAN,LM 1877-1956",1974.0
GIFTEDNESS AND CREATIVITY - RECENT ATTEMPTS AT DEFINITION - LITERATURE REVIEW    ,1771.0,GIFTEDNESS AND CREATIVITY - RECENT ATTEMPTS AT DEFINITION - LITERATURE REVIEW,1974.0
ANALYSIS OF SUBTESTS PERFORMANCE BY GIFTED STUDENTS ON STANFORD-BINET INTELLIGENCE SCALE (1960 FORM L-M)    ,1772.0,ANALYSIS OF SUBTESTS PERFORMANCE BY GIFTED STUDENTS ON STANFORD-BINET INTELLIGENCE SCALE (1960 FORM L-M),1974.0
