kor_full,no,title,year
"초등학생 진로의식성숙을 위한 커리어 e-포트폴리오 시스템 설계 및 구현 커리어 e-포트폴리오, 진로 교육, 진로 의식 진로 선택은 한 개인이 자아를 실현하고 행복한 삷을 살아가는데 있어 직접적인 영향을 미친다. 특히 초등학생은 진로에 대한 인식과 발달이 시작되는 시기이므로 주요한 의미를 갖는다. 하지만 현재의 진로지도는 주로 적성검사나 인쇄자료의 배포 등 단발성 작업에 집중되어 있다. 따라서 학생 입장에서 다양한 진로지도 활동 및 결과를 개인의 진로 관련 정보로써 축적할 수 있는 체계적이고 효율적인 시스템이 필요하다. 이에 e-포트폴리오를 기반으로 초등학생들의 진로의식을 성숙시킬 수 있는 시스템을 개발하였다. 개발한 시스템에서는 학생들이 진로 검사 결과와 진로 활동 내용을 체계적으로 누적할 수 있고, 다중지능 이론에 근거하여 자신의 강점 지능과 약점 지능을 쉽게 파악할 수 있다. 교사 역시 사이트에서 제공하는 각종 그래프를 통해 학생들의 재능을 쉽게 파악하고 진로 지도를 할 수 있다.",609.0,초등학생 진로의식성숙을 위한 커리어 e-포트폴리오 시스템 설계 및 구현,2012.0
"이러닝 활용 다문화교육에 대한 결혼이민자의 수요 분석 및 지원 방안 다문화교육, 이러닝, 결혼이민자 본 논문에서는 학력이 낮은 결혼이민자들에게 이러닝을 통하여 학력을 제공할 수 있는 방안을 연구하였다. 현재 한국은 남아 선호 사상에 따른 성비 불균형과 한국 여성들의 농.산.어촌 생활 기피로 외국인과 결혼하는 한국 남성들이 급속히 증가하고 있는 추세이다. 이에 한국 정부에서는 결혼이민자에게 한국어교육과 직업교육을 비롯한 다양한 사회 적응 교육을 실시하고 있으나 결혼이민자의 대부분은 가정 및 직장 생활의 부담 때문에 제대로 교육을 받지 못하고 있는 실정이다. 따라서 본 연구에서는 결혼이민자들에게 이러닝을 통해 한국어교육과 직업교육을 실시하는 방안을 연구하였다. 이를 위해 먼저 결혼이민자들의 이러닝을 통한 다문화교육에 대한 설문 조사를 실시하여 그 결과를 분석하였다. 그 결과, 결혼이민자들은 대부분 이러닝을 선호하는 것으로 나타났으며, 출신 국적과 거주지역에 따라 원하는 교육내용에 대한 차이가 있는 것으로 나타났다. 이에 따라 본 논문에서는 이러한 분석 결과를 바탕으로 이러닝 교육과정을 국적별로 편성하고 지역의 실정에 맞게 운영할 수 있는 방안, 이러닝 교육내용을 한국어교육 중심으로 편성하는 방안, 결혼이민자들의 장점을 살릴 수 있는 직업교육 마련 방안 등의 결혼이민자에 대한 이러닝 지원 방안을 제안하였다. 이와 같은 본 연구의 결과는 결혼이민자들이 우리 사회의 소외계층으로 전락하지 않고 당당한 일원으로 정착하는데 도움이 될 것으로 기대한다.",610.0,이러닝 활용 다문화교육에 대한 결혼이민자의 수요 분석 및 지원 방안,2012.0
"융합형 영재교육기관의 교육과정 개발에 관한 연구 융합영재교육, 교육과정, 과학예술영재학교 2000년 1월 ‘영재교육진흥법’이 제정된 후 2002년 4월 ‘영재교육진흥법 시행령’이 공포됨으로써 우리나라의 영재교육이 본격적으로 시행되었다. 2007년 12월 발표한 ‘영재교육진흥종합계획안’에서는 전체 학생의 0.59%정도에게 제공되던 영재교육을 2012년까지 초․중등학생의 1%까지 확대 실시하는 계획을 수립한 후 시행함으로써 우리나라의 영재교육이 양적으로 성장할 수 있는 발판을 마련하였다. 그러나 최근까지 우리나라의 영재교육은 학문영역별 중심으로 시행되었으며, 특히 수․과학 분야의 영재교육에 편중되어 시행되었다. 이와 같은 우리나라의 영재교육 상황에서 질적 성장을 위한 다양한 시도가 진행되고 있으며, 그 중 하나가 21세기 창의적인 융합인재 육성을 위하여 과학과 예술영재교육의 융합을 통한 새로운 교육기관의 설립을 추진하고 있는 것이다. 본 논문에서는 현재 추진되고 있는 융합형 영재교육기관에서 적용 가능한 교육과정 편성 및 운영 전략을 개발하였다. 이를 위하여 우리나라의 대표적인 영재교육기관인 한국과학영재학교의 교육과정과 해외 융합형 교과 운영사례를 분석한 후 시사점을 도출하였으며, 융합형 영재교육기관인 과학예술영재학교의 교육과정 편제를 제안하고 과학예술영재학교의 핵심 교과인 융합교과에 대한 세부 내용을 제안하였다.",611.0,융합형 영재교육기관의 교육과정 개발에 관한 연구,2012.0
"구조화된 상호작용과 의사소통을 촉진하기 위한 육색사고모자 온라인 실시간 토론 도구 개발 온라인 실시간 토론, 육색사고모자 기법, 온라인 실시간 토론 도구, 3C 모델 본 연구는 상호작용을 구조화하고 의사소통을 촉진하기 위한 토론 전략의 하나로 육색사고모자 기법을 적용한 온라인 실시간 토론 도구를 개발하고 수업에 적용하여 그 타당성을 확인하고 개선방안을 도출하는 것을 목적으로 한다. 육색사고모자 온라인 실시간 토론 도구를 개발하기 위하여 온라인 실시간 토론과 육색사고모자 기법에 대한 선행연구를 고찰하고 3C 모델의 의사소통, 조율, 협력의 개념에 따라 설계 전략을 수립하였다. 설계 전략에 의거하여 개발된 온라인 실시간 토론 도구는 베타테스트를 거쳐 A 대학교 컴퓨터응용과학부 ‘컴퓨터기초’ 교과목에서 팀 과제를 수행하는데 5주간 4회의 토론에 적용하였다. 학생 대상의 자유기술형 설문, 학생들의 성찰일기, 연구자들의 현장노트를 통해 수집된 질적 데이터를 분석한 결과, 본 연구에서 개발된 육색사고모자 온라인 실시간 토론 도구가 의사소통, 조율, 협력의 측면에서 학생들의 토론을 효율적으로 지원할 수 있음을 확인할 수 있었다. 그러나 문자 기반 의사소통의 한계를 극복하고 육색사고모자 온라인 실시간 토론 도구를 구조화된 상호작용과 의사소통을 촉진하기 위한 도구로 활용하기 위해서는 개선이 필요한 것으로 나타났다.",612.0,구조화된 상호작용과 의사소통을 촉진하기 위한 육색사고모자 온라인 실시간 토론 도구 개발,2012.0
"스마트 교육기반 협력 학습에서 디지털 교과서의 잉킹 효과 연구 스마트 교육, 디지털교과서, 디지털 잉킹, 상호작용, 협력학습 본 연구에서는 디지털교과서를 이용하고 있는 초등 6학년 24명을 대상으로 협력학습에서 디지털 잉킹을 활용하였을 경우 문제해결력에 미치는 영향을 분석하였다. 실험 집단은 디지털교과서의 기본 콘텐츠와 디지털 잉킹 기법을 적용하였고, 통제집단은 디지털교과서의 기본적인 콘텐츠를 활용하였다. 이를 비교 분석한 결과 디지털교과서의 디지털 잉킹 기능은 학습자의 문제해결력 향상에 영향을 미치는 주요한 요인임을 확인하였다. 그 결과 본 연구는 향후 스마트교육 및 e-교과서 연구에 효과적으로 적용 가능할 것으로 예상한다.",613.0,스마트 교육기반 협력 학습에서 디지털 교과서의 잉킹 효과 연구,2012.0
"초등 사이버가정학습 효과성 영향요인 분석 사이버가정학습, 효과성, 요인분석 본 연구는 사이버가정학습의 효과성을 분석하기 위해서 선행연구들을 분석하고 효과성에 영향을 줄 수 있는 중요 요인들을 선별했다. 본 연구에서는 효과성을 학생들의 수업참여 의도로 가정했고 이 의도에 영향을 줄 수 있는 요인으로는 수업의 가치성, 사이트 사용성 그리고 주관적 규범 등으로 간추렸다. 우리는 이 요인들을 바탕으로 설문지를 작성하였고 경기도 지역 초등학교 6학년 학생에게 설문을 배포, 수합하여 확인요인분석 과정을 거쳤다. 그리고 설문을 수정하고 수정된 설문지를 학생들에게 재투입을 하였다. 여기서 얻어진 결과를 바탕으로 연구모형과 연구가설을 설정하였으며 구조방정식모형분석 결과 설정된 연구모형과 가설이 모두 수용되었다. 이 외에도 본 연구에는 본 연구의 제한사항과 연구 제언이 포함되어 있다.",614.0,초등 사이버가정학습 효과성 영향요인 분석,2012.0
"IPA를 이용한 스마트러닝 품질관리 요인분석 스마트러닝, 품질관리, 중요도-만족도 분석 스마트러닝 품질은 전통적인 교육보다 복잡하고 다양한 요인으로 구성된다. 본 논문에서는 스마트러닝 품질을 콘텐츠, 시스템, 서비스측면에서 살펴보고 문헌연구와 표적집단면접법(FGI)에 의해서 스마트러닝 품질요인을 분류하였다. 설문조사는 리커트식 5점 척도에 의하여 사용자들이 품질요인의 만족도와 중요도를 상대적으로 평가하도록 하였다. 설문지는 39문항으로 구성하였으며 불성실하게 응답한 설문지 8부를 제외하고 112부가 최종분석을 위하여 활용되었다. 수집된 데이터는 SPSS 18.0을 활용하여 통계적으로 분석되었으며, 실증적 검증을 위해서 중요도-만족도 분석이 활용되었다.",615.0,IPA를 이용한 스마트러닝 품질관리 요인분석,2012.0
"예비교사들의 테크놀로지 내용교수지식 변화에 관한 연구: 테크놀로지 활용 교과목을 중심으로 테크놀로지 내용교수지식(TPACK), 테크놀로지 활용 교육, 교사교육 본 연구는 테크놀로지 내용교수지식(TPACK) 모형을 예비교사 교육에 적용시켜 보고자 하였다. 이를 위해 테크놀로지를 활용 교과목을 수강하는 중등예비교사 142명을 대상으로 학기초와 학기말에 걸쳐서 설문을 실시하였다. 연구 결과, TPACK의 주요 구성요소인 테크놀로지 지식, 내용지식, 교수지식 중 테크놀로지 지식과 내용지식의 영역이 신장되었음을 보여주었다. 하위요인별로는 TPACK의 7개 하위영역 중 교수지식과 내용교수지식을 제외한 모든 하위영역에서 유의미한 향상을 보여주었다. 이를 바탕으로 테크놀로지 지식과 내용지식의 향상 및 교수지식에 관해 논의하고, 우리나라에서도 테크놀로지 지식과 교수지식 및 내용지식이 통합된 형태의 (예비)교사 교육이 이루어져야 함을 제안하였다.",616.0,예비교사들의 테크놀로지 내용교수지식 변화에 관한 연구: 테크놀로지 활용 교과목을 중심으로,2012.0
"창의적 문제해결 수업에서의 앨리스(Alice) 활용 사례 연구 멀티미디어공학, 앨리스, 창의적 문제해결, 창의적 공학 설계, 교육용프로그래밍언어 본 연구에서는 창의적 문제해결 수업을 멀티미디어공학의 특성에 맞는 교과과정으로 정착시키기 위한 새로운 시도로 3D 인터랙티브 저작도구인 앨리스를 사용하여 설계프로젝트를 진행하였다. 그 결과, 수업에서 요구하는 창의적 문제해결의 각 단계가 구체적으로 구현됨으로써 앨리스를 활용한 설계프로젝트가 멀티미디어공학부의 창의적 문제해결 수업에서의 학습목표를 달성하는데 적절함을 보였다.",617.0,창의적 문제해결 수업에서의 앨리스(Alice) 활용 사례 연구,2012.0
"트위터(Twitter)를 활용한 토론학습에서 과제가치, 트위터효능감과 사회적 실재감이 학습만족도에 미치는 영향 트위터, 과제가치, 트위터효능감, 사회적 실재감, 학습만족도 본 연구는 트위터를 활용한 토론학습에서 고려해야 할 지침을 얻고자, 과제가치, 트위터효능감, 사회적 실재감이 학습만족도에 미치는 영향과 사회적 실재감의 매개효과를 분석하였다. 이를 위해 2010학년도 2학기에 서울에 소재한 A대학교에 한 강좌를 수강한 학습자 46명을 대상으로 약 3주 동안 트위터에서 토론수업을 진행하여, 과제가치, 트위터효능감, 사회적 실재감, 토론학습만족도 자료를 수집하였다. 자료분석방법으로는 상관분석, 회귀분석과 매개분석을 실시하였다. 그 결과, 과제가치, 트위터효능감, 사회적 실재감은 학습만족도에 유의미한 영향을 미치는 요인으로 확인되었으며, 사회적 실재감은 과제가치와 트위터효능감이 학습만족도를 예측하는 데 있어 매개역할을 하는 것으로 나타났다. 이와 같은 결과는 트위터를 활용한 토론학습에서 학습만족도를 높이기 위해서는 과제가치와 트위터효능감 향상을 위한 학습과정 설계 전략이 필요하며, 이와 더불어 사회적 실재감을 촉진시켜줄 수 있는 학습환경 설계가 필요함을 시사한다. 또한, 트위터 학습 관련 연구는 아직 초기단계로, 향후 트위터를 활용한 학습환경에서 만족도나 성취도 등의 학습성과를 높이는 변인을 규명하는 연구가 지속적으로 수행되어야겠다.",618.0,"트위터(Twitter)를 활용한 토론학습에서 과제가치, 트위터효능감과 사회적 실재감이 학습만족도에 미치는 영향",2012.0
