eng_full,no,title,year
"A GENERAL-THEORY FOR THE DEVELOPMENT OF CREATIVE PRODUCTIVITY THROUGH THE PURSUIT OF IDEAL ACTS OF LEARNING   This article presents a general theory for developing creative productivity in young learners by examining the interactions between and among the learner, the curriculum, and the teacher. Further interactions within the learner dimension of the theory are examined by analyzing the relationships between and among learners' abilities, interests, and learning styles. Teacher interactions are examined by analyzing teachers' knowledge of the discipline that they are teaching, instructional techniques, and the teachers' ''romance'' with the discipline. The curriculum is examined by analyzing the structure of disciplines, the content and methodology of disciplines, and the discipline's appeal to the imagination of students. Also proposed is a three-dimensional research paradigm for examining creative productivity: (a) the types of creativity we are attempting to develop, (b) the domains in which creative pursuits are carried out, and (c) the contextual variables that influence the creative process.",819.0,A GENERAL-THEORY FOR THE DEVELOPMENT OF CREATIVE PRODUCTIVITY THROUGH THE PURSUIT OF IDEAL ACTS OF LEARNING,1992.0
"CONTRIBUTIONS OF GIFTED EDUCATION TO GENERAL-EDUCATION IN A TIME OF CHANGE   Educators in the field of gifted education should be involved in the educational dialogue known as the School Reform Movement both because of the need of gifted learners for positive changes in education and because of the potential of the field to contribute to improved education for a wide range of students. Gifted youngsters, like others, suffer from inadequately trained teachers, test-driven instruction, low-level texts, and curricula which engage neither thought nor interest. They are further at risk in settings which mandate student homogeneity and in which teachers are prone to ''teach to the middle.'' Further, the field of gifted education, by virtue of its principles and practices, has the opportunity to provide educational leadership in expanding views of intelligence, attention to underserved populations, a broadened view of democracy in education, differentiation and individualization of instruction and varied instructional models and strategies.",820.0,CONTRIBUTIONS OF GIFTED EDUCATION TO GENERAL-EDUCATION IN A TIME OF CHANGE,1992.0
"EFFECTS OF THE FUTURE PROBLEM-SOLVING PROGRAM ON CHILDREN CONCERNS ABOUT THE FUTURE   The first purpose of this study was to determine whether gifted students participating in the Future Problem Solving Program would feel that they had more control over their futures than either other gifted or average-ability students. The second purpose was to determine whether participants' concerns about the future would differ from those of nonparticipants. The final purpose was to determine the most frequently mentioned concerns about the future of these groups of children. Subjects were from a medium-sized city in the Southwest and were fourth, fifth, and sixth graders. Results showed significant differences in students' perceptions of their control over the future and their concerns about the future. There were also differences among their most frequently mentioned concerns. Students in the Future Problem Solving Program were interested in more global issues than nonparticipants and were more positive about their control over the future.",821.0,EFFECTS OF THE FUTURE PROBLEM-SOLVING PROGRAM ON CHILDREN CONCERNS ABOUT THE FUTURE,1992.0
"THE EFFECTS OF PROBLEM-BASED LEARNING ON PROBLEM-SOLVING   Problem-based instruction is designed to provide students with a guided experience in solving an ill-structured problem. All learning in problem-based instruction stems from students' initial questions about a problem situation. Currently used in medical school programs, problem-based curriculum has not been tested at the high school level. Science, Society and the Future (SSF) is an experimental problem-based course for gifted high school students. In the interdisciplinary course, students examine the meaning and impact of current science issues (the effect of electromagnetic fields on childhood leukemia, the health care system). In this study, SSF students and a group of comparison students were tested to determine changes in their spontaneous use of problem-solving steps as they consider an ill-structured problem. Results show some significant changes for the SSF group not observed in the comparison group.",822.0,THE EFFECTS OF PROBLEM-BASED LEARNING ON PROBLEM-SOLVING,1992.0
"A DEVELOPMENTAL INVESTIGATION OF THE LIVES OF GIFTED WOMEN   Little research exists on intellectually gifted women in relation to their educational, personal, and career choices. This study explores the internal and external factors affecting educational and occupational choices made by gifted women at various times in their lives. A questionnaire was administered to a sample of intellectually gifted women representing the decades of the 1910s through the 1980s who attended a highly selective school for gifted females. Differences in personality and attitude factors were found across decades of graduation and between homemakers and career-oriented intellectually gifted women.",823.0,A DEVELOPMENTAL INVESTIGATION OF THE LIVES OF GIFTED WOMEN,1992.0
"A LONGITUDINAL EXAMINATION OF LIFE CHOICES OF GIFTED AND TALENTED YOUNG-WOMEN   The present study examines the reported achievements of 126 gifted and talented young women approximately 14 years after being identified by Project CHOICE staff. The examination is undertaken from an ipsative as well as a nomothetic perspective. The results indicate that (a) the educational and career attainment of these young women compare quite favorably both with other cohorts of gifted women and with criteria reflecting social expectation: (b) personal and relational accomplishments are identified almost as frequently as educational and career accomplishments as being their ''greatest achievements''; and (c) a substantial number of these young women at age 29 have yet to achieve the educational, career, and lifestyle aspirations they identified in adolescence. Implications for counseling gifted young women are discussed.",824.0,A LONGITUDINAL EXAMINATION OF LIFE CHOICES OF GIFTED AND TALENTED YOUNG-WOMEN,1992.0
"GIFTED PROGRAMS - GENDER DIFFERENCES IN REFERRAL AND ENROLLMENT   The purpose of this study was to examine girls' and boys' referral to and enrollment in gifted programs. Data on overall enrollment, referral, and referral outcome were obtained by gender and grade from five school boards offering gifted programs. A greater number of boys than girls were enrolled in gifted programs. When the referral process for the most recent year was examined, however, no gender differences were observed in referral or in decision to enroll. The variability in the results observed underlines the importance of longitudinal data in delineating more fully the occurrence and pattern of gender differences in referral to and enrollment in gifted programs.",825.0,GIFTED PROGRAMS - GENDER DIFFERENCES IN REFERRAL AND ENROLLMENT,1992.0
"Book Review: GIFTED KIDS HAVE FEELINGS TOO - RIMM,SB    ",826.0,"Book Review: GIFTED KIDS HAVE FEELINGS TOO - RIMM,SB",1992.0
Book Review: REPLY TO REVIEW     ,827.0,Book Review: REPLY TO REVIEW ,1992.0
"Book Review: THE KID GUIDE TO SOCIAL-ACTION - LEWIS,BA    ",828.0,"Book Review: THE KID GUIDE TO SOCIAL-ACTION - LEWIS,BA",1992.0
TALENT IDENTIFICATION AND DEVELOPMENT IN EDUCATION    ,829.0,TALENT IDENTIFICATION AND DEVELOPMENT IN EDUCATION,1992.0
"CATCHING THE DREAM FOR GIFTED-CHILDREN OF COLOR   Gifted children of color are too frequently underrepresented among those labeled America's best and brightest, A Better Chance, Inc., a national academic talent search agency, has found more than 8,000 minority children and provided them with access to an excellent college preparatory education. Detecting, estimating, and evaluating intelligence is still typically based on test data and IQ scores. ABC has learned to use additional yardsticks: a strong sense of self, an independent mind, a questioning attitude, a willingness to take risks and to persevere. If educators are sincerely interested in identifying gifted children from all parts of American society, multiple assessment procedures, including objective and subjective data from a variety of sources, must be used. Within every classroom in this country, including those enrolling minorities and the disadvantaged, the proportion of gifted students is the same as that found in the nation's most affluent communities. It is our challenge as educators to find these gifted children. And we must find them quickly, before inertia and indifference immobilize their minds.",830.0,CATCHING THE DREAM FOR GIFTED-CHILDREN OF COLOR,1992.0
