eng_full,no,title,year
"Successful adults who were once adolescent underachievers   This retrospective study of professionally successful adults who were academic underachievers, during adolescence (N = 31) explored the phenomenological experience of underachievement, with particular focus on potentially interactive factors that might be associated with onset, maintenance, and reversal of underachievement. Underinvolved and nonencouraging parents and teachers, negative parental attitudes toward work, family conflict, lack of career direction, and family transitions were found to be associated with underachievement. Both the adolescents and their parents achieved in nonacademic areas. Findings suggest that personality factors, achiever role models outside of the family developmental task accomplishment, changes in location, and new academic courses may contribute to reversal of underachievement.",512.0,Successful adults who were once adolescent underachievers,2001.0
"An examination of Terman's gifted children from the theory of identity   Employing Erikson's identity theory within Marcia's operational framework, the association between identity formation and adult achievement was examined in a subset of gifted individuals from Terman's longitudinal study. Terman's most successful A group and the least successful C group were compared with respect to their identity formation. Significant relationships were found between identity formation and occupational success at the data points under study. The successful As were found to be mostly Identity Achievers, whereas the unsuccessful Cs were more likely Identity Diffusers. The explanation power of Erikson's identity theory for varied achievement in adulthood calls for attention to identity research in gifted education.",513.0,An examination of Terman's gifted children from the theory of identity,2001.0
"The relationship among giftedness, gender, and overexcitability   This study examines the relationship among giftednesss, gender, and overexcitability. Previous studies examining these relationships were based on an open-ended questionnaire and small samples. This study uses a new self-rating questionnaire to assess overexcitabilities, the Overexcitability Questionnaire II, and findings are based on a large sample of 562 university students. Gifted-ness was measured by a student's participation in either a gifted, advanced, or standard curriculum program. Results show that previous findings on the relationship between giftedness and overexcitability can be confirmed.; gifted students scored significantly higher on intellectual and emotional overexcitability than students in either of the other two programs. Further, males scored higher overall on intellectual, ima national, and psychomotor overexcitability, while females scored higher on emotional and sensual overexcitability.",514.0,"The relationship among giftedness, gender, and overexcitability",2001.0
"The influence of cooperative problem solving on gender differences in achievement, self-efficacy, and attitudes toward mathematics in gifted students   The purpose of this study was to investigate gender differences in self-efficacy, attitudes toward mathematics, and achievement of 48 gifted seventh- and eighth-grade students after participating in a two-week course on probability and statistics that was taught with a mathematical problem-solving approach using heuristic strategies. A pretest-posttest control group design was used, in which students were randomly assigned to one of two experimental groups or to a control group during a summer enrichment program offered to talented students. Although the literature suggests that cooperative learning settings, particularly single-gender groups, are more beneficial for females, no statistical differences in achievement or self-efficacy were found among the groups. Statistically significant differences in attitudes toward mathematics were found favoring students in the whole-group instruction, competitive setting.",515.0,"The influence of cooperative problem solving on gender differences in achievement, self-efficacy, and attitudes toward mathematics in gifted students",2001.0
"Gender differences in the motivation for and selection of courses in a summer program for academically talented students   In this study, we examined gender differences in course enrollment patterns, reasons for course choice, and enjoyment of course. Participants consisted of 804 academically talented students (433 females, 371 males) attending a summer program. Data were self-reported and were collected on a program evaluation questionnaire. Males enrolled in traditionally male (TM) courses in significantly greater numbers than they enrolled in traditionally female (TF) courses, but female enrollment in the two types of courses was more equal. Asian American students' course enrollment in TM and TF courses was more balanced than non-Asian American student enrollment, and Asian American students endorsed fewer internal reasons than non-Asian students did. Students in TM classes endorsed more external reasons for course choice than their colleagues in TF classes. Finally, students who gave more internal reasons for course choice reported enjoying classes more than students who gave more external reasons. No gender differences in motivation were found.",516.0,Gender differences in the motivation for and selection of courses in a summer program for academically talented students,2001.0
"International handbook of giftedness and talent, 2nd edition.    ",517.0,"International handbook of giftedness and talent, 2nd edition.",2001.0
And still we rise: The trials and triumphs of twelve gifted inner city high school students.    ,518.0,And still we rise: The trials and triumphs of twelve gifted inner city high school students.,2001.0
From the editor    ,519.0,From the editor,2001.0
"A rag quilt: Social relationships among students in a special high school   The experience of being a gifted student at a public residential high school was studied from the student perspective using ethnographic and phenomenological inquiry. The social system that emerged, one that the students judged as atypical, is described. Contextuak factors are presented in an effort to understand the students' experience.",520.0,A rag quilt: Social relationships among students in a special high school,2001.0
"If I had a new notebook, I know things would change: Bright underachieving young men in urban classrooms   Despite a preponderance of research on students who fail academically in urban schools, few studies have examined the academic experience of high-ability students in urban schools, particularly those who do not reach their potential The study described in this article examined what happens to intelligent urban teenagers when they achieve academically. Through a qualitative research design that integrated case study and ethnographic research, the investigation examined the lives of 6 high-ability males in an inner-city high school to understand how their urban life experiences influenced their underachievement. The 6 cases reported in this study are a subset of 12 cases (Hebert, 1993) that contributed to a larger study (Reis, Hebert, Diaz, Maxfield, & Ratley, 1995) of talented students an urban high school. Major findings uncovered in chronicling the lives of 6 underachievers included: inappropriate curricular and counseling experiences, problematic family issues, a negative peer group and environmental influences, and discipline problems. Implications of these findings are presented, as are suggestions meeting the educational needs of high-ability underachieving young men in urban secondary schools.",521.0,"If I had a new notebook, I know things would change: Bright underachieving young men in urban classrooms",2001.0
