eng_full,no,title,year
Honoring Dr. Harry Passow    ,602.0,Honoring Dr. Harry Passow,1998.0
Curriculum and the development of talents    ,603.0,Curriculum and the development of talents,1998.0
"Interview with Dr. A. Harry Passow   This interview with Dr. A. Harry Passow was conducted at the annual meeting of the American Educational Research Association in Chicago, Illinois in April 1991. At the time of the interview Dr. Passow was the Jacob H. Schiff Professor Emeritus of Education at Teachers College Columbia University. Where possible, bibliography entries have been added for the publications on which Dr. Passow comments in the interview.",604.0,Interview with Dr. A. Harry Passow,1998.0
"A national study of science curriculum effectiveness with high ability students   This study assessed student growth on integrated science process skills after being taught a 20-36 hour science unit. The prototypical unit, Acid, Acid Everywhere, was implemented in 15 school districts across seven states. Although seven science units for high ability learners have been developed through a federally funded project, the student outcome results only from Acid, Acid Everywhere, the most widely replicated unit, are reported here. All units were based on the Integrated Curriculum Model (ICM) developed specifically for gifted learners; the mode stresses advanced content, high level process and product, and a concept dimension. Results indicate small, but significant, gains for students integrated science process skills when compared to equally able students not using the units. Implementation data reflected satisfaction of teachers with the units, especially in terms of student interest and motivation. The effectiveness of this curriculum, designed to align with the new science standards and to be appropriate for gifted students, lends credibility to the argument for using the new content standards as a basis for curriculum development efforts with gifted learners.",605.0,A national study of science curriculum effectiveness with high ability students,1998.0
"Open-ended activities: Differentiation through learner responses   This article explores the meaning of curricular differentiation for identified gifted students by examining learner responses to open-ended activities. Very little research supports or describes how open-ended activities-which have been advocated as a strategy to allow students to work in their own interest areas, in their own learning styles, and at their own ability level-serve to differentiate the curriculum. This paper sets curriculum differentiation in a historical perspective, reviews a comprehensive investigation into the nature of open-ended activities, and focuses on how and in what ways the responses to open-ended activities of children identified as a gifted differed from responses of children who were not identified as gifted in a third-grade a fourth-grade heterogeneously grouped classroom. The study also focuses on teacher perceptions of classroom activities and learner responses. Data sources included observations over the course of one academic year, interviews with teachers and students, learning style and interest assessment instruments, and documents related to over 33 open-ended activities. Based on the findings reported here, the author proposes a reexamination of the meaning of curricular differentiation with a renewed emphasis on determining how an instructional strategy, for example, providing open-ended activities, maximizes student's capabilities.",606.0,Open-ended activities: Differentiation through learner responses,1998.0
"Gifted education meets Reggio Emilia: Visions for curriculum in gifted education for young children   The purpose of this article is to explore the relationships in curriculum thinking, development, and implementation between gifted education and early childhood education. Young gifted children (ages birth to eight) are among the most underserved populations of gifted children; yet, we know that early intervention has a significant effect on their continued development. In this article, we provide a review of the current curriculum models used in gifted child education and early childhood education, focusing on a comparison of the two. We examine the role of the child in the curriculum making, the voice of the parents, and the responsibilities of the teacher. Finally, we turn our attention to the Reggio Emilia approach to early childhood education as a means to expand our view of curriculum, the importance of the environment, and the crucial need to use the child's needs, interests, and abilities as the initial and sustaining focus of curriculum development.",607.0,Gifted education meets Reggio Emilia: Visions for curriculum in gifted education for young children,1998.0
"For the good of humankind: Matching the budding talent with a curriculum of conscience   For most of this century, educators have debated the types of different curriculum highly able students require in order to realize their contribution to self and society (Gallagher et al., 1969; Marland, 1971; Milne, 1979; Passow, 1958, 1979, 1985; Renzulli, 1982; Tannenbaum, 1979; Tomlinson, 1995; Ward, 1961). Wherein lies the inspiration for the kind of human endeavor that talent development and, ultimately, creative expression engender? This paper traces the rationale for the development and unique talents to the eminent philosopher William James (1902) and suggests a relationship between this highly personal process and the maturity of one's ethos, or ethical world view. Is one element of talent development, ethical behavior, to benefit humankind? If so, what types of curricular opportunities do we need to provide bright, talented children and youth to stretch their current boundaries, to challenge them as they need to be challenged, and to stimulate them to use their creativity productively to make their world a better place?",608.0,For the good of humankind: Matching the budding talent with a curriculum of conscience,1998.0
"From Passow to Gardner: Curriculum for talent development   As one of the early pioneers in gifted education, A. Harry Passow was a strong advocate for curricula that considered the total learning environment as a means of nurturing students' individual gifts and talents. His classic description of four curricula (general, specialized, covert, and nonschool educative) the impact gifted learners is relevant in schools where gifted students may spend the majority of their day in a general education classroom. This article illustrates how Harry Passow's views on curriculum and talent development are similar to those of Howard Gardner and how the author has used both theorists' views to develop a student-centered curriculum planning model. The model has been field-tested in general education classrooms and shows promise for creating a stimulating learning environment to nurture students' talents.",609.0,From Passow to Gardner: Curriculum for talent development,1998.0
"A national curriculum and the sovereignty of higher ability learners   Over the past half-century, the British education system has undergone three major changes in relation to higher ability pupils: an extension of opportunity for very able working class children to attend selective, state-funded grammar schools; a leveling out of opportunities within state-funded schools by abolishing the 11-plus examination, the purpose of which was to select higher ability pupils for grammar school entry; and the introduction of a National Curriculum, imposing statutory curriculum requirements for all state funded schools. The main focus of this paper is on the last of the three and the way in which British teachers perceive how the National Curriculum may have affected educational opportunities and sovereignty of higher ability pupils.",610.0,A national curriculum and the sovereignty of higher ability learners,1998.0
"Book Review: New curriculum for new times: A guide to student-centered, problem-based learning    ",611.0,"Book Review: New curriculum for new times: A guide to student-centered, problem-based learning",1998.0
