eng_full,no,title,year
"The Impact of the Nomination Stage on Gifted Program Identification: A Comprehensive Psychometric Analysis identification; nomination; psychometrics; sensitivity; ROC The use of the nomination stage as the first step in the identification process is pervasive across the field of gifted education. In many cases, nominations are used to limit the number of students who will need to be evaluated using costly and time-consuming assessments for the purpose of gifted program identification and placement. This study evaluated the effect of the nomination stage on the overall efficacy of a gifted identification system. Results showed that in nearly all conditions, identification systems that require a nomination before testing result in a large proportion of gifted students being missed. Under commonly implemented conditions, the nomination stage can cause the false negative rate to easily exceed 60%. Changes to identification practices are urgently needed in order to ensure that larger numbers of gifted students receive appropriate educational placement and to maintain the integrity of gifted education services.",99.0,The Impact of the Nomination Stage on Gifted Program Identification: A Comprehensive Psychometric Analysis,2016.0
"Inattentional Blindness in 9-to 10-Year-Old Intellectually Gifted Children inattentional blindness; attention; intelligence; intellectually gifted children Researchers suggest that while intellectually gifted children might not always display adequate focus on their general life, they perform very well on experimental attentional tasks. The current study used inattentional blindness (IB) paradigm to understand better the attentional abilities of intellectually gifted children. Specifically, we examined whether intellectually gifted children were more able to avoid IB while performing well on certain attentional tasks. An experiment was carried out that involved 44 intellectually gifted and 45 average children. Results showed that intellectually gifted children, whose IB rate was 18.6%, were less susceptible to IB than average children, whose IB rate was 46.5%, (2)(1) = 7.626, p = .006. Intellectually gifted children performed better on the primary attentional tasks than average children when unexpected stimuli occurred. Findings suggest that intellectually gifted children are more likely to maintain attention on current task but are more prone to process additional stimuli. Overall, the present study argues that general intelligence may affect IB.",100.0,Inattentional Blindness in 9-to 10-Year-Old Intellectually Gifted Children,2016.0
"Hidden in Plain Sight: The Experiences of Three Twice-Exceptional Students During Their Transfer to High School twice-exceptional; qualitative; transfer experiences; transition; capability approach Twice-exceptional students are characterized by the almost paradoxical combination of giftedness accompanied by learning difficulties that hinder their ability to reach their potential in a traditional academic setting. This qualitative study examined the experiences of three twice-exceptional students during transfer to a New Zealand high school. Successful transfer has been shown to be dependent on factors such as the timely handover of accurate and complete student records. Barriers to successful transfer result in disruption in curriculum continuity, which can be especially detrimental for learners with special needs. Using student voice data from interviews and journal entries, the participants' lived experiences of the transfer process were revealed. Findings suggest that the way in which the twice-exceptional students experienced transfer influenced the development of their personal capabilities as learners in the education setting.",101.0,Hidden in Plain Sight: The Experiences of Three Twice-Exceptional Students During Their Transfer to High School,2016.0
"Giftedness and Overexcitability: Investigating the Relationship Using Meta-Analysis overexcitability; giftedness; Dabrowski; meta-analysis; research synthesis; systematic review Current textbooks, websites, research articles, and popular resources have stated that gifted individuals have longer and more pronounced responses to stimuli than the general population. This overexcitable nature of gifted persons has provided a commonly used lens to conceptualize, identify, and understand giftedness and gifted persons' behaviors. Yet there are reasons to be skeptical about the evidence demonstrating that the gifted population is more overexcitable than the nongifted population. A meta-analysis was conducted to investigate the existence and strength of the giftedness-overexcitability (OE) relationship as presented in a number of studies comparing the OE scores of intellectually gifted and nongifted samples. Gifted samples were found to have higher mean OE scores than nongifted samples. However, the effect size for psychomotor OE was not statistically significant, while the effect sizes for the emotional and sensual OEs were small. Calculated effect sizes for intellectual and imaginational OEs were medium. A number of important limitations and implications exist.",102.0,Giftedness and Overexcitability: Investigating the Relationship Using Meta-Analysis,2016.0
"RETRACTED: Effects of Violent Media on Verbal Task Performance in Gifted and General Cohort Children(Retracted article. See vol. 61, pg. 153, 2017) violent media; giftedness; IQ; sensitivity; verbal task performance Violent media immediately grab our attention. However, violent media also detract attention from other cues. A large body of research shows that violent media impair attention and memory, critical resources for academic performance, such as verbal tasks at school. The present study tested whether gifted children are more insulated or more vulnerable to these violent media effects. Gifted (n = 74) and general cohort (n = 80) 10-year-old children were randomly assigned to watch a 12-minute violent or nonviolent cartoon. A verbal task was completed before and after the video. Results showed that gifted children outperformed general cohort children on the verbal task after watching a nonviolent cartoon, but not after watching a violent cartoon. Thus, the violent video eliminated the typical advantage gifted children have on verbal tasks. These findings suggest that the harmful effects of violent media on verbal tasks are greater for gifted children than for general cohort children.",103.0,"RETRACTED: Effects of Violent Media on Verbal Task Performance in Gifted and General Cohort Children(Retracted article. See vol. 61, pg. 153, 2017)",2016.0
"Equity and Excellence: Proactive Efforts in the Identification of Underrepresented Students for Gifted and Talented Services identification; underrepresentation; assessment; theoretical definitions The identification of gifted and talented students and the accompanying fact that most identification systems result in the underrepresentation of students from African American, Hispanic, Native American, English language learning, and low-income families are two of the most discussed and hotly debated topics in the field. This article provides an overview of past efforts to mitigate inequity in both K-12 and higher education program identification, highlights successes and limitations, and presents a particular perspective in order to help facilitate broader thinking about the purpose of identification, the development of talent, and how academic excellence can be fostered while simultaneously increasing equity in gifted education.",104.0,Equity and Excellence: Proactive Efforts in the Identification of Underrepresented Students for Gifted and Talented Services,2016.0
"Drawing Upon Lessons Learned: Effective Curriculum and Instruction for Culturally and Linguistically Diverse Gifted Learners curriculum; qualitative methodologies; special populations/underserved; gifted Javits Gifted and Talented Education Program has provided a wealth of knowledge on culturally and linguistically diverse (CLD) gifted learners and how to support teachers in their work with CLD students. This study examined five impactful Javits projects through qualitative inquiry centered on how innovative practice takes root or not. Using grounded theory tradition, examination of Javits project participation enabled insight into how educators act and react to innovation as well as their perceptions of CLD student impacts. Data sources (documents, conversations with principal investigators, and interviews with 14 educators) provide evidence for what sustains effective, research-based practices and explores continued student benefits. Major findings are (a) context matters in sustaining innovation, (b) powerful curriculum and instruction can transform teaching and teachers, and (c) student impacts continue. Data point to leadership as an underlying element in sustaining innovation. Leaders ensure that innovation extends from broad-based goals; they develop innovation through scale-up and involvement of others; they purposefully track results. Growing effective approaches is critical to access and opportunity and CLD-gifted learners' talent development.",105.0,Drawing Upon Lessons Learned: Effective Curriculum and Instruction for Culturally and Linguistically Diverse Gifted Learners,2016.0
"Openness to Experience Rather Than Overexcitabilities: Call It Like It Is openness to experience; overexcitabilities; five-factor model of personality; structural equation modeling; quantitative methodologies; social and/or emotional development and adjustment Openness to experience is a personality factor in the five-factor model of personality, and it is composed of six facets. Facets of openness appear conceptually analogous to overexcitabilities (OEs), which are displays of inner energy guiding individuals toward advanced potential according to the theory of positive disintegration. This study examined the similarity of OEs to corresponding openness to experience facets in a sample of 149 creative adolescents and adults and 312 adults from the general population (total N = 461). Exploratory structural equation modeling tested competing models in which each OE and corresponding openness facet were modeled as separate factors and as joint factors. The separate-factor model had acceptable fit but uninterpretable loadings, while the joint-factor model had acceptable fit and interpretable loadings; thus, openness seems to encompass OEs. Accordingly, the field should align with well-researched psychological theories like the five-factor model of personality and begin to talk about openness rather than OEs.",106.0,Openness to Experience Rather Than Overexcitabilities: Call It Like It Is,2016.0
"Teachers' Conceptions of Gifted and Average-Ability Students on Achievement-Relevant Dimensions teachers' subjective theories; harmony hypothesis; disharmony hypothesis; definition and/or conception of giftedness/talent; vignettes; professional development; multivariate analyses Stereotyping of gifted students may not only hinder identification and actualization of potential but also personality development (stigma of giftedness). This is obvious in the case of negative stereotyping (e.g., the disharmony hypothesis, which sees gifted students as intellectually strong, but emotionally and socially inferior), but even overly positive stereotypes (e.g., the harmony hypothesis, which sees gifted students as superior in all respects) may prove harmful in that they put gifted students under pressure. In this study, we examined whether teachers' conceptions of the gifted are in line with either of these stereotypes. In a between-subjects design using vignettes, 246 German teachers rated fictitious students varying in ability level (gifted/average), gender (girl/boy), and age (8/15 years) on intellectual ability, motivation, prosociality, and maladjustment. Strong measurement invariance across vignette types was demonstrated for all dimensions. A repeated-measures analysis of variance of latent factor scores of the four dimensions showed that teachers considered gifted students more able, but less prosocial and more maladjusted than average-ability students. Whereas higher intellectual ability is in line with empirical findings about the gifted, lower social ability and higher maladjustment are not. Implications for theory, research, and educational practice are discussed.",107.0,Teachers' Conceptions of Gifted and Average-Ability Students on Achievement-Relevant Dimensions,2016.0
"The Aurora-a Battery as an Assessment of Triarchic Intellectual Abilities in Upper Primary Grades assessment; factor analysis; quantitative methodologies; elementary; age/developmental stage; creativity; programming/service delivery models The theory of triarchic intelligence posits that, in addition to the widely acknowledged analytical reasoning abilities, creative and practical abilities should be included in the assessments of intellectual capacities and identification of gifted students. To find support for such an approach, the present study examined the psychometric properties of the Aurora-a Assessment Battery of triarchic abilities in the upper primary grades. To assess the dimensional structure of the Aurora-a Assessment Battery, we analyzed subtest scores of 499 elementary school children. Correlational and factor analyses showed a poor fit between Aurora-a subtest scores and the triarchic theory of intelligence, indicating deficiencies in either the triarchic theory or the design of the Aurora-a Battery. Researchers should sustain their current efforts to evaluate the validity of various theories of intelligence and to develop theory-based assessment instruments.",108.0,The Aurora-a Battery as an Assessment of Triarchic Intellectual Abilities in Upper Primary Grades,2016.0
