eng_full,no,title,year
Prediction of Adult Creative Achievement Among High School Seniors    ,2027.0,Prediction of Adult Creative Achievement Among High School Seniors,1969.0
Understanding the Evaluation of Gifted: a New Method    ,2028.0,Understanding the Evaluation of Gifted: a New Method,1969.0
A Holistic Conception of Creativity and Its Relationship To Intelligence    ,2029.0,A Holistic Conception of Creativity and Its Relationship To Intelligence,1969.0
Project Self Discovery: Its Effect On Bright But Underachieving High School Students    ,2030.0,Project Self Discovery: Its Effect On Bright But Underachieving High School Students,1969.0
"Peace Through Art, Music, and Literature, Biblically Inspired    ",2031.0,"Peace Through Art, Music, and Literature, Biblically Inspired",1969.0
Autobiography and Creative Potential    ,2032.0,Autobiography and Creative Potential,1969.0
The Drug Scene—Cop-Out or Tune-in    ,2033.0,The Drug Scene—Cop-Out or Tune-in,1969.0
A Study of Highly Gifted Elementary Pupils    ,2034.0,A Study of Highly Gifted Elementary Pupils,1969.0
Editorial    ,2035.0,Editorial,1969.0
"Are Your Children Psych-Ing"" You ""Out""?    ",2036.0,"Are Your Children Psych-Ing"" You ""Out""?",1969.0
Omnibus Omnibus: Continued from page 259    ,2037.0,Omnibus Omnibus: Continued from page 259,1969.0
Curiosity of Gifted Children and Performance On Timed and Untimed Tests of Creativity    ,2038.0,Curiosity of Gifted Children and Performance On Timed and Untimed Tests of Creativity,1969.0
The Creative Experience in Music    ,2039.0,The Creative Experience in Music,1969.0
Evaluation of a Seminar for Gifted Junior High Students    ,2040.0,Evaluation of a Seminar for Gifted Junior High Students,1969.0
Reducing the Risks of Being Robbed of Your Gifts    ,2041.0,Reducing the Risks of Being Robbed of Your Gifts,1969.0
Omnibus . Omnibus: Continued from page 169    ,2042.0,Omnibus . Omnibus: Continued from page 169,1969.0
Differences Among Self-Descriptions of Gifted Black College Students and Their Less Intelligent Counterparts    ,2043.0,Differences Among Self-Descriptions of Gifted Black College Students and Their Less Intelligent Counterparts,1969.0
