eng_full,no,title,year
From the editor    ,359.0,From the editor,2006.0
"Attributional choices for academic success and failure by intellectually gifted students   This study emerges from the lack of empirical research on the gifted students' attributions about acedemic success and failure in multiple subject areas and school in general. We explore differences in top attributional choices between boys and girls for success and failure in general acedemic, language arts, science, and mathematics. Gifted students were more likely to attribute failure to not working hard enough (long-term effort), rather than to not being smart (ability). Sex differences were found in attributional choices for genmeral academics, science, mathematics, and language arts. The findings counter some popular theoretica expectations of gifted students' attributional choicescfor success and failure in their acdemic performance.",360.0,Attributional choices for academic success and failure by intellectually gifted students,2006.0
"Suicide ideation and personality characteristics among gifted adolescents   This study describes psychological characteristics of gifted adolescents. It also identifies the relationships between psychological personality types and suicide ideation. Participation in the study were 152 juniors enrolled in a public residential high school for academically gifted students. The Suicides Ideation Questionnaire, a 30-item self-report measure, was use to assess adolescent levels of suicide ideation. The Myers-Type Indicator (MBTI; Myers, 1962), a widely used measure of psychological type that contrasts four dimensions of personality - extraversion (E)/introversion (I), sensing (S)/intuition (N), thinking (T)/feeling (F), and judging (J)/perceiving (P) - was used to determine personality types of the students. The results indicated that gifted adolescents did not exhibit heightened rates of suicide ideation compared to their nongifted peers. However, female students held higher levels of suicide ideation than male students. Female students exhibiting introversion-perceiving (IP) types held higher levels of suicide ideation than those with other types. There was a significant between-groups effect for judging-perceiving analysis. Students identified as perceiving personality types held higher levels of suicide ideation than those with the judging personality type. Gender, judging/perceiving, and extraversion/introversion combined to reliably predict approximately 18% of the variance in suicide ideation in this sample.",361.0,Suicide ideation and personality characteristics among gifted adolescents,2006.0
"Insights from SMPY's greatest former child prodigies: Drs. Terence (Terry) Tao and Lenhard (Lenny) Ng reflect on their talent development   If the academic needs of the most profoundly gifted students can be met through the use of existing education practices, specialists in gifted education can assume that the educational needs of less able, but still academically talented, students can also be met by using some combination of these strategies as well. This paper illustrates the feasability and effectiveness of utilizing an individualized educational approach with gifted students by highlighting the unique educational paths taken by two of the very ablest math prodigies identified by Dr. Julian Stanley through the Study of Mathematically Precocious Youth (SMPY) since its founding in 1971. Interviews with Dr. Terence (Terry) Tao and Dr. Lenhard (Lenny) Ng, now both highly successful mathematicians, are presented in their entirety, demonstrating that even among the very ablest, strategies can be tailored effectively to the characterisitics of each student can be tailored effectively to the characteristics of each student through a combination of creative planning and the cooperation of parents, educators, and mentors.",362.0,Insights from SMPY's greatest former child prodigies: Drs. Terence (Terry) Tao and Lenhard (Lenny) Ng reflect on their talent development,2006.0
"Perceived multiple intelligences among male and female Chinese gifted students in Hong Kong: The structure of the student multiple intelligences profile   This study examined the structure of perceived multiple intelligences of 1.464 Chinese gifted students using the Student Multiple Intelligence Profile. To evaluate whether perceived multiple intelligences could be applied adequately across boys and girls, a model hypothesizing different degrees of equivalence across the two gender groups was tested using multigroup confirmatory factor analysis. The results indicated that the structure of perceived multiple intelligences, which included the number and nature of dimensions, as well as the structural relationships among the 8 intelligences assessed, was largely similar for boys and girls. Subsequent second-order confirmatory factor analyses separately conducted for boys and girls suggested that both boys and girls might perceive the 8 intelligences or one of the nonpersonal intelligences. Implications of the findings including subtle differences in the perceived strengths on the 8 individual subtle differences in the perceived strengths on the 8 individual intelligences by boys and girls are discussed.",363.0,Perceived multiple intelligences among male and female Chinese gifted students in Hong Kong: The structure of the student multiple intelligences profile,2006.0
NAGC symposium: A report card on the state of research in the field of gifted education    ,364.0,NAGC symposium: A report card on the state of research in the field of gifted education,2006.0
A report card on the state of research in the field of gifted education    ,365.0,A report card on the state of research in the field of gifted education,2006.0
A report card on the state of research on the talented and gifted    ,366.0,A report card on the state of research on the talented and gifted,2006.0
Yogi Berra's chevy truck: A report card on the state of research in the field of gifted education    ,367.0,Yogi Berra's chevy truck: A report card on the state of research in the field of gifted education,2006.0
A report card on the state of research in the field of gifted education    ,368.0,A report card on the state of research in the field of gifted education,2006.0
Untitled    ,369.0,Untitled,2006.0
"A content analysis of evaluation findings across 20 gifted programs: A clarion call for enhanced gifted program development   This article delineates the results of 7 gifted program evaluation studies conducted in 20 different school districts and places them in the context of major areas for gifted program improvement. The author suggests that the field of gifted education may be vulnerable to losing its infrastructure at local levels if enhanced program development in key areas does not occur over the next few years and if the studied districts are at all similar to the larger group. The paper discusses key areas of program development including identification, curriculum, program design, staff development, parental involvement assessment, and evaluation. The author contends that attention to these areas is essential for improving gifted program quality and stabilizing programs.",370.0,A content analysis of evaluation findings across 20 gifted programs: A clarion call for enhanced gifted program development,2006.0
"A study of instructional methods used in fast-paced classes   This study involved 15 secondary-level teachers who taught fast-paced classes at a university-based program and similar regularly paced their local schools in order to examine classes in how teachers differentiate or modify instructional methods and content selections for fast-paced classes. Interviews were conducted with the teachers during the summer sessions with a brief survey used as supplemental data. Overall, teachers in this study used a varied set of instructional strategies and in-class activities for their fast-paced classes including lectures, presentations, group activities, demonstrations, frequent tests and quizzes, timed writing, essays, and discussion. The shorter time frame (3 weeks versus 9 months) and teachers' perceptions about students' academic abilities were the two major reasons given for the differentiated instructional strategies and content in the fast-paced classes. In the survey data, less repetition in course content, advanced-level readings and questions, and more independence in learning were found for the fast-paced classes. Yet, the teachers were not likely to move beyond the textbook for enrichment materials or individualize homework or assignments for students in their fast-paced classes. They also expressed concerns regarding depth versus breadth of the material covered in the 3-week courses.",371.0,A study of instructional methods used in fast-paced classes,2006.0
"Perfectionism in high-ability students: Relational precursors and influences on achievement motivation   The purpose of the present study was to create and test a model that (a) illustrated variables influencing the development of perfectionism, and (b) demonstrated how different types of perfectionism may influence the achievement goals of high-ability students. Using, a multiple-groups path analysis, the researchers found that parenting style was related to attachment, with authoritative and permissive parenting associated with secure attachment and authoritarian and uninvolved parenting associated with insecure attachment. Attachment, in turn, was related to perfectionism, with insecure attachment associated with either self-oriented or socially prescribed perfectionism. In addition, the model then illustrated that perfectionism would influence achievement goals, with self-oriented perfectionists more likely to set mastery or performance-approach goals, and socially prescribed perfectionists more likely to set performance-approach or performance-avoidance goals. The findings of this study are interpreted in the context of the existing literature, and implications for working with high-ability perfectionistic students are discussed.",372.0,Perfectionism in high-ability students: Relational precursors and influences on achievement motivation,2006.0
