eng_full,no,title,year
"A report on the 40-year follow-up of the Torrance Tests of Creative Thinking: Alive and well in the new millennium   This article updates information about the Torrance Tests of Creative Thinking (TTCT) by reporting on predictive validity data from the most recent data collection point in Torrance's longitudinal studies. First, we outline the background of the tests and changes in scoring over the years. Then,. we detail the results of the analyses of the 40-year follow-up on the TTCT resulting in a structural equation model, which demonstrates the validity of the TTCT for predicting creative achievement 40 years after its administration. Finally, we provide a rationale for the relevance of the test in schools today.",392.0,A report on the 40-year follow-up of the Torrance Tests of Creative Thinking: Alive and well in the new millennium,2005.0
"Outcomes to creativity training programs   How much confidence, based on recent research evidence, can educators have in using creativity training programs in their classrooms? In general, little research has been done since the significant reviews conducted 5 years ago, and much of the research is inaccessible to teachers. Research continues to focus primarily on using strategies in classrooms. Some research is beginning to look at aspects of the creative person, product, and environment, but more could be done to look at the interactions among these. The continued emphasis on classroom strategies raises concerns about the failure by researchers to address issues of strategy transfer to other environments.",393.0,Outcomes to creativity training programs,2005.0
"The creative personality   The study of the creative personality has established itself as a major avenue of research on creativity and creative problem solving, other areas being creative process, product, and environment (or press). With respect to personality research, over the past 50-plus years, many studies have examined characteristics, attitudes, preferences, styles, and other personal qualities that appear to distinguish highly creative individuals. The purposes of this article are to review the accumulated body of creative personality research; describe the works of a few major researchers and their methods; briefly review theories that have been offered to explain why these personal qualities are causes, correlates, and/or outcomes of the creative process; and examine the relatively new construct of creative and problem-solving styles. Style assessment builds upon traditional personality research but holds substantial promise for talent identification and development for all individuals, not just those recognized as creatively gifted.",394.0,The creative personality,2005.0
"A reexamination of brainstorming research: Implications for research and practice   Brainstorming may be the best-known tool for group idea generation and is widely taught in gifted and talented programs. Many empirical studies have been conducted regarding the effectiveness of brainstorming, and they have provided useful insights into the salient barriers facing groups who use this tool. Although a great deal of this literature focuses on the limitations of brainstorming, the exploratory study included in this article sheds light on approaches that can enhance the value of this tool by examining the impact of the facilitator's role within group idea generation. Finally, this article outlines recommendations for teaching, learning, and applying brainstorming.",395.0,A reexamination of brainstorming research: Implications for research and practice,2005.0
"Creative problem solving with marginalized populations: Reclaiming lost prizes through in-the-trenches interventions   This article describes several initiatives in which Creative Problem Solving, in combination with career exploration and mentoring, has been used successfully to identify and develop the talents of at-risk populations. During the past decade, the Lost Prizes project helped turn around the lives of talented but troubled high-school dropouts, Northern Lights encouraged productivity in disenfranchised Aboriginal teens, and Second Chance reduced recidivism among Native Canadian inmates. Currently, various mentoring programs are providing support to vulnerable inner-city young people at risk for alienation, school failure, and gang involvement.",396.0,Creative problem solving with marginalized populations: Reclaiming lost prizes through in-the-trenches interventions,2005.0
"Creative problem solving: The history, development, and implications for gifted education and talent development   This article presents a summary of research, development, and applications of Creative Problem Solving (CPS) in educational settings and, more specifically, in gifted education. The CPS framework is widely known and applied as one important goal in contemporary gifted education, as well as in relation to initiatives for teaching thinking in the broader context of general education. This article traces the history and evolution of the CPS framework through more than five decades of research, development, and practical application. We describe and discuss the specific changes in the model over time, as well as their rationale and foundations. We discuss the implications of changes within the CPS framework for teaching and learning; our purpose is not to compare or contrast CPS with other perspectives on creativity from psychology, cognitive science, or management. Finally, we present implications of contemporary CPS for instruction and assessment in gifted education.",397.0,"Creative problem solving: The history, development, and implications for gifted education and talent development",2005.0
When gifted kids don't have all the answers: How to meet their social and emotional needs.    ,398.0,When gifted kids don't have all the answers: How to meet their social and emotional needs.,2005.0
In memoriam - Julian C. Stanley    ,399.0,In memoriam - Julian C. Stanley,2005.0
A great man standing with Terman and Hollingworth - Julian C. Stanley (1918-2005)    ,400.0,A great man standing with Terman and Hollingworth - Julian C. Stanley (1918-2005),2005.0
From the editor    ,401.0,From the editor,2005.0
"Identifying cognitively gifted minority students in preschool   Preschool children were administered a screening battery consisting of nine different cognitive tasks. The participants were tracked in the public school database. Based on the children's first-grade educational status, 2 groups were formed: one consisting of children who were in regular education and the other composed of children who were in the gifted/talented program. The children's preschool screening scores, summed over both the identification-tasks subset and the generating-tasks subset, enabled the identification of high-performing outliers from the regular education sample who performed very well compared to the school-identified gifted sample. However, a majority of minority students among the high-performing outliers were only identified with the generating measure. The superior first-grade achievement performance of 5 of these 7 and the finding that 3 of the 7 had been placed in the gifted program in second grade, attested to the effectiveness of this measure for identifying cognitively gifted minority preschoolers.",402.0,Identifying cognitively gifted minority students in preschool,2005.0
"Family environment and talent development of Chinese gifted students in Hong Kong   This study assessed the self-perceptions of 432 gifted students regarding their family environments and their talent areas. Family environmental variables included parental expectations to achieve, parents' encouragement to be independent, and family cohesion. Talent areas included academic skills, creativity, and leadership. The conjectures that academic achievement could be enhanced by parental expectations, as well as family cohesion, and that creativity could be enhanced by encouragement to be independent were not fully supported by the regression analyses. However, family environmental variables did predict students' perceived talent areas, especially in leadership, and family cohesion was the consistent significant predictor. Implications of the findings are discussed with reference to cross-cultural research, but caution needs to be exercised in the interpretation of these results, as data were collected only on student perceptions.",403.0,Family environment and talent development of Chinese gifted students in Hong Kong,2005.0
"A dynamic scaffolding model of teacher development: The gifted education consultant as catalyst for change   The Dynamic Scaffolding Model (DSM) of teacher development is proposed as a good way to meet gifted learners' exceptional learning needs while remaining consistent with current educational realities and research. Using an implementation experience as an illustration, we examine how a gifted education consultant can support teachers in addressing the diverse educational needs of high-ability learners in their classrooms, as well as encouraging high-level outcomes in learners not identified as gifted, leading to classrooms that are more engaging for both students and teachers. In this model, teachers are given opportunities for scaffolded learning and interaction in the form of (a) a series of optional professional development workshops on giftedness, (b) ongoing and targeted individual consultation opportunities, and (c) diverse professional liaisons. We compare the DSM with other resource consultation models, and we discuss characteristics identified by participating teachers as important in their work with gifted learners and others.",404.0,A dynamic scaffolding model of teacher development: The gifted education consultant as catalyst for change,2005.0
